NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT,POPULATION_NBR
71053,V,12-17,0,0,Sint-Truiden,Limburg,Vlaams Gewest,Haspengouw,794,179,0,0,780,179,1,0,13,0,0,1149
31043,M,18-29,1,0,Knokke-Heist,West-Vlaanderen,Vlaams Gewest,Oostkust,1354,85,44,1,1237,84,6,0,67,0,0,1870
35013,M,70-79,1,1,Oostende,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene,3749,46,1530,21,2144,24,15,1,60,0,0,3996
37012,M,60-69,1,1,Ruiselede,West-Vlaanderen,Vlaams Gewest,RITS,149,1,46,0,101,1,0,0,2,0,0,154
12009,M,70-79,1,1,Duffel,Antwerpen,Vlaams Gewest,Pallieterland,706,4,313,2,386,2,6,0,1,0,0,733
11013,V,12-17,0,0,Edegem,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,254,217,0,0,245,217,1,0,8,0,0,634
72003,M,40-49,1,0,Bocholt,Limburg,Vlaams Gewest,Noord-Limburg,711,11,77,1,451,10,3,0,180,0,0,785
13021,V,60-69,1,0,Meerhout,Antwerpen,Vlaams Gewest,Zuiderkempen,338,2,91,1,235,1,5,0,7,0,0,355
34043,V,30-39,1,0,Spiere-Helkijn,West-Vlaanderen,Vlaams Gewest,Regio Waregem,96,6,9,0,85,6,0,0,2,0,0,123
36007,V,80-89,1,1,Ingelmunster,West-Vlaanderen,Vlaams Gewest,RITS,380,1,108,0,261,1,1,0,10,0,0,398
71070,V,60-69,1,1,Heusden-Zolder,Limburg,Vlaams Gewest,MidWestLim,963,6,268,3,683,3,3,0,9,0,0,1034
11054,V,60-69,1,1,Zandhoven,Antwerpen,Vlaams Gewest,Voorkempen,468,3,113,1,354,2,1,0,0,0,0,480
23003,V,50-59,1,0,Beersel,Vlaams-Brabant,Vlaams Gewest,Zennevallei,1605,33,324,9,1221,24,23,0,37,0,0,1806
