NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,VACCINATED_FIRST_DOSIS_NBR,VACCINATED_SECOND_DOSIS_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE
71070,V,40-49,1,0,2273,124,79,Heusden-Zolder,Limburg,Vlaams Gewest,MidWestLim
13023,V,60-69,1,1,250,12,1,Merksplas,Antwerpen,Vlaams Gewest,Kempenland
72043,V,40-49,1,0,2003,151,88,Pelt,Limburg,Vlaams Gewest,Noord-Limburg
41048,M,70-79,1,1,1618,5,36,Ninove,Oost-Vlaanderen,Vlaams Gewest,Dender Zuid
23096,M,80-89,1,1,453,2,48,Zemst,Vlaams-Brabant,Vlaams Gewest,BraViO
24130,V,60-69,1,1,272,1,6,Zoutleeuw,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
72037,M,30-39,1,0,764,6,8,Hamont-Achel,Limburg,Vlaams Gewest,Noord-Limburg
12040,V,80-89,1,1,791,6,124,Willebroek,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland
13012,V,10-19,1,0,83,1,10,Herenthout,Antwerpen,Vlaams Gewest,Middenkempen
34041,M,50-59,1,0,2294,17,35,Wevelgem,West-Vlaanderen,Vlaams Gewest,Regio Menen
71067,V,60-69,1,0,307,11,7,Zutendaal,Limburg,Vlaams Gewest,Kemp en Duin
24137,V,10-19,1,0,69,1,1,Glabbeek,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
38014,M,30-39,1,0,714,24,17,Koksijde,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
71053,M,90-100+,1,1,120,2,43,Sint-Truiden,Limburg,Vlaams Gewest,Haspengouw
33021,V,80-89,1,1,689,14,102,Poperinge,West-Vlaanderen,Vlaams Gewest,Westhoek
72042,V,90-100+,1,1,122,2,60,Oudsbergen,Limburg,Vlaams Gewest,Kemp en Duin
33021,V,30-39,1,0,1063,82,93,Poperinge,West-Vlaanderen,Vlaams Gewest,Westhoek
33037,M,60-69,1,0,371,0,11,Zonnebeke,West-Vlaanderen,Vlaams Gewest,Westhoek
44085,V,80-89,1,1,941,8,160,Lievegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland
73107,M,60-69,1,1,1117,1,10,Maasmechelen,Limburg,Vlaams Gewest,Maasland
44019,V,50-59,1,0,2727,232,192,Evergem,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland
11013,M,80-89,1,1,594,5,25,Edegem,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
34040,V,10-19,0,0,1556,1,2,Waregem,West-Vlaanderen,Vlaams Gewest,Regio Waregem
23002,V,10-19,1,0,358,2,0,Asse,Vlaams-Brabant,Vlaams Gewest,AMALO
12035,M,10-19,0,0,998,0,0,Sint-Katelijne-Waver,Antwerpen,Vlaams Gewest,Mechelen - Katelijne
33016,M,70-79,1,1,36,0,0,Mesen,West-Vlaanderen,Vlaams Gewest,Westhoek
13014,M,70-79,1,1,941,0,18,Hoogstraten,Antwerpen,Vlaams Gewest,Kempenland
13010,M,0-9,0,0,462,0,0,Grobbendonk,Antwerpen,Vlaams Gewest,Middenkempen
72020,M,30-39,1,0,1995,23,20,Lommel,Limburg,Vlaams Gewest,Noord-Limburg
71011,V,40-49,1,0,1236,112,58,Diepenbeek,Limburg,Vlaams Gewest,Herkenrode
41063,V,90-100+,1,1,74,1,37,Sint-Lievens-Houtem,Oost-Vlaanderen,Vlaams Gewest,Panacea
44013,M,0-9,0,0,1020,0,0,Destelbergen,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht
43018,M,0-9,0,0,720,0,0,Zelzate,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland
46014,M,90-100+,1,1,78,0,18,Lokeren,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
42006,V,60-69,1,1,1437,11,30,Dendermonde,Oost-Vlaanderen,Vlaams Gewest,Dender
11008,M,90-100+,1,1,148,2,41,Brasschaat,Antwerpen,Vlaams Gewest,Noorderkempen
44083,V,40-49,1,0,2931,214,164,Deinze,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie
12021,V,10-19,1,0,372,2,3,Lier,Antwerpen,Vlaams Gewest,Pallieterland
23027,M,60-69,1,1,920,5,13,Halle,Vlaams-Brabant,Vlaams Gewest,Zennevallei
23032,V,90-100+,1,1,56,2,29,Herne,Vlaams-Brabant,Vlaams Gewest,Pajottenland
11039,M,90-100+,1,1,87,2,27,Schilde,Antwerpen,Vlaams Gewest,Voorkempen
72003,V,10-19,0,0,522,0,0,Bocholt,Limburg,Vlaams Gewest,Noord-Limburg
24045,V,10-19,0,0,487,0,0,Huldenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
41027,M,70-79,1,1,704,0,13,Herzele,Oost-Vlaanderen,Vlaams Gewest,Panacea
23044,M,80-89,1,1,256,3,26,Liedekerke,Vlaams-Brabant,Vlaams Gewest,AMALO
38016,M,20-29,1,0,539,14,5,Nieuwpoort,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
42010,M,10-19,1,0,120,0,0,Laarne,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht
13008,M,90-100+,1,1,115,0,31,Geel,Antwerpen,Vlaams Gewest,Zuiderkempen
44073,V,10-19,1,0,81,0,2,Wachtebeke,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht
44020,V,80-89,1,1,417,0,46,Gavere,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
71020,M,10-19,1,0,101,0,0,Halen,Limburg,Vlaams Gewest,MidWestLim
33041,V,70-79,1,1,168,0,8,Vleteren,West-Vlaanderen,Vlaams Gewest,Westhoek
45060,M,10-19,0,0,331,0,0,Kluisbergen,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
13053,V,10-19,0,0,638,0,1,Laakdal,Antwerpen,Vlaams Gewest,Zuiderkempen
24038,V,10-19,1,0,264,3,2,Herent,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
13013,V,10-19,0,0,584,0,0,Herselt,Antwerpen,Vlaams Gewest,Zuiderkempen
13019,V,20-29,1,0,901,69,38,Lille,Antwerpen,Vlaams Gewest,Middenkempen
23101,V,70-79,1,1,813,8,28,Sint-Genesius-Rode,Vlaams-Brabant,Vlaams Gewest,Zennevallei
42004,V,20-29,1,0,778,45,39,Buggenhout,Oost-Vlaanderen,Vlaams Gewest,Dender
23104,V,60-69,1,1,289,11,2,Lennik,Vlaams-Brabant,Vlaams Gewest,Pajottenland
38008,M,90-100+,1,1,44,1,15,De Panne,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
33037,V,10-19,1,0,130,1,6,Zonnebeke,West-Vlaanderen,Vlaams Gewest,Westhoek
13011,V,40-49,1,0,1730,90,89,Herentals,Antwerpen,Vlaams Gewest,Middenkempen
45061,M,60-69,1,1,206,3,3,Wortegem-Petegem,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
35006,M,80-89,1,1,285,3,12,Ichtegem,West-Vlaanderen,Vlaams Gewest,Houtland en Polder
13044,M,90-100+,1,1,18,0,5,Vorselaar,Antwerpen,Vlaams Gewest,Middenkempen
45059,M,10-19,1,0,172,1,2,Brakel,Oost-Vlaanderen,Vlaams Gewest,Panacea
44020,M,70-79,1,1,532,3,10,Gavere,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
71024,M,60-69,1,1,403,3,7,Herk-de-Stad,Limburg,Vlaams Gewest,Herkenrode
33011,M,70-79,1,1,1615,13,52,Ieper,West-Vlaanderen,Vlaams Gewest,Westhoek
11050,V,90-100+,1,1,115,3,77,Wijnegem,Antwerpen,Vlaams Gewest,Voorkempen
42025,V,10-19,1,0,264,3,3,Wetteren,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht
36011,M,50-59,1,0,679,15,11,Lichtervelde,West-Vlaanderen,Vlaams Gewest,Midden WVL
11030,V,50-59,1,0,656,21,46,Niel,Antwerpen,Vlaams Gewest,RupeLaar
38025,V,60-69,1,1,444,5,4,Veurne,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
71022,M,10-19,1,0,755,2,1,Hasselt,Limburg,Vlaams Gewest,Herkenrode
46014,M,30-39,1,0,2690,30,27,Lokeren,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
45063,M,20-29,1,0,341,4,3,Lierde,Oost-Vlaanderen,Vlaams Gewest,Panacea
71004,V,60-69,1,0,1511,20,49,Beringen,Limburg,Vlaams Gewest,West-Limburg
71066,V,80-89,1,1,559,2,102,Zonhoven,Limburg,Vlaams Gewest,Herkenrode
34042,V,0-9,0,0,1256,0,0,Zwevegem,West-Vlaanderen,Vlaams Gewest,Regio Waregem
13002,M,0-9,0,0,176,0,0,Baarle-Hertog,Antwerpen,Vlaams Gewest,Kempenland
72021,M,10-19,0,0,1095,0,0,Maaseik,Limburg,Vlaams Gewest,Maasland
42008,V,60-69,1,1,725,0,20,Hamme,Oost-Vlaanderen,Vlaams Gewest,Dender
35013,M,10-19,0,0,2540,0,2,Oostende,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene
43014,M,40-49,1,0,462,6,2,Sint-Laureins,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland
31003,V,10-19,1,0,160,0,9,Beernem,West-Vlaanderen,Vlaams Gewest,WE40
12035,V,0-9,0,0,1109,0,0,Sint-Katelijne-Waver,Antwerpen,Vlaams Gewest,Mechelen - Katelijne
11005,M,80-89,1,1,391,0,28,Boom,Antwerpen,Vlaams Gewest,RupeLaar
43010,V,40-49,1,0,1544,112,90,Maldegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland
71034,V,30-39,1,0,1055,39,35,Leopoldsburg,Limburg,Vlaams Gewest,West-Limburg
13012,M,20-29,1,0,509,7,6,Herenthout,Antwerpen,Vlaams Gewest,Middenkempen
32003,V,50-59,1,0,1219,118,96,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
33021,V,70-79,1,1,1000,5,37,Poperinge,West-Vlaanderen,Vlaams Gewest,Westhoek
71069,V,80-89,1,1,311,0,36,Ham,Limburg,Vlaams Gewest,West-Limburg
13025,M,60-69,1,0,1332,17,17,Mol,Antwerpen,Vlaams Gewest,Baldemore
24048,M,80-89,1,1,297,2,18,Keerbergen,Vlaams-Brabant,Vlaams Gewest,Leuven Noord
46025,V,0-9,0,0,1680,0,0,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
73042,M,10-19,0,0,995,0,0,Lanaken,Limburg,Vlaams Gewest,Maasland
43014,V,20-29,1,0,364,26,21,Sint-Laureins,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland
71053,M,60-69,1,0,1557,35,19,Sint-Truiden,Limburg,Vlaams Gewest,Haspengouw
73083,V,50-59,1,0,2309,177,156,Tongeren,Limburg,Vlaams Gewest,Zuid-Oost Limburg
32003,M,50-59,1,0,1303,58,14,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
24133,V,10-19,1,0,70,2,1,Linter,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
23038,M,70-79,1,1,451,1,7,Kampenhout,Vlaams-Brabant,Vlaams Gewest,BraViO
44073,M,20-29,1,0,418,1,3,Wachtebeke,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht
31042,V,60-69,1,1,99,1,2,Zuienkerke,West-Vlaanderen,Vlaams Gewest,Oostkust
42004,M,70-79,1,1,637,1,17,Buggenhout,Oost-Vlaanderen,Vlaams Gewest,Dender
41011,M,50-59,1,0,1532,20,15,Denderleeuw,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst
31043,M,10-19,1,0,275,2,1,Knokke-Heist,West-Vlaanderen,Vlaams Gewest,Oostkust
13016,V,60-69,1,1,298,3,3,Hulshout,Antwerpen,Vlaams Gewest,Zuiderkempen
13035,V,10-19,1,0,171,2,3,Ravels,Antwerpen,Vlaams Gewest,Kempenland
72043,M,60-69,1,0,1184,26,15,Pelt,Limburg,Vlaams Gewest,Noord-Limburg
72021,M,30-39,1,0,1493,24,15,Maaseik,Limburg,Vlaams Gewest,Maasland
11005,M,60-69,1,1,381,2,4,Boom,Antwerpen,Vlaams Gewest,RupeLaar
11052,M,30-39,1,0,782,8,11,Wommelgem,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid
71024,M,70-79,1,1,531,3,7,Herk-de-Stad,Limburg,Vlaams Gewest,Herkenrode
23032,M,40-49,1,0,442,10,2,Herne,Vlaams-Brabant,Vlaams Gewest,Pajottenland
31005,M,90-100+,1,1,539,17,134,Brugge,West-Vlaanderen,Vlaams Gewest,Brugge
24048,M,50-59,1,0,1029,20,14,Keerbergen,Vlaams-Brabant,Vlaams Gewest,Leuven Noord
23096,V,20-29,1,0,1183,47,48,Zemst,Vlaams-Brabant,Vlaams Gewest,BraViO
23050,M,40-49,1,0,1154,30,16,Meise,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
41034,M,30-39,1,0,1110,16,10,Lede,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst
31043,M,60-69,1,1,1389,11,36,Knokke-Heist,West-Vlaanderen,Vlaams Gewest,Oostkust
36010,M,90-100+,1,1,30,2,20,Ledegem,West-Vlaanderen,Vlaams Gewest,Midden WVL
13036,M,60-69,1,1,357,1,3,Retie,Antwerpen,Vlaams Gewest,Baldemore
37010,M,10-19,0,0,341,0,0,Oostrozebeke,West-Vlaanderen,Vlaams Gewest,RITS
12005,M,0-9,0,0,737,0,0,Bonheiden,Antwerpen,Vlaams Gewest,Bonstato
32003,M,10-19,0,0,757,0,0,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
23033,M,10-19,0,0,598,0,0,Hoeilaart,Vlaams-Brabant,Vlaams Gewest,Druivenstreek
42011,M,60-69,1,1,482,0,5,Lebbeke,Oost-Vlaanderen,Vlaams Gewest,Dender
35002,V,10-19,0,0,751,0,0,Bredene,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene
42003,M,10-19,0,0,642,0,1,Berlare,Oost-Vlaanderen,Vlaams Gewest,Dender
72018,M,80-89,1,1,227,0,19,Kinrooi,Limburg,Vlaams Gewest,Maasland
32011,V,10-19,0,0,522,0,1,Kortemark,West-Vlaanderen,Vlaams Gewest,Houtland en Polder
11009,M,90-100+,1,1,76,4,36,Brecht,Antwerpen,Vlaams Gewest,Voorkempen
23098,V,50-59,1,0,381,19,13,Drogenbos,Vlaams-Brabant,Vlaams Gewest,Zennevallei
33037,M,80-89,1,1,279,2,45,Zonnebeke,West-Vlaanderen,Vlaams Gewest,Westhoek
13010,M,80-89,1,1,222,2,12,Grobbendonk,Antwerpen,Vlaams Gewest,Middenkempen
24033,M,0-9,0,0,769,0,0,Haacht,Vlaams-Brabant,Vlaams Gewest,Leuven Noord
23060,M,10-19,0,0,757,0,0,Opwijk,Vlaams-Brabant,Vlaams Gewest,AMALO
73107,V,10-19,0,0,1670,0,0,Maasmechelen,Limburg,Vlaams Gewest,Maasland
45035,M,0-9,0,0,1581,0,0,Oudenaarde,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
36011,M,10-19,0,0,404,0,0,Lichtervelde,West-Vlaanderen,Vlaams Gewest,Midden WVL
23025,M,70-79,1,1,1356,1,21,Grimbergen,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
41081,V,80-89,1,1,998,18,96,Zottegem,Oost-Vlaanderen,Vlaams Gewest,Panacea
37018,V,30-39,1,0,893,94,48,Wingene,West-Vlaanderen,Vlaams Gewest,RITS
41027,V,0-9,0,0,856,0,0,Herzele,Oost-Vlaanderen,Vlaams Gewest,Panacea
35002,V,40-49,1,0,1064,115,69,Bredene,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene
23052,V,30-39,1,0,1030,49,38,Merchtem,Vlaams-Brabant,Vlaams Gewest,AMALO
36008,V,80-89,1,1,1001,7,112,Izegem,West-Vlaanderen,Vlaams Gewest,RITS
36008,M,70-79,1,1,1240,7,26,Izegem,West-Vlaanderen,Vlaams Gewest,RITS
45035,M,10-19,1,0,346,1,2,Oudenaarde,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
11005,V,10-19,1,0,192,1,10,Boom,Antwerpen,Vlaams Gewest,RupeLaar
34041,V,70-79,1,1,1520,2,52,Wevelgem,West-Vlaanderen,Vlaams Gewest,Regio Menen
24059,M,80-89,1,1,288,2,21,Landen,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
23077,V,80-89,1,1,989,28,65,Sint-Pieters-Leeuw,Vlaams-Brabant,Vlaams Gewest,Zennevallei
