NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT,POPULATION_NBR
35013,M,40-49,1,0,Oostende,WEST-VLAANDEREN,VLAAMS GEWEST,Oostende-Bredene,3708,48,1259,14,2022,34,38,0,388,1,0,4167
42008,V,80-89,1,1,Hamme,OOST-VLAANDEREN,VLAAMS GEWEST,Dender,711,4,186,1,509,3,1,0,15,0,0,731
13001,V,90-100+,1,1,Arendonk,ANTWERPEN,VLAAMS GEWEST,Kempenland,80,1,28,1,48,0,0,0,4,0,0,84
43005,M,70-79,1,1,Eeklo,OOST-VLAANDEREN,VLAAMS GEWEST,Oost-Meetjesland,911,8,287,4,606,4,5,0,13,0,0,948
35013,V,40-49,1,0,Oostende,WEST-VLAANDEREN,VLAAMS GEWEST,Oostende-Bredene,3588,47,1258,10,2036,36,53,1,241,0,0,3974
24038,V,18-29,1,0,Herent,VLAAMS-BRABANT,VLAAMS GEWEST,Leuven Zuid,1510,16,140,0,1324,16,27,0,19,0,0,1592
32010,M,50-59,1,0,Koekelare,WEST-VLAANDEREN,VLAAMS GEWEST,Houtland en Polder,626,3,218,1,347,2,3,0,58,0,0,650
41002,V,18-29,1,0,Aalst,OOST-VLAANDEREN,VLAAMS GEWEST,Regio Aalst,5142,95,384,2,4340,91,115,2,303,0,0,5841
45041,V,40-49,1,0,Ronse,OOST-VLAANDEREN,VLAAMS GEWEST,Vlaamse Ardennen,1461,16,266,1,830,15,33,0,332,0,0,1681
71045,M,40-49,1,0,Nieuwerkerken,LIMBURG,VLAAMS GEWEST,Haspengouw,459,1,164,0,206,1,0,0,89,0,0,490
24020,V,60-69,1,1,Diest,VLAAMS-BRABANT,VLAAMS GEWEST,Demerland,749,1,137,0,598,1,8,0,6,0,0,776
13003,V,60-69,1,1,Balen,ANTWERPEN,VLAAMS GEWEST,Baldemore,603,3,13,0,583,3,1,0,6,0,0,619
13023,M,18-29,1,0,Merksplas,ANTWERPEN,VLAAMS GEWEST,Kempenland,539,5,10,1,456,4,2,0,71,0,0,613
34003,M,40-49,1,0,Avelgem,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Waregem,594,2,78,0,437,2,3,0,76,0,0,641
24104,M,18-29,1,0,Tervuren,VLAAMS-BRABANT,VLAAMS GEWEST,Druivenstreek,1156,28,19,0,1009,26,14,2,113,1,0,1516
44012,M,60-69,1,1,De Pinte,OOST-VLAANDEREN,VLAAMS GEWEST,Schelde en Leie,339,1,59,0,277,1,2,0,1,0,0,343
23086,M,70-79,1,1,Ternat,VLAAMS-BRABANT,VLAAMS GEWEST,Pajottenland,596,3,258,2,328,1,3,0,7,0,0,619
23100,M,60-69,1,0,Linkebeek,VLAAMS-BRABANT,VLAAMS GEWEST,Zennevallei,150,1,21,0,119,1,1,0,9,0,0,166
73109,M,18-29,1,0,Moelingen,LIMBURG,VLAAMS GEWEST,ZOLim,220,6,4,0,203,6,2,0,11,0,0,288
42011,M,18-29,1,0,Lebbeke,OOST-VLAANDEREN,VLAAMS GEWEST,Dender,1186,17,29,0,984,17,11,0,162,0,0,1310
23023,M,0-11,0,0,Galmaarden,VLAAMS-BRABANT,VLAAMS GEWEST,Pajottenland,33,2,0,0,33,2,0,0,0,0,0,560
13011,V,70-79,1,1,Herentals,ANTWERPEN,VLAAMS GEWEST,Middenkempen,1270,4,370,1,889,3,2,0,9,0,0,1315
71024,M,12-17,0,0,Herk-De-Stad,LIMBURG,VLAAMS GEWEST,Herkenrode,370,6,0,0,351,6,5,0,14,0,0,402
34023,M,12-17,0,0,Kuurne,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Kortrijk,413,11,0,0,382,11,24,0,7,0,0,465
11024,M,12-17,0,0,Kontich,ANTWERPEN,VLAAMS GEWEST,ZORA,686,10,0,0,669,10,0,0,17,0,0,759
23101,V,12-17,0,0,Sint-Genesius-Rode,VLAAMS-BRABANT,VLAAMS GEWEST,Zennevallei,514,31,0,0,496,31,7,0,11,0,0,761
13029,M,12-17,0,0,Olen,ANTWERPEN,VLAAMS GEWEST,Middenkempen,431,5,0,0,425,5,0,0,6,0,0,469
