NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT,POPULATION_NBR
31003,M,60-69,1,0,Beernem,West-Vlaanderen,Vlaams Gewest,WE40,527,5,176,2,273,2,22,1,56,0,0,546
45068,M,60-69,1,1,Kruisem,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,436,6,75,2,353,4,3,0,5,0,0,449
46003,V,50-59,1,0,Beveren,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,3364,26,894,7,2261,19,65,0,143,1,0,3537
31005,M,80-89,1,1,Brugge,West-Vlaanderen,Vlaams Gewest,Brugge,2869,50,818,20,1994,30,10,0,47,0,0,3074
41018,V,60-69,1,1,Geraardsbergen,Oost-Vlaanderen,Vlaams Gewest,Dender Zuid,923,6,331,2,576,4,9,0,7,0,0,983
11004,M,80-89,1,1,Boechout,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,299,2,40,1,253,1,1,0,5,0,0,311
36006,V,40-49,1,0,Hooglede,West-Vlaanderen,Vlaams Gewest,Midden WVL,613,6,115,3,427,3,2,0,69,0,0,649
34042,M,80-89,1,1,Zwevegem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,527,4,131,0,388,4,2,0,6,0,0,553
37011,M,40-49,1,0,Pittem,West-Vlaanderen,Vlaams Gewest,RITS,416,2,81,1,269,1,2,0,64,0,0,446
73066,V,70-79,1,1,Riemst,Limburg,Vlaams Gewest,Zuid-Oost Limburg,771,8,292,2,470,6,2,0,7,0,0,808
36007,M,30-39,1,0,Ingelmunster,West-Vlaanderen,Vlaams Gewest,RITS,619,14,12,0,593,14,4,0,10,0,0,717
12002,V,60-69,1,0,Berlaar,Antwerpen,Vlaams Gewest,Pallieterland,407,1,91,0,309,1,6,0,1,0,0,435
37002,V,70-79,1,1,Dentergem,West-Vlaanderen,Vlaams Gewest,RITS,296,3,80,1,214,2,1,0,1,0,0,314
13023,M,80-89,1,1,Merksplas,Antwerpen,Vlaams Gewest,Kempenland,124,2,21,0,100,2,0,0,3,0,0,132
13035,V,30-39,1,0,Ravels,Antwerpen,Vlaams Gewest,Kempenland,722,12,74,0,634,12,6,0,8,0,0,879
31022,V,60-69,1,1,Oostkamp,West-Vlaanderen,Vlaams Gewest,WE40,650,1,130,0,514,1,4,0,2,0,0,672
