NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT
12007,M,90-100+,1,1,64,Bornem,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland,32,56,0,53,32,3,0,0,0
11056,V,40-49,1,0,1204,Zwijndrecht,Antwerpen,Vlaams Gewest,N-O-Waasland,113,119,0,95,100,21,13,3,0
13046,M,60-69,1,1,341,Vosselaar,Antwerpen,Vlaams Gewest,Kempenland,15,223,0,25,15,198,0,0,0
23024,V,10-19,0,0,381,Gooik,Vlaams-Brabant,Vlaams Gewest,Pajottenland,0,0,0,0,0,0,0,0,0
23038,V,0-9,0,0,660,Kampenhout,Vlaams-Brabant,Vlaams Gewest,BraViO,0,0,0,0,0,0,0,0,0
24086,M,50-59,1,0,789,Oud-Heverlee,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,46,51,0,41,42,10,4,0,0
44020,M,70-79,1,1,532,Gavere,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,24,574,0,268,20,306,4,0,0
45065,M,10-19,0,0,391,Zwalm,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,0,0,0,0,0,0,0,0,0
71034,V,10-19,0,0,672,Leopoldsburg,Limburg,Vlaams Gewest,West-Limburg,2,1,0,0,2,1,0,0,0
72018,V,40-49,1,0,771,Kinrooi,Limburg,Vlaams Gewest,Maasland,63,84,0,72,62,10,1,2,0
13013,M,60-69,1,1,499,Herselt,Antwerpen,Vlaams Gewest,Zuiderkempen,6,470,0,147,5,322,0,1,1
43018,M,70-79,1,1,542,Zelzate,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,60,519,0,233,52,286,8,0,0
33016,V,10-19,0,0,49,Mesen,West-Vlaanderen,Vlaams Gewest,Westhoek,0,0,0,0,0,0,0,0,0
44012,V,0-9,0,0,565,De Pinte,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,0,0,0,0,0,0,0,0,0
23099,V,50-59,1,0,1002,Kraainem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,74,205,0,92,73,112,1,1,0
12025,M,60-69,1,0,2489,Mechelen,Antwerpen,Vlaams Gewest,Mechelen - Katelijne,121,486,0,135,109,350,9,1,3
23003,M,80-89,1,1,507,Beersel,Vlaams-Brabant,Vlaams Gewest,Zennevallei,129,340,0,163,124,176,0,1,5
23102,V,30-39,1,0,1112,Wemmel,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,68,56,0,38,62,17,6,1,0
42011,M,20-29,1,0,1073,Lebbeke,Oost-Vlaanderen,Vlaams Gewest,Dender,34,38,0,24,29,13,5,1,0
46014,V,90-100+,1,1,221,Lokeren,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,122,155,0,126,122,29,0,0,0
13004,M,10-19,0,0,816,Beerse,Antwerpen,Vlaams Gewest,Kempenland,1,0,0,0,1,0,0,0,0
38014,M,10-19,1,0,162,Koksijde,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,4,2,0,1,4,1,0,0,0
12005,M,70-79,1,1,710,Bonheiden,Antwerpen,Vlaams Gewest,Bonstato,29,681,0,214,28,467,0,0,1
44048,M,70-79,1,1,531,Nazareth,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,43,497,0,23,43,473,0,1,0
12026,M,50-59,1,0,1738,Nijlen,Antwerpen,Vlaams Gewest,Pallieterland,76,70,1,33,57,36,15,1,3
12041,V,40-49,1,0,1716,Puurs-Sint-Amands,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland,231,216,0,133,206,81,25,2,0
13044,V,60-69,1,1,254,Vorselaar,Antwerpen,Vlaams Gewest,Middenkempen,13,230,0,74,11,156,1,0,1
23025,M,40-49,1,0,2457,Grimbergen,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,71,85,0,46,61,33,9,6,1
13010,M,20-29,1,0,661,Grobbendonk,Antwerpen,Vlaams Gewest,Middenkempen,20,20,1,12,16,6,3,2,0
13035,M,20-29,1,0,823,Ravels,Antwerpen,Vlaams Gewest,Kempenland,19,23,0,14,19,8,0,1,0
37007,M,20-29,1,0,666,Meulebeke,West-Vlaanderen,Vlaams Gewest,RITS,13,15,0,5,11,10,2,0,0
37017,M,10-19,1,0,135,Wielsbeke,West-Vlaanderen,Vlaams Gewest,Regio Waregem,1,1,0,1,1,0,0,0,0
42010,V,90-100+,1,1,87,Laarne,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,49,47,0,45,48,2,0,0,1
42004,M,90-100+,1,1,36,Buggenhout,Oost-Vlaanderen,Vlaams Gewest,Dender,19,28,0,27,18,1,0,0,1
37012,M,70-79,1,1,196,Ruiselede,West-Vlaanderen,Vlaams Gewest,RITS,12,198,0,78,8,120,3,0,1
45062,V,50-59,1,0,135,Horebeke,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,21,14,0,10,17,4,4,0,0
13008,V,90-100+,1,1,263,Geel,Antwerpen,Vlaams Gewest,Zuiderkempen,153,147,0,133,151,14,2,0,0
36007,M,30-39,1,0,697,Ingelmunster,West-Vlaanderen,Vlaams Gewest,RITS,16,15,0,12,12,3,4,0,0
44085,V,60-69,1,0,963,Lievegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,139,241,0,118,121,123,17,0,1
12014,M,30-39,1,0,2572,Heist-op-den-Berg,Antwerpen,Vlaams Gewest,Bonstato,68,83,0,51,56,31,12,1,0
23024,M,30-39,1,0,507,Gooik,Vlaams-Brabant,Vlaams Gewest,Pajottenland,18,22,0,16,17,6,1,0,0
23032,M,50-59,1,0,539,Herne,Vlaams-Brabant,Vlaams Gewest,Pajottenland,26,33,0,23,22,8,4,2,0
44052,M,10-19,1,0,158,Oosterzele,Oost-Vlaanderen,Vlaams Gewest,Panacea,3,2,0,0,3,2,0,0,0
71067,V,0-9,0,0,320,Zutendaal,Limburg,Vlaams Gewest,Kemp en Duin,0,0,0,0,0,0,0,0,0
24011,M,20-29,1,0,521,Bierbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,41,23,0,13,29,8,12,2,0
73032,V,0-9,0,0,484,Hoeselt,Limburg,Vlaams Gewest,Zuid-Oost Limburg,0,0,0,0,0,0,0,0,0
72018,V,10-19,1,0,137,Kinrooi,Limburg,Vlaams Gewest,Maasland,2,2,0,2,2,0,0,0,0
72037,V,50-59,1,0,1128,Hamont-Achel,Limburg,Vlaams Gewest,Noord-Limburg,103,85,0,41,98,40,5,4,0
24011,M,10-19,0,0,527,Bierbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,0,0,0,0,0,0,0,0,0
73022,M,50-59,1,0,608,Heers,Limburg,Vlaams Gewest,Haspengouw,9,34,0,17,8,17,1,0,0
13049,M,50-59,1,0,1946,Westerlo,Antwerpen,Vlaams Gewest,Zuiderkempen,71,95,0,56,65,37,6,2,0
23096,V,0-9,0,0,1260,Zemst,Vlaams-Brabant,Vlaams Gewest,BraViO,0,0,0,0,0,0,0,0,0
44021,M,60-69,1,0,6713,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent,449,2602,0,160,386,1491,54,951,9
72037,V,60-69,1,1,455,Hamont-Achel,Limburg,Vlaams Gewest,Noord-Limburg,29,363,0,153,23,209,6,1,0
23060,V,90-100+,1,1,114,Opwijk,Vlaams-Brabant,Vlaams Gewest,AMALO,61,73,0,61,59,12,2,0,0
23081,V,60-69,1,0,380,Steenokkerzeel,Vlaams-Brabant,Vlaams Gewest,BraViO,46,59,0,15,43,43,3,1,0
34023,M,80-89,1,1,312,Kuurne,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,138,181,0,82,111,96,25,3,2
45062,M,10-19,1,0,18,Horebeke,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,0,0,0,0,0,0,0,0,0
42006,V,50-59,1,0,3436,Dendermonde,Oost-Vlaanderen,Vlaams Gewest,Dender,410,374,0,264,389,103,19,7,2
23102,M,10-19,0,0,922,Wemmel,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,0,0,0,0,0,0,0,0,0
36015,V,60-69,1,1,1647,Roeselare,West-Vlaanderen,Vlaams Gewest,Midden WVL,110,1549,0,472,107,1077,2,0,1
13006,M,10-19,1,0,93,Dessel,Antwerpen,Vlaams Gewest,Baldemore,4,1,0,0,4,1,0,0,0
24011,V,80-89,1,1,317,Bierbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,128,177,0,47,127,130,1,0,0
23047,M,10-19,0,0,958,Machelen,Vlaams-Brabant,Vlaams Gewest,BraViO,0,0,0,0,0,0,0,0,0
44045,V,0-9,0,0,342,Moerbeke,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,0,0,0,0,0,0,0,0,0
71020,M,60-69,1,0,330,Halen,Limburg,Vlaams Gewest,MidWestLim,11,51,0,18,10,33,1,0,0
13049,M,10-19,1,0,253,Westerlo,Antwerpen,Vlaams Gewest,Zuiderkempen,8,4,0,2,7,2,1,0,0
