NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT,POPULATION_NBR
71070,V,50-59,1,0,Heusden-Zolder,Limburg,Vlaams Gewest,MidWestLim,2032,54,789,34,1026,20,30,0,187,0,0,2323
71020,M,50-59,1,0,Halen,Limburg,Vlaams Gewest,MidWestLim,701,4,186,1,502,3,1,0,12,0,0,734
34040,V,40-49,1,0,Waregem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,2176,29,413,5,1526,23,21,1,216,0,0,2384
31006,M,50-59,1,0,Damme,West-Vlaanderen,Vlaams Gewest,Oostkust,788,6,197,1,543,5,5,0,43,0,0,812
45041,V,30-39,1,0,Ronse,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,1198,91,107,1,1052,90,22,0,17,0,0,1618
11002,V,18-29,1,0,Antwerpen,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,27519,2637,1939,11,10004,1129,14798,1497,771,7,0,42156
44019,V,60-69,1,0,Evergem,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,1142,4,215,2,901,2,21,0,5,0,0,1169
36006,M,40-49,1,0,Hooglede,West-Vlaanderen,Vlaams Gewest,Midden WVL,624,3,83,0,433,3,2,0,106,0,0,670
24007,V,60-69,1,0,Begijnendijk,Vlaams-Brabant,Vlaams Gewest,Demerland,381,3,54,2,325,1,0,0,2,0,0,392
44021,M,18-29,1,0,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent,18784,1434,592,4,6973,396,10587,1034,629,3,0,24626
46013,V,12-17,0,0,Kruibeke,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,478,38,0,0,471,38,0,0,7,0,0,595
23099,M,70-79,1,1,Kraainem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,442,4,23,1,409,3,3,0,7,0,0,482
32006,M,12-17,0,0,Houthulst,West-Vlaanderen,Vlaams Gewest,Westhoek,291,16,0,0,288,16,0,0,3,0,0,337
73022,V,50-59,1,0,Heers,Limburg,Vlaams Gewest,Haspengouw,532,5,182,1,270,4,5,0,75,0,0,562
24028,V,40-49,1,0,Geetbets,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,399,2,72,1,227,1,3,0,97,0,0,419
13013,M,90-100+,1,1,Herselt,Antwerpen,Vlaams Gewest,Zuiderkempen,64,1,29,1,32,0,1,0,2,0,0,68
31043,V,40-49,1,0,Knokke-Heist,West-Vlaanderen,Vlaams Gewest,Oostkust,1453,15,126,0,1185,13,30,2,112,0,0,1637
23096,M,30-39,1,0,Zemst,Vlaams-Brabant,Vlaams Gewest,BraViO,1195,17,44,0,1123,17,9,0,19,0,0,1299
42003,M,90-100+,1,1,Berlare,Oost-Vlaanderen,Vlaams Gewest,Dender,34,0,23,0,10,0,0,0,1,0,0,39
