NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT
41063,M,70-79,1,1,423,Sint-Lievens-Houtem,Oost-Vlaanderen,Vlaams Gewest,Panacea,348,61,4,58,338,3,2,0,4
11039,M,60-69,1,1,622,Schilde,Antwerpen,Vlaams Gewest,Voorkempen,481,117,11,109,466,8,3,0,1
13021,V,60-69,1,0,355,Meerhout,Antwerpen,Vlaams Gewest,Zuiderkempen,190,138,7,85,173,53,5,0,5
73098,M,50-59,1,0,610,Wellen,Limburg,Vlaams Gewest,Haspengouw,100,354,9,173,88,181,0,0,3
44052,M,40-49,1,0,907,Oosterzele,Oost-Vlaanderen,Vlaams Gewest,Panacea,138,448,25,14,52,432,7,2,54
12021,M,50-59,1,0,2649,Lier,Antwerpen,Vlaams Gewest,Pallieterland,354,1929,54,857,193,1072,21,0,86
73040,M,50-59,1,0,635,Kortessem,Limburg,Vlaams Gewest,Haspengouw,102,386,9,176,91,210,0,0,2
24043,M,60-69,1,0,361,Holsbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,265,78,1,28,232,50,3,0,29
72003,V,30-39,1,0,815,Bocholt,Limburg,Vlaams Gewest,Noord-Limburg,201,82,75,6,97,76,9,0,20
35029,V,60-69,1,0,599,De Haan,West-Vlaanderen,Vlaams Gewest,Oostkust,354,203,17,41,331,162,4,0,2
13011,M,30-39,1,0,1758,Herentals,Antwerpen,Vlaams Gewest,Middenkempen,111,115,38,12,56,99,12,4,5
31040,M,20-29,1,0,1280,Zedelgem,West-Vlaanderen,Vlaams Gewest,WE40,90,86,29,4,55,81,6,1,0
72041,V,10-19,0,0,932,Dilsen-Stokkem,Limburg,Vlaams Gewest,Maasland,6,1,0,0,4,1,1,0,1
23003,V,50-59,1,0,1806,Beersel,Vlaams-Brabant,Vlaams Gewest,Zennevallei,565,991,156,171,371,818,21,2,17
46025,V,80-89,1,1,832,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,676,109,121,102,533,7,3,0,19
23045,M,50-59,1,0,1433,Londerzeel,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,613,720,54,38,441,682,4,0,114
23016,V,80-89,1,1,1479,Dilbeek,Vlaams-Brabant,Vlaams Gewest,Pajottenland,1052,354,31,335,1008,18,2,1,11
36007,V,80-89,1,1,398,Ingelmunster,West-Vlaanderen,Vlaams Gewest,RITS,291,84,22,83,261,1,1,0,7
71020,V,50-59,1,0,719,Halen,Limburg,Vlaams Gewest,MidWestLim,142,452,40,139,95,312,6,1,1
71070,V,60-69,1,1,1034,Heusden-Zolder,Limburg,Vlaams Gewest,MidWestLim,692,268,10,261,676,7,3,0,3
35013,M,70-79,1,1,3996,Oostende,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene,2190,1539,48,1497,2110,41,15,1,17
13046,M,80-89,1,1,220,Vosselaar,Antwerpen,Vlaams Gewest,Kempenland,184,28,14,26,168,2,0,0,2
23025,V,60-69,1,0,1201,Grimbergen,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,717,355,25,202,592,153,19,0,81
11008,M,40-49,1,0,2169,Brasschaat,Antwerpen,Vlaams Gewest,Noorderkempen,196,392,51,69,119,323,12,0,14
43005,M,60-69,1,1,599,Eeklo,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,520,48,3,38,505,10,10,0,2
32003,V,20-29,1,0,954,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,279,130,86,18,172,111,19,1,2
45035,V,20-29,1,0,1750,Oudenaarde,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,405,170,143,13,234,155,24,2,4
23003,M,30-39,1,0,1452,Beersel,Vlaams-Brabant,Vlaams Gewest,Zennevallei,116,173,32,7,62,164,6,2,16
41027,V,20-29,1,0,1017,Herzele,Oost-Vlaanderen,Vlaams Gewest,Panacea,265,90,70,16,169,71,24,3,2
31003,V,70-79,1,1,701,Beernem,West-Vlaanderen,Vlaams Gewest,WE40,567,119,8,116,555,3,2,0,2
24135,M,20-29,1,0,542,Tielt-Winge,Vlaams-Brabant,Vlaams Gewest,Demerland,44,26,14,1,27,25,3,0,0
34002,M,50-59,1,0,1114,Anzegem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,113,919,16,314,53,605,2,0,42
11002,V,70-79,1,1,19512,Antwerpen,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,11266,6217,1276,5963,6982,168,2679,86,329
41011,V,50-59,1,0,1471,Denderleeuw,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,285,1013,41,344,221,669,18,0,5
33040,V,80-89,1,1,250,Langemark-Poelkapelle,West-Vlaanderen,Vlaams Gewest,Westhoek,182,57,10,53,169,4,1,0,2
11055,V,50-59,1,0,1747,Zoersel,Antwerpen,Vlaams Gewest,Voorkempen,725,891,100,278,410,610,79,3,136
23027,V,50-59,1,0,2672,Halle,Vlaams-Brabant,Vlaams Gewest,Zennevallei,640,1614,154,562,409,1048,65,4,12
12026,M,80-89,1,1,480,Nijlen,Antwerpen,Vlaams Gewest,Pallieterland,408,49,5,41,394,8,3,0,6
23077,M,50-59,1,0,2371,Sint-Pieters-Leeuw,Vlaams-Brabant,Vlaams Gewest,Zennevallei,308,1522,63,501,210,1015,19,6,16
36007,V,50-59,1,0,781,Ingelmunster,West-Vlaanderen,Vlaams Gewest,RITS,283,445,63,165,121,279,14,1,85
24043,V,90-100+,1,1,87,Holsbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,73,8,19,6,53,2,0,0,1
41048,V,30-39,1,0,2357,Ninove,Oost-Vlaanderen,Vlaams Gewest,Dender Zuid,479,412,159,17,281,394,32,1,7
71066,M,70-79,1,1,906,Zonhoven,Limburg,Vlaams Gewest,Herkenrode,593,286,16,283,193,0,375,3,9
24009,M,40-49,1,0,672,Bertem,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,80,162,13,50,34,112,4,0,29
71034,M,20-29,1,0,913,Leopoldsburg,Limburg,Vlaams Gewest,West-Limburg,74,113,28,3,33,107,11,3,2
24094,M,90-100+,1,1,71,Rotselaar,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,57,6,32,5,20,1,0,0,5
34022,V,70-79,1,1,3771,Kortrijk,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,2331,1232,54,1193,1022,19,1235,20,20
23023,M,50-59,1,0,691,Galmaarden,Vlaams-Brabant,Vlaams Gewest,Pajottenland,111,531,22,273,51,256,9,2,29
72021,M,80-89,1,1,606,Maaseik,Limburg,Vlaams Gewest,Maasland,472,97,1,90,462,7,4,0,5
24054,V,40-49,1,0,466,Kortenaken,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,145,156,36,32,83,124,9,0,17
11030,V,20-29,1,0,622,Niel,Antwerpen,Vlaams Gewest,RupeLaar,153,62,47,7,97,55,7,0,2
46014,M,60-69,1,1,1036,Lokeren,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,836,148,12,133,817,15,5,0,2
12002,M,60-69,1,0,434,Berlaar,Antwerpen,Vlaams Gewest,Pallieterland,204,205,12,60,187,145,3,0,2
