NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,VACCINATED_FIRST_DOSIS_NBR,VACCINATED_SECOND_DOSIS_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE
11004,M,60-69,1,1,378,14,17,Boechout,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11013,V,50-59,1,0,1561,154,170,Edegem,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11023,M,10-19,1,0,284,1,0,Kapellen,Antwerpen,Vlaams Gewest,Noorderkempen
11050,V,50-59,1,0,776,72,65,Wijnegem,Antwerpen,Vlaams Gewest,Voorkempen
13004,M,80-89,1,1,333,91,51,Beerse,Antwerpen,Vlaams Gewest,Kempenland
24055,M,60-69,1,1,480,19,9,Kortenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
12007,V,70-79,1,1,1062,35,22,Bornem,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland
11038,M,10-19,1,0,83,0,1,Schelle,Antwerpen,Vlaams Gewest,RupeLaar
24059,V,0-9,0,0,812,0,0,Landen,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
23100,V,10-19,0,0,252,0,0,Linkebeek,Vlaams-Brabant,Vlaams Gewest,Zennevallei
34002,M,10-19,0,0,722,1,0,Anzegem,West-Vlaanderen,Vlaams Gewest,Regio Waregem
11008,M,10-19,1,0,420,3,1,Brasschaat,Antwerpen,Vlaams Gewest,Noorderkempen
11018,M,70-79,1,1,423,5,10,Hemiksem,Antwerpen,Vlaams Gewest,RupeLaar
11039,V,70-79,1,1,1139,99,28,Schilde,Antwerpen,Vlaams Gewest,Voorkempen
13011,M,40-49,1,0,1750,41,46,Herentals,Antwerpen,Vlaams Gewest,Middenkempen
11052,M,20-29,1,0,720,23,11,Wommelgem,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid
31043,V,10-19,0,0,871,0,0,Knokke-Heist,West-Vlaanderen,Vlaams Gewest,Oostkust
11016,M,90-100+,1,1,51,31,23,Essen,Antwerpen,Vlaams Gewest,Noorderkempen
11050,M,90-100+,1,1,45,26,22,Wijnegem,Antwerpen,Vlaams Gewest,Voorkempen
23024,V,40-49,1,0,599,66,60,Gooik,Vlaams-Brabant,Vlaams Gewest,Pajottenland
13010,V,20-29,1,0,631,56,49,Grobbendonk,Antwerpen,Vlaams Gewest,Middenkempen
13044,V,80-89,1,1,251,81,19,Vorselaar,Antwerpen,Vlaams Gewest,Middenkempen
24041,M,20-29,1,0,351,13,10,Hoegaarden,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
43014,V,70-79,1,1,283,3,15,Sint-Laureins,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland
11054,M,60-69,1,0,524,23,10,Zandhoven,Antwerpen,Vlaams Gewest,Voorkempen
12014,M,50-59,1,0,3418,93,112,Heist-op-den-Berg,Antwerpen,Vlaams Gewest,Bonstato
23024,M,80-89,1,1,197,66,31,Gooik,Vlaams-Brabant,Vlaams Gewest,Pajottenland
13001,M,50-59,1,0,1057,41,23,Arendonk,Antwerpen,Vlaams Gewest,Kempenland
13029,M,60-69,1,0,509,8,12,Olen,Antwerpen,Vlaams Gewest,Middenkempen
24130,M,0-9,0,0,454,0,0,Zoutleeuw,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
32030,V,0-9,0,0,185,0,0,Lo-Reninge,West-Vlaanderen,Vlaams Gewest,Westhoek
45064,V,70-79,1,1,278,14,21,Maarkedal,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
71045,V,20-29,1,0,371,32,41,Nieuwerkerken,Limburg,Vlaams Gewest,Haspengouw
73009,M,40-49,1,0,775,30,17,Borgloon,Limburg,Vlaams Gewest,Haspengouw
32010,V,90-100+,1,1,84,48,35,Koekelare,West-Vlaanderen,Vlaams Gewest,Houtland en Polder
34009,V,0-9,0,0,679,0,0,Deerlijk,West-Vlaanderen,Vlaams Gewest,Regio Waregem
45060,V,60-69,1,1,156,7,15,Kluisbergen,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
73083,V,80-89,1,1,1042,418,177,Tongeren,Limburg,Vlaams Gewest,Zuid-Oost Limburg
44021,V,20-29,1,0,21703,1648,1335,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent
38014,M,80-89,1,1,836,417,41,Koksijde,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
72042,M,20-29,1,0,1385,53,35,Oudsbergen,Limburg,Vlaams Gewest,Kemp en Duin
46025,M,10-19,1,0,336,0,1,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
24028,M,0-9,0,0,321,0,0,Geetbets,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
24033,M,10-19,1,0,161,3,1,Haacht,Vlaams-Brabant,Vlaams Gewest,Leuven Noord
34042,V,10-19,0,0,1121,0,4,Zwevegem,West-Vlaanderen,Vlaams Gewest,Regio Waregem
45061,M,50-59,1,0,525,12,10,Wortegem-Petegem,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
43014,M,10-19,1,0,64,0,1,Sint-Laureins,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland
44013,M,50-59,1,0,1286,67,27,Destelbergen,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht
34042,V,90-100+,1,1,170,117,98,Zwevegem,West-Vlaanderen,Vlaams Gewest,Regio Waregem
73022,V,10-19,1,0,59,0,2,Heers,Limburg,Vlaams Gewest,Haspengouw
42003,V,10-19,0,0,673,0,4,Berlare,Oost-Vlaanderen,Vlaams Gewest,Dender
