NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT,POPULATION_NBR
44043,M,18-29,1,0,Merelbeke,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,1456,68,38,0,1279,68,26,0,113,0,0,1641
44052,M,40-49,1,0,Oosterzele,Oost-Vlaanderen,Vlaams Gewest,Panacea,871,5,60,1,661,4,12,0,138,0,0,907
34023,M,18-29,1,0,Kuurne,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,791,39,19,0,329,34,408,5,35,0,0,924
11013,V,12-17,0,0,Edegem,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,426,78,0,0,417,77,1,1,8,0,0,634
72003,M,40-49,1,0,Bocholt,Limburg,Vlaams Gewest,Noord-Limburg,714,9,77,1,453,8,4,0,180,0,0,785
23032,V,50-59,1,0,Herne,Vlaams-Brabant,Vlaams Gewest,Pajottenland,482,2,187,0,262,2,5,0,28,0,0,513
23039,M,12-17,0,0,Kapelle-op-den-Bos,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,252,24,0,0,252,24,0,0,0,0,0,312
37020,M,12-17,0,0,Ardooie,West-Vlaanderen,Vlaams Gewest,Midden WVL,241,21,0,0,239,21,0,0,2,0,0,288
23025,V,60-69,1,0,Grimbergen,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,1105,11,226,3,768,8,19,0,92,0,0,1201
72003,V,30-39,1,0,Bocholt,Limburg,Vlaams Gewest,Noord-Limburg,718,20,79,3,602,17,13,0,24,0,0,815
12002,M,60-69,1,0,Berlaar,Antwerpen,Vlaams Gewest,Pallieterland,415,3,74,0,336,3,3,0,2,0,0,434
36007,V,80-89,1,1,Ingelmunster,West-Vlaanderen,Vlaams Gewest,RITS,381,1,108,0,261,1,1,0,11,0,0,398
37012,M,60-69,1,1,Ruiselede,West-Vlaanderen,Vlaams Gewest,RITS,149,1,46,0,101,1,0,0,2,0,0,154
23003,M,30-39,1,0,Beersel,Vlaams-Brabant,Vlaams Gewest,Zennevallei,1139,40,40,0,1062,39,11,1,26,0,0,1452
24054,V,40-49,1,0,Kortenaken,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,446,3,80,1,308,2,9,0,49,0,0,466
24001,V,18-29,1,0,Aarschot,Vlaams-Brabant,Vlaams Gewest,Demerland,1757,46,143,0,1462,45,30,1,122,0,0,1948
24130,V,60-69,1,0,Zoutleeuw,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,308,0,21,0,279,0,3,0,5,0,0,318
34002,M,40-49,1,0,Anzegem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,953,3,164,1,681,2,4,0,104,0,0,1034
32006,V,0-11,0,0,Houthulst,West-Vlaanderen,Vlaams Gewest,Westhoek,22,9,0,0,22,9,0,0,0,0,0,659
35029,V,60-69,1,0,De Haan,West-Vlaanderen,Vlaams Gewest,Oostkust,560,1,59,0,492,1,5,0,4,0,0,599
23097,V,80-89,1,1,Roosdaal,Vlaams-Brabant,Vlaams Gewest,Pajottenland,313,2,55,1,245,1,0,0,13,0,0,329
42004,V,90-100+,1,1,Buggenhout,Oost-Vlaanderen,Vlaams Gewest,Dender,90,2,27,2,55,0,0,0,8,0,0,99
13017,V,18-29,1,0,Kasterlee,Antwerpen,Vlaams Gewest,Middenkempen,1065,4,137,1,814,3,24,0,90,0,0,1163
13031,V,60-69,1,1,Oud-Turnhout,Antwerpen,Vlaams Gewest,Kempenland,437,0,30,0,401,0,3,0,3,0,0,449
44073,M,70-79,1,1,Wachtebeke,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,369,3,109,3,254,0,0,0,6,0,0,386
71069,V,90-100+,1,1,Ham,Limburg,Vlaams Gewest,West-Limburg,61,0,22,0,34,0,0,0,5,0,0,65
35005,V,12-17,0,0,Gistel,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,322,27,0,0,316,27,0,0,6,0,0,378
34040,M,60-69,1,1,Waregem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,1092,8,352,3,732,4,2,0,6,0,1,1134
24033,V,70-79,1,1,Haacht,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,691,1,243,1,441,0,3,0,4,0,0,714
44040,M,90-100+,1,1,Melle,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,34,2,19,1,13,1,0,0,2,0,0,36
46020,V,60-69,1,0,Sint-Gillis-Waas,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,569,6,86,2,472,4,6,0,5,0,0,605
41063,M,70-79,1,1,Sint-Lievens-Houtem,Oost-Vlaanderen,Vlaams Gewest,Panacea,414,1,63,0,342,1,2,0,7,0,0,423
12021,M,50-59,1,0,Lier,Antwerpen,Vlaams Gewest,Pallieterland,2483,22,916,8,1362,14,22,0,183,0,0,2649
23098,V,90-100+,1,1,Drogenbos,Vlaams-Brabant,Vlaams Gewest,Zennevallei,45,2,8,1,35,1,0,0,2,0,0,55
24001,M,50-59,1,0,Aarschot,Vlaams-Brabant,Vlaams Gewest,Demerland,2204,19,717,3,1332,16,10,0,145,0,0,2312
11002,V,70-79,1,1,Antwerpen,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,17829,182,7192,77,7194,65,2963,40,476,4,0,19512
33040,V,80-89,1,1,Langemark-Poelkapelle,West-Vlaanderen,Vlaams Gewest,Westhoek,240,1,62,1,175,0,1,0,2,0,0,250
42004,V,80-89,1,1,Buggenhout,Oost-Vlaanderen,Vlaams Gewest,Dender,417,5,89,0,302,5,3,0,23,0,0,442
24011,M,60-69,1,1,Bierbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,316,1,63,0,248,1,4,0,1,0,0,326
33021,V,0-11,0,0,Poperinge,West-Vlaanderen,Vlaams Gewest,Westhoek,55,5,0,0,55,5,0,0,0,0,0,1196
11052,V,70-79,1,1,Wommelgem,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,589,3,267,0,224,1,94,2,4,0,0,614
23045,M,50-59,1,0,Londerzeel,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,1366,5,92,0,1153,5,5,0,116,0,0,1433
44081,V,30-39,1,0,Zulte,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,973,19,97,2,852,17,17,0,7,0,0,1067
72021,M,80-89,1,1,Maaseik,Limburg,Vlaams Gewest,Maasland,574,5,88,2,473,3,4,0,9,0,0,606
24086,V,40-49,1,0,Oud-Heverlee,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,687,6,127,2,472,4,10,0,78,0,0,736
23016,V,80-89,1,1,Dilbeek,Vlaams-Brabant,Vlaams Gewest,Pajottenland,1398,22,354,12,1022,10,4,0,18,0,0,1479
23064,M,40-49,1,0,Pepingen,Vlaams-Brabant,Vlaams Gewest,Zennevallei,265,3,46,2,149,1,3,0,67,0,0,290
13046,M,80-89,1,1,Vosselaar,Antwerpen,Vlaams Gewest,Kempenland,209,3,39,2,168,1,0,0,2,0,0,220
72043,V,40-49,1,0,Pelt,Limburg,Vlaams Gewest,Noord-Limburg,1808,17,293,4,1147,13,26,0,341,1,0,1979
13008,V,50-59,1,0,Geel,Antwerpen,Vlaams Gewest,Zuiderkempen,2836,8,753,2,1917,6,98,0,68,0,0,2996
24007,M,60-69,1,0,Begijnendijk,Vlaams-Brabant,Vlaams Gewest,Demerland,391,1,56,0,330,1,2,0,3,0,0,410
11055,V,60-69,1,1,Zoersel,Antwerpen,Vlaams Gewest,Voorkempen,710,3,146,1,555,2,5,0,4,0,0,736
12002,M,12-17,0,0,Berlaar,Antwerpen,Vlaams Gewest,Pallieterland,343,42,0,0,336,42,0,0,7,0,0,422
42025,M,60-69,1,1,Wetteren,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,679,6,90,1,581,5,5,0,2,1,0,703
23016,M,60-69,1,1,Dilbeek,Vlaams-Brabant,Vlaams Gewest,Pajottenland,1031,11,114,1,909,10,5,0,2,1,0,1099
12025,M,60-69,1,0,Mechelen,Antwerpen,Vlaams Gewest,Mechelen - Katelijne,2366,13,329,0,1990,13,11,0,36,0,0,2529
23023,M,50-59,1,0,Galmaarden,Vlaams-Brabant,Vlaams Gewest,Pajottenland,656,6,296,1,309,4,10,1,41,0,0,691
11039,V,60-69,1,1,Schilde,Antwerpen,Vlaams Gewest,Voorkempen,599,2,116,2,474,0,2,0,7,0,0,637
45068,V,18-29,1,0,Kruisem,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,969,32,88,0,828,30,13,2,40,0,0,1041
43007,M,30-39,1,0,Kaprijke,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,326,8,8,0,312,8,5,0,1,0,0,373
12007,M,30-39,1,0,Bornem,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland,1034,20,32,0,991,20,8,0,3,0,0,1129
46025,M,60-69,1,0,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,897,5,163,3,726,2,2,0,6,0,0,932
36015,V,90-100+,1,1,Roeselare,West-Vlaanderen,Vlaams Gewest,Midden WVL,477,17,201,7,267,10,0,0,9,0,0,530
13012,V,60-69,1,0,Herenthout,Antwerpen,Vlaams Gewest,Middenkempen,350,0,64,0,281,0,3,0,2,0,0,357
23052,V,18-29,1,0,Merchtem,Vlaams-Brabant,Vlaams Gewest,AMALO,978,18,83,1,843,17,11,0,41,0,0,1187
32011,V,30-39,1,0,Kortemark,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,720,6,90,0,608,6,8,0,14,0,0,786
41011,V,50-59,1,0,Denderleeuw,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,1346,15,387,6,921,9,18,0,20,0,0,1471
24055,M,70-79,1,1,Kortenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,733,9,80,4,645,5,6,0,2,0,0,767
31043,M,50-59,1,0,Knokke-Heist,West-Vlaanderen,Vlaams Gewest,Oostkust,2462,23,767,8,1530,14,23,1,142,0,0,2637
45060,V,80-89,1,1,Kluisbergen,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,197,3,43,3,150,0,1,0,3,0,0,207
42026,V,50-59,1,0,Wichelen,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,818,6,285,2,441,4,13,0,79,0,0,862
11055,V,50-59,1,0,Zoersel,Antwerpen,Vlaams Gewest,Voorkempen,1645,12,373,5,1043,6,84,0,145,0,1,1747
23047,V,60-69,1,1,Machelen,Vlaams-Brabant,Vlaams Gewest,BraViO,300,2,5,0,293,1,1,1,1,0,0,342
44048,M,30-39,1,0,Nazareth,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,677,14,12,0,656,14,4,0,5,0,0,742
