NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT
23039,V,60-69,1,0,336,Kapelle-op-den-Bos,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,28,28,0,13,26,15,2,0,0
24011,V,30-39,1,0,541,Bierbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,69,53,0,42,62,11,7,0,0
34022,V,50-59,1,0,5029,Kortrijk,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,645,364,0,256,631,56,14,52,0
23062,M,10-19,0,0,1382,Overijse,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,1,0,0,0,1,0,0,0,0
23105,M,40-49,1,0,934,Affligem,Vlaams-Brabant,Vlaams Gewest,AMALO,24,55,0,43,22,12,2,0,0
32006,V,10-19,1,0,124,Houthulst,West-Vlaanderen,Vlaams Gewest,Westhoek,22,4,0,3,22,1,0,0,0
44020,M,0-9,0,0,641,Gavere,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,0,0,0,0,0,0,0,0,0
38002,M,0-9,0,0,323,Alveringem,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,0,0,0,0,0,0,0,0,0
72018,V,60-69,1,1,416,Kinrooi,Limburg,Vlaams Gewest,Maasland,21,21,0,15,21,5,0,1,0
11021,V,30-39,1,0,412,Hove,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,41,64,0,60,36,3,5,1,0
11030,V,80-89,1,1,275,Niel,Antwerpen,Vlaams Gewest,RupeLaar,111,153,0,40,111,113,0,0,0
23038,V,50-59,1,0,938,Kampenhout,Vlaams-Brabant,Vlaams Gewest,BraViO,89,55,0,42,80,11,9,2,0
23098,V,0-9,0,0,370,Drogenbos,Vlaams-Brabant,Vlaams Gewest,Zennevallei,0,0,0,0,0,0,0,0,0
24009,V,10-19,1,0,123,Bertem,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,1,6,0,2,1,4,0,0,0
31005,V,40-49,1,0,7575,Brugge,West-Vlaanderen,Vlaams Gewest,Brugge,970,698,0,609,919,68,51,21,0
