NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT
37011,V,80-89,1,1,221,Pittem,West-Vlaanderen,Vlaams Gewest,RITS,206,9,21,7,182,2,1,0,2
46003,M,70-79,1,1,2233,Beveren,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,1360,797,59,782,1292,15,6,0,3
11002,M,50-59,1,0,32485,Antwerpen,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,9568,16921,716,5250,3033,6524,5690,5147,129
24066,V,40-49,1,0,917,Lubbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,301,491,76,79,127,409,21,3,77
12007,M,40-49,1,0,1292,Bornem,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland,239,951,29,247,153,703,13,1,44
73066,M,30-39,1,0,1000,Riemst,Limburg,Vlaams Gewest,Zuid-Oost Limburg,60,212,20,1,32,210,6,1,2
31042,V,50-59,1,0,228,Zuienkerke,West-Vlaanderen,Vlaams Gewest,Oostkust,100,112,13,14,79,98,2,0,6
23103,V,30-39,1,0,800,Wezembeek-Oppem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,150,343,20,2,121,341,5,0,4
46021,V,40-49,1,0,4945,Sint-Niklaas,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,1404,2357,388,213,584,2135,85,9,347
13019,M,60-69,1,0,670,Lille,Antwerpen,Vlaams Gewest,Middenkempen,427,223,6,90,416,133,2,0,3
32003,M,50-59,1,0,1320,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,511,724,64,146,343,578,4,0,100
11038,V,40-49,1,0,539,Schelle,Antwerpen,Vlaams Gewest,RupeLaar,139,321,43,49,57,272,8,0,31
46013,V,50-59,1,0,1167,Kruibeke,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,475,597,51,207,348,389,20,1,56
12025,M,60-69,1,1,1996,Mechelen,Antwerpen,Vlaams Gewest,Mechelen - Katelijne,1505,355,91,335,1394,20,10,0,10
42028,M,60-69,1,0,658,Zele,Oost-Vlaanderen,Vlaams Gewest,Dender,371,237,8,112,361,125,1,0,1
36015,M,30-39,1,0,4371,Roeselare,West-Vlaanderen,Vlaams Gewest,Midden WVL,369,1374,109,25,205,1345,14,4,41
71034,M,30-39,1,0,1064,Leopoldsburg,Limburg,Vlaams Gewest,West-Limburg,91,446,36,6,45,440,8,0,2
23002,V,30-39,1,0,2184,Asse,Vlaams-Brabant,Vlaams Gewest,AMALO,349,464,111,8,202,454,25,2,11
12041,V,10-19,0,0,1228,Puurs-Sint-Amands,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland,36,6,0,0,35,6,1,0,0
41081,V,10-19,1,0,260,Zottegem,Oost-Vlaanderen,Vlaams Gewest,Panacea,26,11,5,0,17,11,4,0,0
