NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,VACCINATED_FIRST_DOSIS_NBR,VACCINATED_SECOND_DOSIS_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE
11016,M,80-89,1,1,345,229,37,Essen,Antwerpen,Vlaams Gewest,Noorderkempen
11024,M,80-89,1,1,503,287,46,Kontich,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
12009,V,20-29,1,0,1024,78,95,Duffel,Antwerpen,Vlaams Gewest,Pallieterland
13035,M,30-39,1,0,840,27,17,Ravels,Antwerpen,Vlaams Gewest,Kempenland
13006,V,50-59,1,0,749,75,63,Dessel,Antwerpen,Vlaams Gewest,Baldemore
13014,V,50-59,1,0,1604,84,129,Hoogstraten,Antwerpen,Vlaams Gewest,Kempenland
11038,V,80-89,1,1,243,160,58,Schelle,Antwerpen,Vlaams Gewest,RupeLaar
23009,M,90-100+,1,1,3,0,1,Bever,Vlaams-Brabant,Vlaams Gewest,Pajottenland
11025,M,60-69,1,1,263,11,12,Lint,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
23047,V,80-89,1,1,379,252,76,Machelen,Vlaams-Brabant,Vlaams Gewest,BraViO
23045,M,10-19,0,0,903,0,0,Londerzeel,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
12026,V,30-39,1,0,1346,168,135,Nijlen,Antwerpen,Vlaams Gewest,Pallieterland
23100,V,10-19,1,0,61,0,1,Linkebeek,Vlaams-Brabant,Vlaams Gewest,Zennevallei
24109,M,60-69,1,0,599,12,38,Tremelo,Vlaams-Brabant,Vlaams Gewest,Leuven Noord
13044,M,40-49,1,0,487,9,5,Vorselaar,Antwerpen,Vlaams Gewest,Middenkempen
23060,V,60-69,1,0,481,25,55,Opwijk,Vlaams-Brabant,Vlaams Gewest,AMALO
24048,V,80-89,1,1,382,251,40,Keerbergen,Vlaams-Brabant,Vlaams Gewest,Leuven Noord
24066,M,70-79,1,1,759,56,23,Lubbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
23045,M,40-49,1,0,1232,43,38,Londerzeel,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
