NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT
11002,M,50-59,1,0,32485,Antwerpen,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,27311,958,5904,224,9790,166,11248,567,366,3,1
41002,V,30-39,1,0,5746,Aalst,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,4735,173,451,2,4137,168,97,3,49,1,0
23002,V,30-39,1,0,2184,Asse,Vlaams-Brabant,Vlaams Gewest,AMALO,1446,84,116,4,1288,79,27,1,15,0,0
36015,M,30-39,1,0,4371,Roeselare,West-Vlaanderen,Vlaams Gewest,Midden WVL,3489,159,137,1,3253,156,21,2,77,1,0
11009,V,50-59,1,0,2459,Brecht,Antwerpen,Vlaams Gewest,Voorkempen,2305,12,582,6,1434,6,73,0,216,0,0
11055,M,30-39,1,0,1138,Zoersel,Antwerpen,Vlaams Gewest,Voorkempen,1014,21,22,0,933,21,28,0,31,0,0
24059,M,90-100+,1,1,41,Landen,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,36,0,27,0,8,0,0,0,1,0,0
43002,V,70-79,1,1,680,Assenede,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,666,5,212,4,446,1,0,0,8,0,0
33037,M,18-29,1,0,858,Zonnebeke,West-Vlaanderen,Vlaams Gewest,Westhoek,734,35,16,0,642,35,8,0,68,0,0
32003,M,50-59,1,0,1320,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,1237,10,205,1,919,9,4,0,109,0,0
11008,V,0-11,0,0,2122,Brasschaat,Antwerpen,Vlaams Gewest,Noorderkempen,11,74,0,0,11,74,0,0,0,0,0
72042,V,30-39,1,0,1449,Oudsbergen,Limburg,Vlaams Gewest,Kemp en Duin,1259,42,179,1,1042,41,29,0,9,0,0
71067,M,60-69,1,0,277,Zutendaal,Limburg,Vlaams Gewest,Kemp en Duin,263,3,81,1,178,2,3,0,1,0,0
24054,M,30-39,1,0,473,Kortenaken,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,427,8,13,0,406,8,6,0,2,0,0
36006,M,0-11,0,0,619,Hooglede,West-Vlaanderen,Vlaams Gewest,Midden WVL,5,19,0,0,5,19,0,0,0,0,0
13019,M,60-69,1,0,670,Lille,Antwerpen,Vlaams Gewest,Middenkempen,654,2,96,0,552,2,2,0,4,0,0
13046,M,30-39,1,0,762,Vosselaar,Antwerpen,Vlaams Gewest,Kempenland,681,12,16,0,644,12,8,0,13,0,0
31022,M,18-29,1,0,1504,Oostkamp,West-Vlaanderen,Vlaams Gewest,WE40,1250,100,41,0,1047,100,45,0,117,0,0
13044,V,30-39,1,0,523,Vorselaar,Antwerpen,Vlaams Gewest,Middenkempen,478,9,37,1,433,8,6,0,2,0,0
23101,V,90-100+,1,1,127,Sint-Genesius-Rode,Vlaams-Brabant,Vlaams Gewest,Zennevallei,103,6,31,3,67,3,2,0,3,0,0
44083,V,40-49,1,0,2994,Deinze,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,2778,46,334,8,2015,38,47,0,382,0,0
35011,V,18-29,1,0,924,Middelkerke,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,730,90,76,1,619,88,13,1,22,0,0
24066,V,40-49,1,0,917,Lubbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,845,11,151,5,585,6,26,0,83,0,0
42028,M,60-69,1,0,658,Zele,Oost-Vlaanderen,Vlaams Gewest,Dender,611,4,120,0,488,4,1,0,2,0,0
36012,M,40-49,1,0,755,Moorslede,West-Vlaanderen,Vlaams Gewest,Midden WVL,709,5,93,2,491,3,2,0,123,0,0
11030,V,60-69,1,0,316,Niel,Antwerpen,Vlaams Gewest,RupeLaar,297,3,39,0,254,3,4,0,0,0,0
37012,V,90-100+,1,1,69,Ruiselede,West-Vlaanderen,Vlaams Gewest,RITS,66,0,24,0,40,0,1,0,1,0,0
11038,V,70-79,1,1,402,Schelle,Antwerpen,Vlaams Gewest,RupeLaar,391,3,63,1,325,2,1,0,2,0,0
