NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT
24062,M,50-59,1,0,5658,Leuven,Vlaams-Brabant,Vlaams Gewest,Leuven,370,321,0,209,342,60,28,52,0
31004,M,70-79,1,1,1366,Blankenberge,West-Vlaanderen,Vlaams Gewest,Oostkust,56,1330,0,179,48,1150,8,1,0
36007,M,10-19,0,0,480,Ingelmunster,West-Vlaanderen,Vlaams Gewest,RITS,0,0,0,0,0,0,0,0,0
41024,V,20-29,1,0,1010,Haaltert,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,121,120,0,69,108,45,13,6,0
72004,M,10-19,0,0,657,Bree,Limburg,Vlaams Gewest,Kemp en Duin,0,0,0,0,0,0,0,0,0
73109,V,60-69,1,0,154,Voeren,Limburg,Vlaams Gewest,Zuid-Oost Limburg,17,22,0,19,17,2,0,1,0
44085,V,20-29,1,0,1376,Lievegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,156,157,0,111,137,44,19,2,0
71066,M,40-49,1,0,1375,Zonhoven,Limburg,Vlaams Gewest,Herkenrode,47,35,0,24,43,7,4,4,0
71002,M,0-9,0,0,442,As,Limburg,Vlaams Gewest,Kemp en Duin,0,0,0,0,0,0,0,0,0
11053,M,60-69,1,1,645,Wuustwezel,Antwerpen,Vlaams Gewest,Noorderkempen,23,326,0,108,22,215,1,3,0
23050,M,40-49,1,0,1154,Meise,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,41,57,0,43,39,10,2,4,0
13025,M,70-79,1,1,1559,Mol,Antwerpen,Vlaams Gewest,Baldemore,77,1566,0,466,70,1098,7,2,0
23009,M,70-79,1,1,93,Bever,Vlaams-Brabant,Vlaams Gewest,Pajottenland,1,85,0,33,1,52,0,0,0
24048,M,90-100+,1,1,49,Keerbergen,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,17,37,0,37,16,0,1,0,0
32011,V,70-79,1,1,586,Kortemark,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,30,550,0,131,30,419,0,0,0
43010,M,10-19,0,0,1048,Maldegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,0,0,0,0,0,0,0,0,0
71002,V,40-49,1,0,561,As,Limburg,Vlaams Gewest,Kemp en Duin,42,69,0,62,34,6,8,1,0
35013,M,60-69,1,1,2540,Oostende,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene,89,1936,0,652,83,1264,6,20,0
72003,M,60-69,1,0,450,Bocholt,Limburg,Vlaams Gewest,Noord-Limburg,13,43,0,16,11,27,2,0,0
13014,M,60-69,1,0,755,Hoogstraten,Antwerpen,Vlaams Gewest,Kempenland,21,88,0,10,21,76,0,2,0
