NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT
11013,M,80-89,1,1,594,Edegem,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,303,276,0,80,301,195,2,1,0
13010,M,80-89,1,1,222,Grobbendonk,Antwerpen,Vlaams Gewest,Middenkempen,123,117,0,33,119,84,2,0,2
24043,M,60-69,1,0,349,Holsbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,28,198,0,10,24,188,4,0,0
23062,V,10-19,1,0,286,Overijse,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,4,3,0,0,3,3,1,0,0
44040,M,60-69,1,1,312,Melle,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,23,262,0,58,22,204,0,0,1
13017,V,10-19,0,0,744,Kasterlee,Antwerpen,Vlaams Gewest,Middenkempen,2,0,0,0,2,0,0,0,0
23081,M,30-39,1,0,680,Steenokkerzeel,Vlaams-Brabant,Vlaams Gewest,BraViO,25,21,0,13,23,8,2,0,0
24130,V,60-69,1,0,307,Zoutleeuw,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,32,178,0,24,29,154,2,0,1
37017,M,70-79,1,1,359,Wielsbeke,West-Vlaanderen,Vlaams Gewest,Regio Waregem,37,335,0,116,34,219,1,0,2
42011,M,80-89,1,1,413,Lebbeke,Oost-Vlaanderen,Vlaams Gewest,Dender,295,113,0,54,289,59,1,0,5
33011,V,60-69,1,0,1241,Ieper,West-Vlaanderen,Vlaams Gewest,Westhoek,185,590,0,77,157,510,24,3,4
34023,M,60-69,1,0,436,Kuurne,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,28,100,0,47,24,40,3,13,1
24033,M,70-79,1,1,603,Haacht,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,25,618,0,238,24,380,1,0,0
37015,M,10-19,1,0,221,Tielt,West-Vlaanderen,Vlaams Gewest,RITS,2,4,0,2,2,2,0,0,0
44020,M,40-49,1,0,894,Gavere,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,45,42,0,27,42,14,2,1,1
31006,V,10-19,1,0,112,Damme,West-Vlaanderen,Vlaams Gewest,Oostkust,2,3,0,0,2,2,0,1,0
11001,V,30-39,1,0,803,Aartselaar,Antwerpen,Vlaams Gewest,RupeLaar,84,78,0,58,73,16,11,4,0
23033,V,60-69,1,0,353,Hoeilaart,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,47,170,0,59,45,111,2,0,0
23023,M,80-89,1,1,155,Galmaarden,Vlaams-Brabant,Vlaams Gewest,Pajottenland,130,35,0,22,127,13,0,0,3
34042,V,60-69,1,1,678,Zwevegem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,42,608,0,209,39,398,2,1,1
