NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT,POPULATION_NBR
44040,V,60-69,1,0,Melle,OOST-VLAANDEREN,VLAAMS GEWEST,Scheldekracht,399,1,85,1,305,0,7,0,2,0,0,418
11055,M,60-69,1,0,Zoersel,ANTWERPEN,VLAAMS GEWEST,Voorkempen,841,1,175,1,640,0,12,0,14,0,0,867
44085,V,40-49,1,0,Lovendegem,OOST-VLAANDEREN,VLAAMS GEWEST,West-Meetjesland,1546,6,411,3,894,3,34,0,207,0,0,1625
33021,V,18-29,1,0,Poperinge,WEST-VLAANDEREN,VLAAMS GEWEST,Westhoek,1182,20,87,1,1048,18,17,1,30,0,0,1289
24033,V,70-79,1,1,Haacht,VLAAMS-BRABANT,VLAAMS GEWEST,Leuven Noord,691,1,243,1,441,0,3,0,4,0,0,714
11024,M,60-69,1,0,Kontich,ANTWERPEN,VLAAMS GEWEST,ZORA,736,4,199,2,516,2,8,0,13,0,0,767
23099,M,18-29,1,0,Kraainem,VLAAMS-BRABANT,VLAAMS GEWEST,Druivenstreek,654,43,19,1,594,40,6,2,35,0,0,993
13006,M,50-59,1,0,Dessel,ANTWERPEN,VLAAMS GEWEST,Baldemore,707,1,297,1,283,0,5,0,122,0,0,743
24055,M,60-69,1,0,Kortenberg,VLAAMS-BRABANT,VLAAMS GEWEST,Leuven Zuid,612,2,104,2,498,0,9,0,1,0,0,635
23033,V,30-39,1,0,Hoeilaart,VLAAMS-BRABANT,VLAAMS GEWEST,Druivenstreek,574,11,42,0,518,11,4,0,10,0,0,699
23023,M,60-69,1,0,Galmaarden,VLAAMS-BRABANT,VLAAMS GEWEST,Pajottenland,302,4,26,0,266,3,5,1,5,0,0,317
13013,M,70-79,1,1,Herselt,ANTWERPEN,VLAAMS GEWEST,Zuiderkempen,631,4,155,2,463,2,4,0,9,0,0,657
13006,M,60-69,1,1,Dessel,ANTWERPEN,VLAAMS GEWEST,Baldemore,270,1,7,0,262,1,0,0,1,0,0,277
11052,V,18-29,1,0,Wommelgem,ANTWERPEN,VLAAMS GEWEST,Antwerpen Centrum-Noord-Oost-Zuid,670,5,56,0,270,3,313,2,31,0,0,767
13008,V,60-69,1,0,Geel,ANTWERPEN,VLAAMS GEWEST,Zuiderkempen,1363,2,442,1,847,1,41,0,33,0,0,1414
71057,M,30-39,1,0,Tessenderlo,LIMBURG,VLAAMS GEWEST,West-Limburg,950,7,16,0,889,7,3,0,42,0,0,1056
43018,V,30-39,1,0,Zelzate,OOST-VLAANDEREN,VLAAMS GEWEST,Oost-Meetjesland,699,25,45,1,629,24,21,0,4,0,0,807
23101,M,60-69,1,1,Sint-Genesius-Rode,VLAAMS-BRABANT,VLAAMS GEWEST,Zennevallei,458,2,53,0,393,2,4,0,8,0,0,492
24045,M,60-69,1,1,Huldenberg,VLAAMS-BRABANT,VLAAMS GEWEST,Leuven Zuid,264,3,54,2,208,1,1,0,1,0,0,283
23062,M,0-11,0,0,Overijse,VLAAMS-BRABANT,VLAAMS GEWEST,Druivenstreek,62,12,0,0,62,11,0,1,0,0,0,1806
71067,V,80-89,1,1,Zutendaal,LIMBURG,VLAAMS GEWEST,Kemp en Duin,190,0,65,0,120,0,0,0,5,0,0,197
34025,V,60-69,1,1,Lendelede,WEST-VLAANDEREN,VLAAMS GEWEST,RITS,166,1,23,0,142,1,0,0,1,0,0,170
23038,M,18-29,1,0,Kampenhout,VLAAMS-BRABANT,VLAAMS GEWEST,BraVio,692,11,18,0,564,10,6,1,104,0,0,799
13025,M,60-69,1,0,Mol,ANTWERPEN,VLAAMS GEWEST,Baldemore,1295,4,323,1,952,3,14,0,6,0,0,1349
23062,V,70-79,1,1,Overijse,VLAAMS-BRABANT,VLAAMS GEWEST,Druivenstreek,1109,15,333,4,763,11,2,0,11,0,0,1193
24038,V,40-49,1,0,Herent,VLAAMS-BRABANT,VLAAMS GEWEST,Leuven Zuid,1355,6,252,3,855,3,25,0,223,0,0,1430
12025,V,80-89,1,1,Mechelen,ANTWERPEN,VLAAMS GEWEST,Mechelen-Katelijne,2165,16,207,3,1898,13,6,0,54,0,0,2296
31004,V,30-39,1,0,Blankenberge,WEST-VLAANDEREN,VLAAMS GEWEST,Oostkust,828,6,67,0,706,6,21,0,34,0,0,918
72020,M,40-49,1,0,Lommel,LIMBURG,VLAAMS GEWEST,Noord-Limburg,1972,9,254,1,1309,8,11,0,398,0,0,2179
11004,V,60-69,1,0,Boechout,ANTWERPEN,VLAAMS GEWEST,ZORA,485,1,121,0,340,1,13,0,11,0,0,497
12007,V,0-11,0,0,Bornem,ANTWERPEN,VLAAMS GEWEST,Klein-Brabant Vaartland,57,5,0,0,57,5,0,0,0,0,0,1104
45068,V,50-59,1,0,Ouwegem,OOST-VLAANDEREN,VLAAMS GEWEST,,1103,4,324,0,680,4,24,0,75,0,0,1159
73083,V,60-69,1,1,Tongeren,LIMBURG,VLAAMS GEWEST,ZOLim,1061,7,429,4,624,3,1,0,6,1,0,1102
31005,V,12-17,0,0,Brugge,WEST-VLAANDEREN,VLAAMS GEWEST,Brugge,2934,75,1,0,2876,75,3,0,54,0,0,3381
24130,V,90-100+,1,1,Zoutleeuw,VLAAMS-BRABANT,VLAAMS GEWEST,Zuidoost Hageland,69,4,25,1,37,3,0,0,7,0,0,76
23102,V,18-29,1,0,Wemmel,VLAAMS-BRABANT,VLAAMS GEWEST,Regio Grimbergen,702,41,34,3,630,37,6,1,32,0,0,1146
73066,V,90-100+,1,1,Riemst,LIMBURG,VLAAMS GEWEST,ZOLim,93,3,45,2,43,1,0,0,5,0,0,108
38008,M,90-100+,1,1,De Panne,WEST-VLAANDEREN,VLAAMS GEWEST,Westkust & Polder,31,3,5,2,24,1,1,0,1,0,0,40
36019,M,80-89,1,1,Staden,WEST-VLAANDEREN,VLAAMS GEWEST,Midden WVL,252,7,74,3,177,4,0,0,1,0,0,273
11004,M,30-39,1,0,Boechout,ANTWERPEN,VLAAMS GEWEST,ZORA,666,7,28,0,623,7,8,0,7,0,0,714
42004,V,30-39,1,0,Buggenhout,OOST-VLAANDEREN,VLAAMS GEWEST,Dender,800,5,66,0,728,5,4,0,2,0,0,845
11008,M,60-69,1,1,Brasschaat,ANTWERPEN,VLAAMS GEWEST,Noorderkempen,1194,3,349,0,822,3,7,0,15,1,0,1262
31004,M,40-49,1,0,Blankenberge,WEST-VLAANDEREN,VLAAMS GEWEST,Oostkust,1006,13,305,5,564,8,7,0,129,1,0,1123
12021,M,80-89,1,1,Lier,ANTWERPEN,VLAAMS GEWEST,Pallieterland,716,7,120,1,583,6,4,0,9,0,0,759
43005,M,80-89,1,1,Eeklo,OOST-VLAANDEREN,VLAAMS GEWEST,Oost-Meetjesland,545,7,155,4,375,3,8,0,7,0,0,574
34041,V,0-11,0,0,Wevelgem,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Menen,111,16,0,0,111,16,0,0,0,0,0,2031
36012,V,30-39,1,0,Moorslede,WEST-VLAANDEREN,VLAAMS GEWEST,Midden WVL,678,3,57,1,607,2,5,0,9,0,0,727
73022,V,50-59,1,0,Heers,LIMBURG,VLAAMS GEWEST,Haspengouw,536,2,185,0,271,2,5,0,75,0,0,562
23081,M,12-17,0,0,Steenokkerzeel,VLAAMS-BRABANT,VLAAMS GEWEST,BraVio,391,12,1,0,379,12,0,0,11,0,0,490
