NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT
34023,M,18-29,1,0,924,Kuurne,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,603,203,19,0,149,191,402,12,33,0,0
12009,M,70-79,1,1,733,Duffel,Antwerpen,Vlaams Gewest,Pallieterland,705,5,312,3,386,2,6,0,1,0,0
44073,M,70-79,1,1,386,Wachtebeke,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,368,4,108,4,254,0,0,0,6,0,0
34040,M,60-69,1,1,1134,Waregem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,1087,11,351,4,730,6,2,0,4,0,1
34040,V,60-69,1,1,1184,Waregem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,1141,11,359,5,773,6,1,0,8,0,0
35002,M,40-49,1,0,1058,Bredene,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene,850,127,82,115,562,12,9,0,197,0,0
41063,M,70-79,1,1,423,Sint-Lievens-Houtem,Oost-Vlaanderen,Vlaams Gewest,Panacea,410,3,62,1,340,2,2,0,6,0,0
13008,V,12-17,0,0,1236,Geel,Antwerpen,Vlaams Gewest,Zuiderkempen,213,778,1,0,193,778,3,0,16,0,0
46014,M,60-69,1,1,1036,Lokeren,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,986,5,145,2,832,3,5,0,4,0,0
23045,M,50-59,1,0,1433,Londerzeel,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,1350,12,90,2,1139,10,5,0,116,0,0
