NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT
36015,M,20-29,1,0,4102,Roeselare,West-Vlaanderen,Vlaams Gewest,Midden WVL,1568,1701,79,1,1317,1698,15,2,156,1,0
13019,M,40-49,1,0,1053,Lille,Antwerpen,Vlaams Gewest,Middenkempen,855,139,88,117,565,22,4,0,198,0,0
31005,V,20-29,1,0,6791,Brugge,West-Vlaanderen,Vlaams Gewest,Brugge,3536,2325,607,4,2526,2266,95,55,308,0,0
24041,V,40-49,1,0,479,Hoegaarden,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,419,28,57,19,316,9,7,0,39,0,0
71004,V,80-89,1,1,1143,Beringen,Limburg,Vlaams Gewest,West-Limburg,1085,18,420,8,641,10,1,0,23,0,0
13046,M,20-29,1,0,640,Vosselaar,Antwerpen,Vlaams Gewest,Kempenland,414,146,17,0,340,146,9,0,48,0,0
11040,V,20-29,1,0,1978,Schoten,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,1330,292,128,1,550,62,613,229,39,0,0
12029,V,60-69,1,1,580,Putte,Antwerpen,Vlaams Gewest,Bonstato,565,2,164,0,398,2,1,0,2,0,0
41024,V,30-39,1,0,1178,Haaltert,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,1007,68,122,2,855,66,22,0,8,0,0
43010,V,60-69,1,0,786,Maldegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,744,13,100,8,633,5,5,0,6,0,0
13025,V,40-49,1,0,2386,Mol,Antwerpen,Vlaams Gewest,Baldemore,2091,82,188,7,1805,74,53,1,45,0,0
36006,M,60-69,1,0,341,Hooglede,West-Vlaanderen,Vlaams Gewest,Midden WVL,314,12,109,11,203,1,0,0,2,0,0
35002,M,50-59,1,0,1399,Bredene,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene,1169,167,240,156,864,11,20,0,45,0,0
36008,V,30-39,1,0,1751,Izegem,West-Vlaanderen,Vlaams Gewest,RITS,1480,114,163,2,1268,112,26,0,23,0,0
24001,V,20-29,1,0,1672,Aarschot,Vlaams-Brabant,Vlaams Gewest,Demerland,801,713,135,1,570,712,28,0,68,0,0
44048,M,50-59,1,0,866,Nazareth,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,834,16,46,10,766,6,1,0,21,0,0
31003,M,80-89,1,1,367,Beernem,West-Vlaanderen,Vlaams Gewest,WE40,352,4,68,0,280,4,2,0,2,0,0
43010,V,20-29,1,0,1369,Maldegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,662,597,101,2,499,593,26,2,36,0,0
13004,M,50-59,1,0,1345,Beerse,Antwerpen,Vlaams Gewest,Kempenland,1065,202,304,196,611,6,11,0,139,0,0
73066,V,60-69,1,1,497,Riemst,Limburg,Vlaams Gewest,Zuid-Oost Limburg,468,3,106,0,355,3,4,0,3,0,0
12007,M,10-19,1,0,237,Bornem,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland,92,126,0,0,45,126,0,0,47,0,0
23086,V,80-89,1,1,495,Ternat,Vlaams-Brabant,Vlaams Gewest,Pajottenland,458,9,101,5,350,4,2,0,5,0,0
