NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT
12041,V,18-29,1,0,1617,Puurs-Sint-Amands,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland,1452,68,121,0,1217,68,29,0,85,0,0
73006,V,40-49,1,0,2084,Bilzen,Limburg,Vlaams Gewest,Zuid-Oost Limburg,1863,44,386,6,1257,38,41,0,179,0,0
32003,V,50-59,1,0,1241,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,1180,5,209,1,877,4,13,0,81,0,0
11007,V,70-79,1,1,535,Borsbeek,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,504,8,232,2,184,3,75,3,13,0,0
42026,V,30-39,1,0,750,Wichelen,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,704,9,70,0,613,9,18,0,3,0,0
34022,M,50-59,1,0,5153,Kortrijk,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,4750,53,659,18,1562,16,2168,19,361,0,0
13010,V,60-69,1,1,359,Grobbendonk,Antwerpen,Vlaams Gewest,Middenkempen,344,3,92,1,250,2,0,0,2,0,0
24048,V,70-79,1,1,743,Keerbergen,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,710,6,244,1,456,5,1,0,9,0,0
11025,V,18-29,1,0,564,Lint,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,473,42,59,0,382,42,8,0,24,0,0
12021,V,80-89,1,1,1172,Lier,Antwerpen,Vlaams Gewest,Pallieterland,1115,13,132,1,964,12,3,0,16,0,0
