NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,VACCINATED_FIRST_DOSIS_NBR,VACCINATED_SECOND_DOSIS_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE
11013,M,0-9,0,0,1315,0,0,Edegem,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11018,M,30-39,1,0,773,18,9,Hemiksem,Antwerpen,Vlaams Gewest,RupeLaar
11029,M,20-29,1,0,1592,50,31,Mortsel,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11021,M,60-69,1,1,274,9,4,Hove,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11024,V,40-49,1,0,1292,153,73,Kontich,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11044,M,20-29,1,0,1021,27,19,Stabroek,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid
23038,M,10-19,1,0,142,1,1,Kampenhout,Vlaams-Brabant,Vlaams Gewest,BraViO
11008,M,60-69,1,0,1345,59,32,Brasschaat,Antwerpen,Vlaams Gewest,Noorderkempen
13011,V,50-59,1,0,2282,187,117,Herentals,Antwerpen,Vlaams Gewest,Middenkempen
31042,M,90-100+,1,1,9,0,0,Zuienkerke,West-Vlaanderen,Vlaams Gewest,Oostkust
11021,V,10-19,0,0,396,0,1,Hove,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11050,M,50-59,1,0,704,17,14,Wijnegem,Antwerpen,Vlaams Gewest,Voorkempen
12009,V,60-69,1,1,511,30,15,Duffel,Antwerpen,Vlaams Gewest,Pallieterland
13017,M,50-59,1,0,1597,43,23,Kasterlee,Antwerpen,Vlaams Gewest,Middenkempen
23081,V,10-19,0,0,565,0,0,Steenokkerzeel,Vlaams-Brabant,Vlaams Gewest,BraViO
13019,V,40-49,1,0,1076,142,67,Lille,Antwerpen,Vlaams Gewest,Middenkempen
23033,V,10-19,1,0,163,1,4,Hoeilaart,Vlaams-Brabant,Vlaams Gewest,Druivenstreek
24038,V,70-79,1,1,958,32,44,Herent,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
24055,M,30-39,1,0,1136,48,20,Kortenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
23086,V,90-100+,1,1,105,4,79,Ternat,Vlaams-Brabant,Vlaams Gewest,Pajottenland
24048,V,50-59,1,0,1078,99,55,Keerbergen,Vlaams-Brabant,Vlaams Gewest,Leuven Noord
31043,M,10-19,0,0,955,0,0,Knokke-Heist,West-Vlaanderen,Vlaams Gewest,Oostkust
38014,M,60-69,1,0,1118,36,26,Koksijde,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
