NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT
42008,V,60-69,1,1,688,Hamme,Oost-Vlaanderen,Vlaams Gewest,Dender,576,86,93,82,479,4,1,0,3,0,0
41082,M,10-19,0,0,809,Erpe-Mere,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,19,263,0,0,11,263,0,0,8,0,0
36015,M,30-39,1,0,4371,Roeselare,West-Vlaanderen,Vlaams Gewest,Midden WVL,2038,1528,133,3,1809,1524,21,1,74,1,0
34002,M,80-89,1,1,308,Anzegem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,289,1,82,1,202,0,0,0,5,0,0
11008,M,70-79,1,1,1815,Brasschaat,Antwerpen,Vlaams Gewest,Noorderkempen,1730,26,577,11,1130,14,7,1,16,0,0
44019,V,50-59,1,0,2742,Evergem,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,2293,335,461,306,1741,29,66,0,24,1,0
12041,V,10-19,0,0,1228,Puurs-Sint-Amands,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland,59,482,0,0,47,482,1,0,11,0,0
11001,M,10-19,1,0,156,Aartselaar,Antwerpen,Vlaams Gewest,RupeLaar,42,80,0,0,12,80,1,0,29,0,0
11055,M,30-39,1,0,1138,Zoersel,Antwerpen,Vlaams Gewest,Voorkempen,414,618,22,0,335,617,27,1,30,0,0
42028,V,40-49,1,0,1340,Zele,Oost-Vlaanderen,Vlaams Gewest,Dender,1049,161,103,95,833,66,8,0,105,0,0
72037,M,20-29,1,0,831,Hamont-Achel,Limburg,Vlaams Gewest,Noord-Limburg,109,560,16,0,91,560,1,0,1,0,0
24059,M,60-69,1,1,516,Landen,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,491,6,207,3,280,3,1,0,3,0,0
13019,M,60-69,1,0,670,Lille,Antwerpen,Vlaams Gewest,Middenkempen,645,9,90,6,550,3,2,0,3,0,0
72038,M,30-39,1,0,838,Hechtel-Eksel,Limburg,Vlaams Gewest,Noord-Limburg,158,583,14,0,125,583,6,0,13,0,0
11030,V,60-69,1,0,316,Niel,Antwerpen,Vlaams Gewest,RupeLaar,293,7,38,1,251,6,4,0,0,0,0
34023,M,70-79,1,1,599,Kuurne,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,563,7,230,7,132,0,199,0,2,0,0
11056,V,80-89,1,1,569,Zwijndrecht,Antwerpen,Vlaams Gewest,N-O-Waasland,539,10,114,4,420,6,1,0,4,0,0
41002,V,30-39,1,0,5746,Aalst,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,3208,1612,449,4,2634,1606,97,2,27,1,0
46003,M,70-79,1,1,2233,Beveren,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,2134,30,826,16,1298,14,6,0,4,0,0
44084,M,20-29,1,0,1798,Aalter,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,491,1130,50,0,361,1129,11,1,69,0,0
36012,M,40-49,1,0,755,Moorslede,West-Vlaanderen,Vlaams Gewest,Midden WVL,620,89,21,73,477,16,2,0,120,0,0
34022,V,50-59,1,0,4957,Kortrijk,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,4198,354,442,274,1763,32,1667,48,326,0,0
11038,V,70-79,1,1,402,Schelle,Antwerpen,Vlaams Gewest,RupeLaar,389,4,62,2,324,2,1,0,2,0,0
11038,M,10-19,1,0,76,Schelle,Antwerpen,Vlaams Gewest,RupeLaar,16,46,0,0,9,46,0,0,7,0,0
41081,V,10-19,1,0,260,Zottegem,Oost-Vlaanderen,Vlaams Gewest,Panacea,60,183,5,0,37,183,4,0,14,0,0
45062,M,70-79,1,1,101,Horebeke,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,93,3,27,2,66,1,0,0,0,0,0
33041,M,10-19,1,0,45,Vleteren,West-Vlaanderen,Vlaams Gewest,Westhoek,9,31,0,0,1,31,0,0,8,0,0
32003,M,50-59,1,0,1320,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,1200,45,176,35,911,10,4,0,109,0,0
46013,V,50-59,1,0,1167,Kruibeke,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,971,106,158,97,736,9,21,0,56,0,0
23044,V,50-59,1,0,1003,Liedekerke,Vlaams-Brabant,Vlaams Gewest,AMALO,823,100,141,84,661,16,11,0,10,0,0
46013,M,10-19,0,0,857,Kruibeke,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,22,239,0,0,11,239,1,0,10,0,0
23098,M,90-100+,1,1,17,Drogenbos,Vlaams-Brabant,Vlaams Gewest,Zennevallei,15,2,4,1,10,1,0,0,1,0,0
11038,M,10-19,0,0,427,Schelle,Antwerpen,Vlaams Gewest,RupeLaar,10,127,1,0,8,127,0,0,1,0,0
13046,M,30-39,1,0,762,Vosselaar,Antwerpen,Vlaams Gewest,Kempenland,495,183,16,0,461,183,8,0,10,0,0
13044,V,30-39,1,0,523,Vorselaar,Antwerpen,Vlaams Gewest,Middenkempen,274,214,37,1,229,213,6,0,2,0,0
11018,V,60-69,1,1,266,Hemiksem,Antwerpen,Vlaams Gewest,RupeLaar,247,5,94,3,149,2,2,0,2,0,0
73009,M,60-69,1,0,436,Borgloon,Limburg,Vlaams Gewest,Haspengouw,428,2,30,0,393,2,1,0,4,0,0
11052,V,10-19,0,0,581,Wommelgem,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,14,179,1,0,6,166,3,13,4,0,0
24033,V,40-49,1,0,958,Haacht,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,830,66,84,21,662,45,7,0,77,0,0
36008,V,40-49,1,0,1821,Izegem,West-Vlaanderen,Vlaams Gewest,RITS,1419,256,196,93,1103,162,15,1,105,0,0
44013,M,10-19,0,0,872,Destelbergen,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,12,160,0,0,3,160,0,0,9,0,0
44083,V,40-49,1,0,2994,Deinze,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,2548,258,293,47,1831,210,46,1,378,0,0
24086,M,60-69,1,0,423,Oud-Heverlee,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,403,5,45,3,344,2,1,0,13,0,0
31043,M,30-39,1,0,1201,Knokke-Heist,West-Vlaanderen,Vlaams Gewest,Oostkust,721,195,31,0,650,195,19,0,21,0,0
11002,M,50-59,1,0,32485,Antwerpen,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,23663,4222,3035,3090,9454,463,10857,668,316,1,1
13037,M,60-69,1,1,332,Rijkevorsel,Antwerpen,Vlaams Gewest,Kempenland,317,2,38,1,277,1,1,0,1,0,0
41011,V,10-19,1,0,239,Denderleeuw,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,79,108,9,0,47,107,1,1,22,0,0
24045,V,10-19,0,0,511,Huldenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,17,154,0,0,13,154,0,0,4,0,0
24104,M,90-100+,1,1,95,Tervuren,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,80,5,54,3,20,2,0,0,6,0,0
23088,M,50-59,1,0,2956,Vilvoorde,Vlaams-Brabant,Vlaams Gewest,BraViO,2084,445,382,379,1506,65,15,1,181,0,0
11005,M,10-19,0,0,981,Boom,Antwerpen,Vlaams Gewest,RupeLaar,9,171,1,1,4,170,1,0,3,0,0
73022,M,90-100+,1,1,13,Heers,Limburg,Vlaams Gewest,Haspengouw,11,0,9,0,2,0,0,0,0,0,0
71034,M,30-39,1,0,1064,Leopoldsburg,Limburg,Vlaams Gewest,West-Limburg,538,328,42,1,478,327,8,0,10,0,0
13053,M,30-39,1,0,1075,Laakdal,Antwerpen,Vlaams Gewest,Zuiderkempen,817,145,25,0,770,144,11,1,11,0,0
43005,M,70-79,1,1,948,Eeklo,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,904,13,285,6,601,7,6,0,12,0,0
