NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT
11008,V,70-79,1,1,2236,Brasschaat,Antwerpen,Vlaams Gewest,Noorderkempen,2110,31,661,20,1431,11,4,0,14,0,0
12029,V,60-69,1,1,580,Putte,Antwerpen,Vlaams Gewest,Bonstato,515,51,114,49,398,2,1,0,2,0,0
23027,V,70-79,1,1,1839,Halle,Vlaams-Brabant,Vlaams Gewest,Zennevallei,1734,25,509,11,1185,14,16,0,24,0,0
71004,V,80-89,1,1,1143,Beringen,Limburg,Vlaams Gewest,West-Limburg,1080,23,415,13,641,10,1,0,23,0,0
23023,V,40-49,1,0,650,Galmaarden,Vlaams-Brabant,Vlaams Gewest,Pajottenland,557,58,59,29,383,29,8,0,107,0,0
73042,M,60-69,1,1,932,Lanaken,Limburg,Vlaams Gewest,Maasland,824,66,122,58,693,7,4,1,5,0,0
44085,M,70-79,1,1,1293,Lievegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,1243,16,525,12,710,4,6,0,2,0,0
13019,M,40-49,1,0,1053,Lille,Antwerpen,Vlaams Gewest,Middenkempen,654,339,62,143,391,196,4,0,197,0,0
31003,M,80-89,1,1,367,Beernem,West-Vlaanderen,Vlaams Gewest,WE40,352,4,68,0,280,4,2,0,2,0,0
31005,V,20-29,1,0,6791,Brugge,West-Vlaanderen,Vlaams Gewest,Brugge,2266,3502,606,5,1300,3442,95,55,265,0,0
24007,M,60-69,1,1,350,Begijnendijk,Vlaams-Brabant,Vlaams Gewest,Demerland,290,49,54,47,231,2,0,0,5,0,0
13004,M,50-59,1,0,1345,Beerse,Antwerpen,Vlaams Gewest,Kempenland,919,349,184,318,585,31,11,0,139,0,0
24041,V,40-49,1,0,479,Hoegaarden,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,340,107,44,32,250,75,7,0,39,0,0
43010,V,20-29,1,0,1369,Maldegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,509,725,101,2,347,721,26,2,35,0,0
44085,V,60-69,1,0,962,Lievegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,833,101,141,93,675,8,14,0,3,0,0
31042,M,60-69,1,1,105,Zuienkerke,West-Vlaanderen,Vlaams Gewest,Oostkust,103,1,21,1,81,0,0,0,1,0,0
73109,V,40-49,1,0,259,Voeren,Limburg,Vlaams Gewest,Zuid-Oost Limburg,178,24,11,9,112,15,3,0,52,0,0
11004,V,90-100+,1,1,134,Boechout,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,128,2,42,1,78,1,0,0,8,0,0
12014,V,60-69,1,1,1335,Heist-op-den-Berg,Antwerpen,Vlaams Gewest,Bonstato,1135,162,259,158,858,4,3,0,15,0,0
24016,M,50-59,1,0,634,Boutersem,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,492,123,149,113,307,9,8,0,28,0,1
45059,V,60-69,1,0,541,Brakel,Oost-Vlaanderen,Vlaams Gewest,Panacea,446,69,75,60,360,9,4,0,7,0,0
23099,M,30-39,1,0,702,Kraainem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,259,264,20,1,218,261,7,2,14,0,0
33021,M,10-19,0,0,961,Poperinge,West-Vlaanderen,Vlaams Gewest,Westhoek,19,212,1,0,10,212,0,0,8,0,0
24038,V,40-49,1,0,1430,Herent,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,844,495,158,99,440,396,24,0,222,0,0
45061,M,10-19,0,0,299,Wortegem-Petegem,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,5,61,0,0,1,61,0,0,4,0,0
