NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT,BOOSTER_AMT,POPULATION_NBR
35029,V,50-59,1,0,De Haan,WEST-VLAANDEREN,VLAAMS GEWEST,Oostkust,967,3,195,1,725,2,14,0,33,0,0,914,1014
43010,V,70-79,1,1,Maldegem,OOST-VLAANDEREN,VLAAMS GEWEST,West-Meetjesland,1194,1,334,0,838,1,9,0,13,0,0,1173,1212
41027,V,18-29,1,0,Herzele,OOST-VLAANDEREN,VLAAMS GEWEST,Panacea,1122,7,82,0,966,4,34,3,40,0,0,988,1159
13035,V,60-69,1,1,Ravels,ANTWERPEN,VLAAMS GEWEST,Kempenland,413,0,54,0,348,0,0,0,11,0,0,397,426
37015,V,12-17,0,0,Tielt,WEST-VLAANDEREN,VLAAMS GEWEST,RITS,549,6,0,0,548,6,0,0,1,0,0,123,610
72041,M,12-17,0,0,Dilsen-Stokkem,LIMBURG,VLAAMS GEWEST,Maasland,607,10,0,0,605,9,0,1,1,1,0,111,731
24107,V,60-69,1,1,Tienen,VLAAMS-BRABANT,VLAAMS GEWEST,Zuidoost Hageland,1077,5,151,0,904,4,6,1,16,0,0,1049,1110
23062,M,40-49,1,0,Overijse,VLAAMS-BRABANT,VLAAMS GEWEST,Druivenstreek,1484,18,154,1,1120,9,17,8,193,0,0,1266,1674
11023,V,90-100+,1,1,Kapellen,ANTWERPEN,VLAAMS GEWEST,Noorderkempen,298,0,52,0,239,0,0,0,7,0,0,270,306
37018,V,50-59,1,0,Wingene,WEST-VLAANDEREN,VLAAMS GEWEST,RITS,977,2,311,1,615,1,9,0,42,0,0,948,1003
43002,V,50-59,1,0,Assenede,OOST-VLAANDEREN,VLAAMS GEWEST,Oost-Meetjesland,1083,1,354,0,691,1,19,0,18,1,0,1036,1117
41018,M,90-100+,1,1,Geraardsbergen,OOST-VLAANDEREN,VLAAMS GEWEST,Dender Zuid,117,2,60,1,48,1,0,0,9,0,0,100,124
13046,V,60-69,1,1,Vosselaar,ANTWERPEN,VLAAMS GEWEST,Kempenland,333,0,54,0,274,0,2,0,3,0,0,327,338
43018,M,70-79,1,1,Zelzate,OOST-VLAANDEREN,VLAAMS GEWEST,Oost-Meetjesland,585,4,235,1,335,3,6,0,9,0,0,567,610
23016,M,18-29,1,0,Dilbeek,VLAAMS-BRABANT,VLAAMS GEWEST,Pajottenland,2320,58,64,2,2068,43,27,12,160,1,1,1709,2997
71022,V,60-69,1,0,Hasselt,LIMBURG,VLAAMS GEWEST,Herkenrode,2739,5,426,0,901,4,1334,1,75,3,0,2618,2890
37015,M,40-49,1,0,Tielt,WEST-VLAANDEREN,VLAAMS GEWEST,RITS,1226,7,253,0,766,4,11,2,195,1,1,1126,1339
73098,M,60-69,1,1,Wellen,LIMBURG,VLAAMS GEWEST,Haspengouw,246,0,45,0,199,0,0,0,2,0,0,238,249
23016,M,50-59,1,0,Dilbeek,VLAAMS-BRABANT,VLAAMS GEWEST,Pajottenland,2657,44,788,2,1556,35,35,7,277,1,0,2413,2958
12021,V,5-11,0,0,Lier,ANTWERPEN,VLAAMS GEWEST,Pallieterland,351,100,0,0,0,6,0,0,0,351,94,0,1240
73083,V,50-59,1,0,Tongeren,LIMBURG,VLAAMS GEWEST,ZOLim,2183,14,559,2,1562,8,40,4,22,0,0,2077,2256
73006,V,18-29,1,0,Bilzen,LIMBURG,VLAAMS GEWEST,ZOLim,1824,13,157,0,1560,12,39,1,67,1,0,1491,1991
11002,M,5-11,0,0,Antwerpen,ANTWERPEN,VLAAMS GEWEST,Antwerpen Centrum-Noord-Oost-Zuid,4066,1238,2,2,69,36,2,2,0,3993,1198,0,24652
35011,M,18-29,1,0,Middelkerke,WEST-VLAANDEREN,VLAAMS GEWEST,Westkust & Polder,880,20,25,0,808,20,9,0,38,0,0,731,1012
