NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT,BOOSTER_AMT,POPULATION_NBR
23033,V,30-39,1,0,Hoeilaart,VLAAMS-BRABANT,VLAAMS GEWEST,Druivenstreek,603,25,44,0,540,13,5,12,13,1,0,422,699
12035,V,70-79,1,1,Sint-Katelijne-Waver,ANTWERPEN,VLAAMS GEWEST,Mechelen-Katelijne,911,2,238,0,661,2,4,0,8,0,0,885,925
24020,V,40-49,1,0,Diest,VLAAMS-BRABANT,VLAAMS GEWEST,Demerland,1508,9,234,0,1029,5,35,4,210,0,0,1321,1617
44021,M,5-11,0,0,Gent,OOST-VLAANDEREN,VLAAMS GEWEST,Gent,974,2747,0,0,916,124,55,2,2,1,2621,3,10252
24001,V,80-89,1,1,Aarschot,VLAAMS-BRABANT,VLAAMS GEWEST,Demerland,1068,10,167,6,891,4,2,0,8,0,0,1016,1083
44052,M,70-79,1,1,Oosterzele,OOST-VLAANDEREN,VLAAMS GEWEST,Panacea,522,2,144,0,375,2,0,0,3,0,0,509,531
72039,V,80-89,1,1,Houthalen,LIMBURG,VLAAMS GEWEST,MidWestLim,677,10,225,5,443,4,1,1,8,0,0,638,742
11052,V,18-29,1,0,Wommelgem,ANTWERPEN,VLAAMS GEWEST,Antwerpen Centrum-Noord-Oost-Zuid,687,7,57,0,295,5,301,2,34,0,0,531,767
11001,V,30-39,1,0,Aartselaar,ANTWERPEN,VLAAMS GEWEST,RupeLaar,743,8,63,0,642,7,28,1,10,0,0,477,811
71057,V,40-49,1,0,Tessenderlo,LIMBURG,VLAAMS GEWEST,West-Limburg,1257,4,196,1,774,3,23,0,264,0,0,1133,1334
23100,V,18-29,1,0,Linkebeek,VLAAMS-BRABANT,VLAAMS GEWEST,Zennevallei,263,9,8,0,231,7,2,2,22,0,0,122,328
72020,M,18-29,1,0,Lommel,LIMBURG,VLAAMS GEWEST,Noord-Limburg,1978,44,39,1,1854,38,12,5,72,1,0,1468,2264
73066,V,60-69,1,0,Riemst,LIMBURG,VLAAMS GEWEST,ZOLim,526,4,183,0,327,4,9,0,7,0,0,503,578
31033,V,12-17,0,0,Torhout,WEST-VLAANDEREN,VLAAMS GEWEST,Houtland en Polder,580,2,0,0,570,2,0,0,10,0,0,59,610
13016,V,40-49,1,0,Hulshout,ANTWERPEN,VLAAMS GEWEST,Zuiderkempen,682,2,179,1,427,1,14,0,62,0,0,604,707
44019,V,60-69,1,1,Evergem,OOST-VLAANDEREN,VLAAMS GEWEST,Oost-Meetjesland,966,4,283,0,670,3,9,1,4,0,0,946,992
24048,M,5-11,0,0,Keerbergen,VLAAMS-BRABANT,VLAAMS GEWEST,Leuven Noord,70,164,0,0,70,5,0,0,0,0,159,0,462
11057,M,80-89,1,1,Malle,ANTWERPEN,VLAAMS GEWEST,Voorkempen,294,2,79,1,208,1,0,0,7,0,0,277,297
13013,M,60-69,1,0,Herselt,ANTWERPEN,VLAAMS GEWEST,Zuiderkempen,553,2,234,2,302,0,0,0,17,0,0,540,578
42006,V,60-69,1,0,Dendermonde,OOST-VLAANDEREN,VLAAMS GEWEST,Dender,1650,4,341,0,1285,4,11,0,13,0,0,1587,1695
71034,V,90-100+,1,1,Leopoldsburg,LIMBURG,VLAAMS GEWEST,West-Limburg,109,0,37,0,63,0,0,0,9,0,0,98,113
44084,V,18-29,1,0,Aalter,OOST-VLAANDEREN,VLAAMS GEWEST,West-Meetjesland,1774,8,171,0,1485,5,41,3,77,0,0,1416,1908
45068,M,80-89,1,1,Zingem,OOST-VLAANDEREN,VLAAMS GEWEST,Vlaamse Ardennen,312,0,72,0,232,0,3,0,5,0,0,289,327
44034,V,30-39,1,0,Lochristi,OOST-VLAANDEREN,VLAAMS GEWEST,Scheldekracht,1196,8,129,1,1028,6,22,1,16,1,0,1015,1225
41048,M,40-49,1,0,Ninove,OOST-VLAANDEREN,VLAAMS GEWEST,Dender Zuid,2489,18,400,0,1725,16,17,2,347,0,0,2160,2687
12021,M,80-89,1,1,Lier,ANTWERPEN,VLAAMS GEWEST,Pallieterland,725,5,121,1,590,4,5,0,9,0,0,685,759
42004,V,90-100+,1,1,Buggenhout,OOST-VLAANDEREN,VLAAMS GEWEST,Dender,88,3,26,2,54,1,0,0,8,0,0,75,99
23100,V,90-100+,1,1,Linkebeek,VLAAMS-BRABANT,VLAAMS GEWEST,Zennevallei,33,0,14,0,14,0,0,0,5,0,0,27,36
44083,V,60-69,1,1,Deinze,OOST-VLAANDEREN,VLAAMS GEWEST,Schelde en Leie,1208,6,173,2,1019,3,5,1,11,0,0,1182,1245
23099,V,12-17,0,0,Kraainem,VLAAMS-BRABANT,VLAAMS GEWEST,Druivenstreek,422,10,0,0,415,9,5,1,2,0,0,43,559
13010,V,40-49,1,0,Grobbendonk,ANTWERPEN,VLAAMS GEWEST,Middenkempen,682,1,94,0,533,1,7,0,48,0,0,625,717
11024,M,60-69,1,0,Kontich,ANTWERPEN,VLAAMS GEWEST,ZORA,735,2,200,1,512,1,9,0,14,0,0,713,767
32003,M,40-49,1,0,Diksmuide,WEST-VLAANDEREN,VLAAMS GEWEST,Westkust & Polder,939,6,110,1,587,5,7,0,235,0,0,868,994
24020,V,50-59,1,0,Diest,VLAAMS-BRABANT,VLAAMS GEWEST,Demerland,1638,7,433,2,1127,2,44,3,34,0,0,1499,1710
12025,V,18-29,1,0,Mechelen,ANTWERPEN,VLAAMS GEWEST,Mechelen-Katelijne,6031,89,524,2,4926,71,113,16,456,12,0,4321,6699
71020,V,60-69,1,0,Halen,LIMBURG,VLAAMS GEWEST,MidWestLim,300,2,29,0,268,2,1,0,2,0,0,287,312
34042,M,70-79,1,1,Zwevegem,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Waregem,1010,5,75,0,929,5,2,0,4,0,0,976,1043
23100,M,40-49,1,0,Linkebeek,VLAAMS-BRABANT,VLAAMS GEWEST,Zennevallei,242,7,46,0,150,4,1,3,45,0,0,180,262
71066,M,12-17,0,0,Zonhoven,LIMBURG,VLAAMS GEWEST,Herkenrode,613,7,0,0,590,5,7,2,16,0,0,51,704
72004,M,60-69,1,1,Bree,LIMBURG,VLAAMS GEWEST,Kemp en Duin,531,0,34,0,494,0,0,0,3,0,0,514,545
73083,M,40-49,1,0,Tongeren,LIMBURG,VLAAMS GEWEST,ZOLim,1882,15,254,1,1115,9,18,5,495,0,0,1655,2038
31003,V,70-79,1,1,Beernem,WEST-VLAANDEREN,VLAAMS GEWEST,WE40,691,1,123,1,562,0,2,0,4,0,0,679,701
11056,V,50-59,1,0,Zwijndrecht,ANTWERPEN,VLAAMS GEWEST,N-O-Waasland,1272,3,303,1,894,2,20,0,54,1,0,1197,1347
42003,M,30-39,1,0,Berlare,OOST-VLAANDEREN,VLAAMS GEWEST,Dender,830,5,13,0,800,4,5,1,12,0,0,677,886
11009,V,70-79,1,1,Brecht,ANTWERPEN,VLAAMS GEWEST,Voorkempen,1276,4,300,1,952,3,3,0,21,0,0,1226,1331
73001,V,40-49,1,0,Alken,LIMBURG,VLAAMS GEWEST,Herkenrode,731,8,120,1,250,4,295,3,65,1,0,636,764
12025,V,60-69,1,1,Mechelen,ANTWERPEN,VLAAMS GEWEST,Mechelen-Katelijne,2112,7,560,0,1517,7,6,0,29,0,0,1972,2222
11052,M,60-69,1,1,Wommelgem,ANTWERPEN,VLAAMS GEWEST,Antwerpen Centrum-Noord-Oost-Zuid,391,1,111,1,181,0,95,0,4,0,0,381,397
42006,V,70-79,1,1,Dendermonde,OOST-VLAANDEREN,VLAAMS GEWEST,Dender,2171,7,900,2,1240,5,6,0,25,0,0,2126,2239
71053,V,60-69,1,0,Sint-Truiden,LIMBURG,VLAAMS GEWEST,Haspengouw,1541,10,409,1,1098,9,10,0,23,1,0,1492,1571
46021,M,40-49,1,0,Sint-Niklaas,OOST-VLAANDEREN,VLAAMS GEWEST,Z-W-Waasland,4645,53,353,3,3747,40,84,10,458,3,0,3904,5037
71004,V,30-39,1,0,Beringen,LIMBURG,VLAAMS GEWEST,West-Limburg,2809,22,236,0,2447,21,33,1,92,1,0,2016,3218
44021,M,18-29,1,0,Gent,OOST-VLAANDEREN,VLAAMS GEWEST,Gent,22069,469,656,2,8967,298,11238,165,1183,25,4,13887,24626
23027,M,30-39,1,0,Halle,VLAAMS-BRABANT,VLAAMS GEWEST,Zennevallei,2319,50,79,3,2149,27,27,20,64,0,0,1794,2727
23094,V,50-59,1,0,Zaventem,VLAAMS-BRABANT,VLAAMS GEWEST,Druivenstreek,2015,32,504,5,1366,22,37,5,107,1,0,1655,2279
71020,V,60-69,1,1,Halen,LIMBURG,VLAAMS GEWEST,MidWestLim,272,0,66,0,201,0,1,0,4,0,0,264,274
43005,M,80-89,1,1,Eeklo,OOST-VLAANDEREN,VLAAMS GEWEST,Oost-Meetjesland,549,5,156,3,377,2,9,0,7,0,0,518,574
11009,V,90-100+,1,1,Brecht,ANTWERPEN,VLAAMS GEWEST,Voorkempen,161,2,42,0,108,2,1,0,10,0,0,142,167
13036,M,18-29,1,0,Retie,ANTWERPEN,VLAAMS GEWEST,Baldemore,685,3,10,0,539,3,6,0,130,0,0,543,741
12005,V,90-100+,1,1,Bonheiden,ANTWERPEN,VLAAMS GEWEST,Bonstato,156,1,64,0,80,1,0,0,12,0,0,141,158
11038,M,50-59,1,0,Schelle,ANTWERPEN,VLAAMS GEWEST,RupeLaar,640,3,126,1,445,2,3,0,66,0,0,594,667
43018,V,60-69,1,0,Zelzate,OOST-VLAANDEREN,VLAAMS GEWEST,Oost-Meetjesland,357,4,57,1,288,3,8,0,4,0,0,347,383
34023,V,90-100+,1,1,Kuurne,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Kortrijk,108,2,35,1,72,1,1,0,0,0,0,95,120
31033,V,40-49,1,0,Torhout,WEST-VLAANDEREN,VLAAMS GEWEST,Houtland en Polder,1155,3,306,0,693,2,11,1,145,0,0,1037,1220
23103,M,30-39,1,0,Wezembeek-Oppem,VLAAMS-BRABANT,VLAAMS GEWEST,Druivenstreek,610,31,22,0,553,15,12,16,23,0,0,404,716
24007,M,12-17,0,0,Begijnendijk,VLAAMS-BRABANT,VLAAMS GEWEST,Demerland,310,1,0,0,299,1,0,0,11,0,0,42,320
12026,V,90-100+,1,1,Nijlen,ANTWERPEN,VLAAMS GEWEST,Pallieterland,115,6,55,1,55,5,0,0,5,0,0,99,126
24109,V,5-11,0,0,Tremelo,VLAAMS-BRABANT,VLAAMS GEWEST,Leuven Noord,68,193,0,0,66,1,0,0,0,2,192,0,476
23044,V,60-69,1,1,Liedekerke,VLAAMS-BRABANT,VLAAMS GEWEST,Amalo,385,2,55,0,329,2,1,0,0,0,0,358,393
23081,M,30-39,1,0,Steenokkerzeel,VLAAMS-BRABANT,VLAAMS GEWEST,BraVio,594,14,17,0,558,9,1,5,18,0,0,470,675
12002,M,60-69,1,1,Berlaar,ANTWERPEN,VLAAMS GEWEST,Pallieterland,337,0,116,0,217,0,2,0,2,0,0,331,348
35029,V,5-11,0,0,De Haan,WEST-VLAANDEREN,VLAAMS GEWEST,Oostkust,40,63,0,0,40,1,0,0,0,0,62,0,271
12005,M,40-49,1,0,Bonheiden,ANTWERPEN,VLAAMS GEWEST,Bonstato,824,5,144,1,499,4,16,0,164,1,0,740,857
45041,V,70-79,1,1,Ronse,OOST-VLAANDEREN,VLAAMS GEWEST,Vlaamse Ardennen,1106,9,201,2,880,7,6,0,19,0,0,1046,1172
23088,V,90-100+,1,1,Vilvoorde,VLAAMS-BRABANT,VLAAMS GEWEST,BraVio,229,4,89,0,131,4,0,0,9,0,0,201,262
71053,V,30-39,1,0,Sint-Truiden,LIMBURG,VLAAMS GEWEST,Haspengouw,2288,26,206,1,2036,23,19,2,27,0,0,1881,2421
13053,M,12-17,0,0,Eindhout,ANTWERPEN,VLAAMS GEWEST,Zuiderkempen,470,2,1,0,458,2,1,0,10,0,0,58,501
23103,V,70-79,1,1,Wezembeek-Oppem,VLAAMS-BRABANT,VLAAMS GEWEST,Druivenstreek,550,7,22,0,518,6,2,1,8,0,0,514,593
34027,M,0-4,0,0,Menen,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Menen,0,31,0,0,0,0,0,0,0,0,31,0,891
46020,M,5-11,0,0,Sint-Gillis-Waas,OOST-VLAANDEREN,VLAAMS GEWEST,N-O-Waasland,96,219,0,0,96,9,0,0,0,0,210,0,751
34041,M,80-89,1,1,Wevelgem,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Menen,648,16,148,6,487,10,5,0,8,0,0,602,690
72041,V,40-49,1,0,Dilsen-Stokkem,LIMBURG,VLAAMS GEWEST,Maasland,1286,13,244,0,738,8,17,5,287,0,0,1108,1432
23081,M,12-17,0,0,Steenokkerzeel,VLAAMS-BRABANT,VLAAMS GEWEST,BraVio,419,6,1,0,407,6,0,0,11,0,0,40,490
