NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,VACCINATED_FIRST_DOSIS_NBR,VACCINATED_SECOND_DOSIS_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE
24054,V,70-79,1,1,369,3,6,Kortenaken,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
11053,M,40-49,1,0,1350,22,9,Wuustwezel,Antwerpen,Vlaams Gewest,Noorderkempen
42004,V,80-89,1,1,442,2,47,Buggenhout,Oost-Vlaanderen,Vlaams Gewest,Dender
41048,M,30-39,1,0,2276,32,19,Ninove,Oost-Vlaanderen,Vlaams Gewest,Dender Zuid
23097,V,60-69,1,1,291,5,4,Roosdaal,Vlaams-Brabant,Vlaams Gewest,Pajottenland
12040,V,50-59,1,0,1757,145,113,Willebroek,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland
23025,V,60-69,1,0,1174,54,25,Grimbergen,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
33011,V,90-100+,1,1,372,4,235,Ieper,West-Vlaanderen,Vlaams Gewest,Westhoek
32003,V,60-69,1,0,535,23,24,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
37010,V,80-89,1,1,249,2,23,Oostrozebeke,West-Vlaanderen,Vlaams Gewest,RITS
11007,M,40-49,1,0,646,15,5,Borsbeek,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
24011,V,20-29,1,0,508,50,18,Bierbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
38025,V,60-69,1,0,412,26,24,Veurne,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
73109,V,30-39,1,0,242,10,10,Voeren,Limburg,Vlaams Gewest,Zuid-Oost Limburg
23103,V,60-69,1,0,515,20,23,Wezembeek-Oppem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek
36008,V,50-59,1,0,1926,168,144,Izegem,West-Vlaanderen,Vlaams Gewest,RITS
12009,V,40-49,1,0,1121,105,76,Duffel,Antwerpen,Vlaams Gewest,Pallieterland
13010,V,90-100+,1,1,54,1,27,Grobbendonk,Antwerpen,Vlaams Gewest,Middenkempen
12005,V,70-79,1,1,792,8,30,Bonheiden,Antwerpen,Vlaams Gewest,Bonstato
44020,M,50-59,1,0,1054,60,10,Gavere,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
11053,V,60-69,1,1,598,6,10,Wuustwezel,Antwerpen,Vlaams Gewest,Noorderkempen
36010,M,70-79,1,1,401,3,21,Ledegem,West-Vlaanderen,Vlaams Gewest,Midden WVL
42011,M,80-89,1,1,413,2,31,Lebbeke,Oost-Vlaanderen,Vlaams Gewest,Dender
11054,M,50-59,1,0,1018,17,13,Zandhoven,Antwerpen,Vlaams Gewest,Voorkempen
38014,V,30-39,1,0,627,53,29,Koksijde,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
46003,M,40-49,1,0,3138,53,33,Beveren,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland
32003,V,10-19,1,0,184,4,5,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
37010,V,30-39,1,0,499,44,40,Oostrozebeke,West-Vlaanderen,Vlaams Gewest,RITS
24041,M,40-49,1,0,469,17,11,Hoegaarden,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
23047,M,50-59,1,0,1014,20,6,Machelen,Vlaams-Brabant,Vlaams Gewest,BraViO
43010,V,60-69,1,0,759,42,38,Maldegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland
72038,M,70-79,1,1,515,3,7,Hechtel-Eksel,Limburg,Vlaams Gewest,Noord-Limburg
23039,V,40-49,1,0,631,34,21,Kapelle-op-den-Bos,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
23105,V,80-89,1,1,325,3,34,Affligem,Vlaams-Brabant,Vlaams Gewest,AMALO
46021,M,90-100+,1,1,247,15,71,Sint-Niklaas,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
72003,V,70-79,1,1,565,0,17,Bocholt,Limburg,Vlaams Gewest,Noord-Limburg
36007,M,10-19,0,0,480,0,0,Ingelmunster,West-Vlaanderen,Vlaams Gewest,RITS
31040,V,10-19,0,0,980,0,0,Zedelgem,West-Vlaanderen,Vlaams Gewest,WE40
44052,V,90-100+,1,1,101,1,42,Oosterzele,Oost-Vlaanderen,Vlaams Gewest,Panacea
44085,M,10-19,1,0,263,2,3,Lievegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland
11055,M,40-49,1,0,1317,39,9,Zoersel,Antwerpen,Vlaams Gewest,Voorkempen
71066,M,80-89,1,1,403,1,30,Zonhoven,Limburg,Vlaams Gewest,Herkenrode
12029,M,70-79,1,1,807,2,14,Putte,Antwerpen,Vlaams Gewest,Bonstato
42004,M,60-69,1,0,492,11,9,Buggenhout,Oost-Vlaanderen,Vlaams Gewest,Dender
41018,M,40-49,1,0,2301,58,30,Geraardsbergen,Oost-Vlaanderen,Vlaams Gewest,Dender Zuid
73009,V,10-19,0,0,412,0,0,Borgloon,Limburg,Vlaams Gewest,Haspengouw
33016,V,80-89,1,1,30,0,0,Mesen,West-Vlaanderen,Vlaams Gewest,Westhoek
33041,V,40-49,1,0,214,25,13,Vleteren,West-Vlaanderen,Vlaams Gewest,Westhoek
35029,V,0-9,0,0,357,0,0,De Haan,West-Vlaanderen,Vlaams Gewest,Oostkust
13053,M,60-69,1,1,548,2,7,Laakdal,Antwerpen,Vlaams Gewest,Zuiderkempen
71002,M,60-69,1,1,235,2,3,As,Limburg,Vlaams Gewest,Kemp en Duin
44034,V,90-100+,1,1,150,6,91,Lochristi,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht
71053,V,30-39,1,0,2424,162,127,Sint-Truiden,Limburg,Vlaams Gewest,Haspengouw
71020,V,80-89,1,1,325,0,48,Halen,Limburg,Vlaams Gewest,MidWestLim
23100,M,50-59,1,0,363,14,5,Linkebeek,Vlaams-Brabant,Vlaams Gewest,Zennevallei
23103,M,90-100+,1,1,56,1,18,Wezembeek-Oppem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek
11025,M,80-89,1,1,171,1,21,Lint,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
13021,V,40-49,1,0,643,48,31,Meerhout,Antwerpen,Vlaams Gewest,Zuiderkempen
71024,M,50-59,1,0,1003,31,11,Herk-de-Stad,Limburg,Vlaams Gewest,Herkenrode
23101,M,80-89,1,1,343,2,21,Sint-Genesius-Rode,Vlaams-Brabant,Vlaams Gewest,Zennevallei
24130,M,40-49,1,0,589,12,8,Zoutleeuw,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
12021,M,30-39,1,0,2344,54,23,Lier,Antwerpen,Vlaams Gewest,Pallieterland
