NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT
23096,M,70-79,1,1,865,Zemst,Vlaams-Brabant,Vlaams Gewest,BraViO,571,259,32,250,534,9,3,0,2
71070,V,50-59,1,0,2323,Heusden-Zolder,Limburg,Vlaams Gewest,MidWestLim,622,1371,102,722,359,649,30,0,131
24059,V,30-39,1,0,998,Landen,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,259,577,81,1,163,576,13,0,2
41063,V,40-49,1,0,746,Sint-Lievens-Houtem,Oost-Vlaanderen,Vlaams Gewest,Panacea,351,353,56,27,149,326,11,0,135
12029,V,30-39,1,0,1067,Putte,Antwerpen,Vlaams Gewest,Bonstato,317,644,100,0,193,644,18,0,6
24041,V,60-69,1,0,228,Hoegaarden,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,143,67,8,26,134,41,1,0,0
34040,M,20-29,1,0,2367,Waregem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,184,837,50,0,87,834,13,3,34
24009,V,80-89,1,1,281,Bertem,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,253,18,30,16,222,2,0,0,1
24028,V,40-49,1,0,419,Geetbets,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,186,208,31,43,60,165,2,0,93
71011,V,60-69,1,0,703,Diepenbeek,Limburg,Vlaams Gewest,Herkenrode,451,225,24,150,142,66,269,9,16
44019,V,60-69,1,0,1169,Evergem,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,714,421,31,184,660,237,20,0,3
71034,V,50-59,1,0,1123,Leopoldsburg,Limburg,Vlaams Gewest,West-Limburg,293,727,67,207,192,520,9,0,25
33029,M,90-100+,1,1,75,Wervik,West-Vlaanderen,Vlaams Gewest,Regio Menen,68,2,36,2,32,0,0,0,0
23096,M,30-39,1,0,1299,Zemst,Vlaams-Brabant,Vlaams Gewest,BraViO,113,978,44,0,57,977,6,1,6
24007,V,60-69,1,0,392,Begijnendijk,Vlaams-Brabant,Vlaams Gewest,Demerland,253,129,11,45,240,84,0,0,2
31043,V,40-49,1,0,1637,Knokke-Heist,West-Vlaanderen,Vlaams Gewest,Oostkust,598,822,87,36,377,783,28,3,106
34043,V,50-59,1,0,172,Spiere-Helkijn,West-Vlaanderen,Vlaams Gewest,Regio Waregem,84,64,7,27,51,37,2,0,24
71034,V,10-19,1,0,149,Leopoldsburg,Limburg,Vlaams Gewest,West-Limburg,24,27,5,0,13,27,1,0,5
44040,V,80-89,1,1,399,Melle,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,354,26,100,23,251,3,1,0,2
43014,M,70-79,1,1,306,Sint-Laureins,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,204,86,6,84,193,2,3,0,2
34040,V,40-49,1,0,2384,Waregem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,791,1338,210,208,372,1129,21,1,188
34002,M,20-29,1,0,860,Anzegem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,82,340,25,1,37,338,3,1,17
72043,M,50-59,1,0,2513,Pelt,Limburg,Vlaams Gewest,Noord-Limburg,342,2006,39,1010,168,996,16,0,119
42028,M,40-49,1,0,1456,Zele,Oost-Vlaanderen,Vlaams Gewest,Dender,267,953,30,128,79,825,5,0,153
12026,M,40-49,1,0,1549,Nijlen,Antwerpen,Vlaams Gewest,Pallieterland,417,945,33,191,233,754,13,0,138
11024,M,40-49,1,0,1269,Kontich,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,322,813,24,383,73,428,9,2,216
33029,V,70-79,1,1,962,Wervik,West-Vlaanderen,Vlaams Gewest,Regio Menen,669,259,18,254,649,5,2,0,0
42011,M,20-29,1,0,1104,Lebbeke,Oost-Vlaanderen,Vlaams Gewest,Dender,128,205,26,1,61,203,7,1,34
23016,M,40-49,1,0,2758,Dilbeek,Vlaams-Brabant,Vlaams Gewest,Pajottenland,834,1299,94,191,291,1105,17,3,432
46025,V,10-19,1,0,323,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,53,69,3,0,33,69,5,0,12
46025,V,20-29,1,0,1800,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,446,394,142,4,264,387,28,3,12
23081,V,40-49,1,0,855,Steenokkerzeel,Vlaams-Brabant,Vlaams Gewest,BraViO,241,483,51,27,126,455,10,1,54
32010,M,10-19,1,0,85,Koekelare,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,5,3,1,0,2,3,0,0,2
46024,M,70-79,1,1,833,Stekene,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,689,114,8,110,674,4,3,0,4
44034,M,20-29,1,0,1247,Lochristi,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,113,173,31,0,49,171,4,2,29
73006,V,60-69,1,0,1135,Bilzen,Limburg,Vlaams Gewest,Zuid-Oost Limburg,604,462,53,323,525,139,16,0,10
46024,M,20-29,1,0,971,Stekene,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,83,214,20,0,49,214,4,0,10
24107,M,10-19,1,0,328,Tienen,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,57,14,3,0,8,13,5,1,41
24007,M,40-49,1,0,661,Begijnendijk,Vlaams-Brabant,Vlaams Gewest,Demerland,130,481,13,55,36,424,4,2,77
11002,M,60-69,1,0,13563,Antwerpen,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,9124,2746,173,982,3205,224,5641,1540,105
35005,V,60-69,1,1,309,Gistel,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,272,23,10,19,261,4,1,0,0
23096,V,90-100+,1,1,183,Zemst,Vlaams-Brabant,Vlaams Gewest,BraViO,155,14,63,3,89,11,0,0,3
45063,M,50-59,1,0,500,Lierde,Oost-Vlaanderen,Vlaams Gewest,Panacea,171,305,14,84,150,221,6,0,1
24043,V,10-19,1,0,125,Holsbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,40,26,3,0,15,26,0,0,22
13012,V,90-100+,1,1,56,Herenthout,Antwerpen,Vlaams Gewest,Middenkempen,46,7,11,6,35,1,0,0,0
13049,V,30-39,1,0,1506,Westerlo,Antwerpen,Vlaams Gewest,Zuiderkempen,325,963,121,1,173,959,30,3,1
23094,V,60-69,1,0,1049,Zaventem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,621,295,34,191,556,104,8,0,23
23104,V,60-69,1,0,337,Lennik,Vlaams-Brabant,Vlaams Gewest,Pajottenland,242,77,17,35,217,42,2,0,6
24009,V,90-100+,1,1,91,Bertem,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,84,4,30,2,54,2,0,0,0
72042,V,10-19,1,0,222,Oudsbergen,Limburg,Vlaams Gewest,Kemp en Duin,26,60,4,0,18,59,2,1,2
23105,M,60-69,1,0,430,Affligem,Vlaams-Brabant,Vlaams Gewest,AMALO,275,131,6,72,258,59,4,0,7
72020,V,60-69,1,0,1234,Lommel,Limburg,Vlaams Gewest,Noord-Limburg,987,182,39,82,829,100,17,0,102
13036,V,60-69,1,0,427,Retie,Antwerpen,Vlaams Gewest,Baldemore,246,169,18,76,226,93,2,0,0
71011,M,30-39,1,0,1153,Diepenbeek,Limburg,Vlaams Gewest,Herkenrode,162,632,33,0,63,177,44,455,22
35006,M,80-89,1,1,286,Ichtegem,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,256,8,60,3,194,5,1,0,1
11055,V,20-29,1,0,1075,Zoersel,Antwerpen,Vlaams Gewest,Voorkempen,334,206,82,1,169,204,24,1,59
43002,M,60-69,1,0,495,Assenede,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,285,193,4,90,276,103,3,0,2
24054,M,60-69,1,0,298,Kortenaken,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,168,119,3,44,164,75,0,0,1
41063,V,20-29,1,0,534,Sint-Lievens-Houtem,Oost-Vlaanderen,Vlaams Gewest,Panacea,159,100,38,1,97,98,10,1,14
35005,V,10-19,1,0,141,Gistel,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,30,20,3,0,19,20,1,0,7
31033,V,10-19,0,0,860,Torhout,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,11,47,0,0,7,47,0,0,4
45068,V,90-100+,1,1,115,Kruisem,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,96,5,46,5,47,0,0,0,3
13006,M,60-69,1,1,277,Dessel,Antwerpen,Vlaams Gewest,Baldemore,265,5,3,4,262,1,0,0,0
13025,M,60-69,1,1,1121,Mol,Antwerpen,Vlaams Gewest,Baldemore,1071,14,27,5,1037,9,6,0,1
23025,M,30-39,1,0,2355,Grimbergen,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,194,1044,51,2,118,1040,12,2,13
13013,V,40-49,1,0,954,Herselt,Antwerpen,Vlaams Gewest,Zuiderkempen,273,605,63,187,115,416,13,2,82
13046,V,60-69,1,1,310,Vosselaar,Antwerpen,Vlaams Gewest,Kempenland,273,27,2,22,268,5,0,0,3
72020,M,70-79,1,1,1624,Lommel,Limburg,Vlaams Gewest,Noord-Limburg,1186,385,30,372,1148,13,6,0,2
44084,M,50-59,1,0,2238,Aalter,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,960,1186,71,294,604,891,8,1,277
