NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT
11004,V,10-19,0,0,609,Boechout,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,0,0,0,0,0,0,0,0,0
24038,V,90-100+,1,1,172,Herent,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,105,102,0,86,105,16,0,0,0
31040,M,50-59,1,0,1777,Zedelgem,West-Vlaanderen,Vlaams Gewest,WE40,90,72,0,49,81,20,7,3,2
45061,M,60-69,1,1,206,Wortegem-Petegem,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,9,61,0,4,8,57,1,0,0
31004,V,80-89,1,1,859,Blankenberge,West-Vlaanderen,Vlaams Gewest,Oostkust,200,618,0,174,199,444,1,0,0
34041,V,30-39,1,0,1906,Wevelgem,West-Vlaanderen,Vlaams Gewest,Regio Menen,282,201,0,163,269,38,13,0,0
36010,V,70-79,1,1,439,Ledegem,West-Vlaanderen,Vlaams Gewest,Midden WVL,22,435,0,138,22,297,0,0,0
32011,V,50-59,1,0,849,Kortemark,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,145,68,0,56,139,11,6,1,0
38002,V,80-89,1,1,151,Alveringem,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,44,84,0,15,44,69,0,0,0
71037,V,10-19,1,0,119,Lummen,Limburg,Vlaams Gewest,MidWestLim,3,7,0,2,3,5,0,0,0
24094,M,10-19,0,0,798,Rotselaar,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,1,0,0,0,1,0,0,0,0
