NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT,BOOSTER_AMT,POPULATION_NBR
43007,M,18-29,1,0,Kaprijke,OOST-VLAANDEREN,VLAAMS GEWEST,Oost-Meetjesland,413,5,8,0,379,5,1,0,25,0,0,58,433
45059,V,0-4,0,0,Brakel,OOST-VLAANDEREN,VLAAMS GEWEST,Panacea,0,2,0,0,0,0,0,0,0,0,2,0,305
11037,M,12-17,0,0,Rumst,ANTWERPEN,VLAAMS GEWEST,RupeLaar,504,7,1,0,496,6,1,1,6,0,0,15,540
11039,V,50-59,1,0,Schilde,ANTWERPEN,VLAAMS GEWEST,Voorkempen,1490,7,340,2,964,4,40,1,146,0,0,1315,1588
24009,M,12-17,0,0,Bertem,VLAAMS-BRABANT,VLAAMS GEWEST,Leuven Zuid,357,4,1,0,350,4,1,0,5,0,0,11,404
24038,M,60-69,1,0,Herent,VLAAMS-BRABANT,VLAAMS GEWEST,Leuven Zuid,670,1,109,0,544,1,5,0,11,1,0,640,688
45065,V,70-79,1,1,Beerlegem,OOST-VLAANDEREN,VLAAMS GEWEST,Vlaamse Ardennen,330,0,137,0,189,0,1,0,3,0,0,318,338
24033,V,18-29,1,0,Haacht,VLAAMS-BRABANT,VLAAMS GEWEST,Leuven Noord,850,3,76,0,665,3,14,0,95,0,0,440,911
31004,V,60-69,1,1,Blankenberge,WEST-VLAANDEREN,VLAAMS GEWEST,Oostkust,984,7,181,0,779,7,7,0,17,0,0,934,1002
24008,M,70-79,1,1,Bekkevoort,VLAAMS-BRABANT,VLAAMS GEWEST,Demerland,282,0,66,0,213,0,1,0,2,0,0,272,289
11053,V,18-29,1,0,Wuustwezel,ANTWERPEN,VLAAMS GEWEST,Noorderkempen,1364,6,116,0,1107,6,28,0,113,0,0,629,1527
41048,M,30-39,1,0,Ninove,OOST-VLAANDEREN,VLAAMS GEWEST,Dender Zuid,2019,22,48,0,1924,19,11,3,36,0,0,536,2268
42008,M,30-39,1,0,Hamme,OOST-VLAANDEREN,VLAAMS GEWEST,Dender,1416,17,34,0,1362,17,6,0,12,2,0,175,1548
46021,V,30-39,1,0,Sint-Niklaas,OOST-VLAANDEREN,VLAAMS GEWEST,Z-W-Waasland,4573,67,425,1,3995,62,114,4,38,1,0,1487,5152
72021,V,30-39,1,0,Maaseik,LIMBURG,VLAAMS GEWEST,Maasland,1327,7,153,0,1131,7,26,0,17,0,0,491,1545
73001,M,60-69,1,0,Alken,LIMBURG,VLAAMS GEWEST,Herkenrode,443,3,114,1,114,1,190,1,25,0,0,378,463
11002,V,12-17,0,0,Antwerpen,ANTWERPEN,VLAAMS GEWEST,Antwerpen Centrum-Noord-Oost-Zuid,12590,395,5,1,11758,349,686,45,140,1,0,743,17991
11029,M,30-39,1,0,Mortsel,ANTWERPEN,VLAAMS GEWEST,ZORA,1521,14,51,0,1403,13,46,1,20,1,0,737,1704
23103,V,18-29,1,0,Wezembeek-Oppem,VLAAMS-BRABANT,VLAAMS GEWEST,Druivenstreek,747,39,31,0,665,31,14,8,37,0,0,235,960
