NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT
11016,V,60-69,1,0,609,Essen,Antwerpen,Vlaams Gewest,Noorderkempen,66,323,1,65,60,257,5,1,0
35005,V,80-89,1,1,428,Gistel,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,315,96,0,85,305,11,1,0,9
45041,M,80-89,1,1,483,Ronse,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,346,117,2,108,341,9,3,0,0
13002,M,70-79,1,1,162,Baarle-Hertog,Antwerpen,Vlaams Gewest,Kempenland,62,99,0,35,62,64,0,0,0
31004,M,80-89,1,1,617,Blankenberge,West-Vlaanderen,Vlaams Gewest,Oostkust,468,176,1,138,461,38,2,0,4
31040,M,40-49,1,0,1450,Zedelgem,West-Vlaanderen,Vlaams Gewest,WE40,86,92,4,43,72,48,9,1,1
11022,M,20-29,1,0,1083,Kalmthout,Antwerpen,Vlaams Gewest,Noorderkempen,40,27,3,16,23,9,10,2,4
34023,V,30-39,1,0,825,Kuurne,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,85,95,4,64,77,18,4,13,0
23033,V,50-59,1,0,750,Hoeilaart,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,83,214,0,91,76,122,7,1,0
71070,M,40-49,1,0,2303,Heusden-Zolder,Limburg,Vlaams Gewest,MidWestLim,97,114,5,43,79,69,10,2,3
24107,M,40-49,1,0,2358,Tienen,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,124,119,3,67,107,48,12,4,2
23003,V,70-79,1,1,1054,Beersel,Vlaams-Brabant,Vlaams Gewest,Zennevallei,463,539,0,185,456,354,4,0,3
46021,M,80-89,1,1,1521,Sint-Niklaas,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,1045,461,1,417,1034,43,9,1,1
44021,V,50-59,1,0,14710,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent,1712,5089,106,2337,1366,1358,212,1394,28
11044,V,70-79,1,1,891,Stabroek,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,303,618,0,447,193,102,107,69,3
13035,M,60-69,1,0,620,Ravels,Antwerpen,Vlaams Gewest,Kempenland,24,225,0,13,22,211,2,1,0
41063,M,60-69,1,1,250,Sint-Lievens-Houtem,Oost-Vlaanderen,Vlaams Gewest,Panacea,11,259,0,74,9,185,2,0,0
42011,M,80-89,1,1,403,Lebbeke,Oost-Vlaanderen,Vlaams Gewest,Dender,343,65,0,54,337,11,1,0,5
31012,V,50-59,1,0,1104,Jabbeke,West-Vlaanderen,Vlaams Gewest,WE40,201,189,3,120,183,66,14,3,1
46003,V,30-39,1,0,2928,Beveren,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,309,241,32,193,250,43,26,5,1
