NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT,POPULATION_NBR
34022,V,40-49,1,0,Kortrijk,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Kortrijk,4010,41,432,3,1245,13,1870,25,463,0,0,4397
71022,M,12-17,0,0,Hasselt,LIMBURG,VLAAMS GEWEST,Herkenrode,1848,37,0,0,1773,37,22,0,53,0,0,2236
24104,V,50-59,1,0,Tervuren,VLAAMS-BRABANT,VLAAMS GEWEST,Druivenstreek,1551,10,283,2,1109,8,22,0,136,1,0,1715
71016,V,70-79,1,1,Genk,LIMBURG,VLAAMS GEWEST,Kemp en Duin,2796,20,1134,8,1617,12,12,0,29,4,0,2953
42011,V,18-29,1,0,Lebbeke,OOST-VLAANDEREN,VLAAMS GEWEST,Dender,1166,11,122,0,956,11,20,0,68,0,0,1262
24041,V,30-39,1,0,Hoegaarden,VLAAMS-BRABANT,VLAAMS GEWEST,Zuidoost Hageland,394,1,33,0,343,1,12,0,6,0,0,419
71024,V,40-49,1,0,Herk-De-Stad,LIMBURG,VLAAMS GEWEST,Herkenrode,818,3,151,0,270,2,321,1,76,0,0,868
12007,V,12-17,0,0,Bornem,ANTWERPEN,VLAAMS GEWEST,Klein-Brabant Vaartland,620,5,0,0,607,5,0,0,13,0,0,649
32011,M,40-49,1,0,Kortemark,WEST-VLAANDEREN,VLAAMS GEWEST,Houtland en Polder,756,1,198,0,462,1,2,0,94,0,0,792
46025,V,90-100+,1,1,Temse,OOST-VLAANDEREN,VLAAMS GEWEST,Z-W-Waasland,159,4,56,1,88,3,0,0,15,0,0,174
23099,M,12-17,0,0,Kraainem,VLAAMS-BRABANT,VLAAMS GEWEST,Druivenstreek,386,23,0,0,380,23,1,0,5,0,0,581
43010,M,30-39,1,0,Maldegem,OOST-VLAANDEREN,VLAAMS GEWEST,West-Meetjesland,1329,6,21,0,1287,6,12,0,9,0,0,1447
35002,M,60-69,1,0,Bredene,WEST-VLAANDEREN,VLAAMS GEWEST,Oostende-Bredene,727,4,98,1,608,3,9,0,12,0,0,744
24137,V,80-89,1,1,Glabbeek,VLAAMS-BRABANT,VLAAMS GEWEST,Zuidoost Hageland,167,5,54,0,108,5,1,0,4,0,0,175
11030,M,60-69,1,0,Niel,ANTWERPEN,VLAAMS GEWEST,RupeLaar,290,0,38,0,248,0,3,0,1,0,0,300
11035,V,18-29,1,0,Ranst,ANTWERPEN,VLAAMS GEWEST,Pallieterland,1073,14,94,0,887,13,26,1,65,1,0,1157
35011,V,80-89,1,1,Middelkerke,WEST-VLAANDEREN,VLAAMS GEWEST,Westkust & Polder,807,16,181,1,609,15,2,0,14,1,0,868
13010,M,0-11,0,0,Grobbendonk,ANTWERPEN,VLAAMS GEWEST,Middenkempen,35,6,0,0,35,6,0,0,0,0,0,571
38014,V,40-49,1,0,Koksijde,WEST-VLAANDEREN,VLAAMS GEWEST,Westkust & Polder,832,8,184,3,541,5,16,0,91,0,0,915
45060,M,12-17,0,0,Ruien,OOST-VLAANDEREN,VLAAMS GEWEST,Vlaamse Ardennen,227,4,0,0,226,4,0,0,1,0,0,242
37017,V,40-49,1,0,Wielsbeke,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Waregem,612,3,105,1,442,2,7,0,58,0,0,660
33029,V,50-59,1,0,Wervik,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Menen,1118,4,257,2,803,2,12,0,46,0,0,1178
34022,M,18-29,1,0,Kortrijk,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Kortrijk,5087,118,99,0,2369,45,2386,73,231,2,0,5905
12021,V,18-29,1,0,Lier,ANTWERPEN,VLAAMS GEWEST,Pallieterland,2408,39,204,1,2018,38,40,0,146,0,0,2665
44021,V,70-79,1,1,Gent,OOST-VLAANDEREN,VLAAMS GEWEST,Gent,9240,45,2816,12,4039,30,2105,3,271,9,0,9821
23099,M,50-59,1,0,Kraainem,VLAAMS-BRABANT,VLAAMS GEWEST,Druivenstreek,830,11,216,2,556,9,11,0,46,1,0,940
71066,M,90-100+,1,1,Zonhoven,LIMBURG,VLAAMS GEWEST,Herkenrode,58,1,40,1,13,0,0,0,5,0,0,60
38025,V,50-59,1,0,Veurne,WEST-VLAANDEREN,VLAAMS GEWEST,Westkust & Polder,836,6,205,0,577,6,25,0,29,0,0,869
35011,V,50-59,1,0,Middelkerke,WEST-VLAANDEREN,VLAAMS GEWEST,Westkust & Polder,1476,5,388,1,959,4,25,0,104,0,0,1543
24016,M,50-59,1,0,Boutersem,VLAAMS-BRABANT,VLAAMS GEWEST,Zuidoost Hageland,620,3,263,0,319,2,8,0,30,0,1,634
37020,M,70-79,1,1,Ardooie,WEST-VLAANDEREN,VLAAMS GEWEST,Midden WVL,418,2,165,2,251,0,1,0,1,0,0,420
34003,M,50-59,1,0,Avelgem,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Waregem,732,5,173,2,398,3,2,0,159,0,0,769
36010,V,80-89,1,1,Ledegem,WEST-VLAANDEREN,VLAAMS GEWEST,Midden WVL,321,3,92,0,224,3,0,0,5,0,0,331
34025,V,18-29,1,0,Lendelede,WEST-VLAANDEREN,VLAAMS GEWEST,RITS,345,1,26,0,292,1,7,0,20,0,0,367
36012,V,18-29,1,0,Moorslede,WEST-VLAANDEREN,VLAAMS GEWEST,Midden WVL,744,5,72,0,630,4,14,1,28,0,0,818
72018,V,18-29,1,0,Kinrooi,LIMBURG,VLAAMS GEWEST,Maasland,656,10,79,1,554,9,14,0,9,0,0,763
45064,V,70-79,1,1,Etikhove,OOST-VLAANDEREN,VLAAMS GEWEST,Vlaamse Ardennen,282,1,54,0,222,1,1,0,5,0,0,287
44084,V,30-39,1,0,Aalter,OOST-VLAANDEREN,VLAAMS GEWEST,West-Meetjesland,1544,7,166,2,1338,5,28,0,11,1,0,1632
46025,M,30-39,1,0,Temse,OOST-VLAANDEREN,VLAAMS GEWEST,Z-W-Waasland,1685,39,42,0,1611,39,13,0,19,0,0,1907
32010,M,70-79,1,1,Koekelare,WEST-VLAANDEREN,VLAAMS GEWEST,Houtland en Polder,362,1,95,0,263,1,0,0,4,0,0,373
72030,V,12-17,0,0,Peer,LIMBURG,VLAAMS GEWEST,Noord-Limburg,434,13,0,0,433,13,0,0,1,0,0,501
71011,V,40-49,1,0,Diepenbeek,LIMBURG,VLAAMS GEWEST,Herkenrode,1133,4,196,1,402,2,433,1,102,0,0,1205
71070,M,18-29,1,0,Heusden-Zolder,LIMBURG,VLAAMS GEWEST,MidWestLim,1946,48,32,0,1790,47,18,1,106,0,0,2379
45061,V,60-69,1,0,Petegem-Aan-De-Schelde,OOST-VLAANDEREN,VLAAMS GEWEST,Vlaamse Ardennen,209,0,20,0,184,0,5,0,0,0,0,212
23047,V,50-59,1,0,Machelen,VLAAMS-BRABANT,VLAAMS GEWEST,BraVio,887,12,203,1,623,11,10,0,51,0,0,1017
23077,V,0-11,0,0,Sint-Pieters-Leeuw,VLAAMS-BRABANT,VLAAMS GEWEST,Zennevallei,87,11,0,0,86,11,0,0,1,0,0,2605
46021,V,70-79,1,1,Sint-Niklaas,OOST-VLAANDEREN,VLAAMS GEWEST,Z-W-Waasland,3508,13,944,4,2503,8,21,1,40,0,0,3654
72004,V,40-49,1,0,Bree,LIMBURG,VLAAMS GEWEST,Kemp en Duin,930,8,162,0,692,8,13,0,63,0,0,1007
42010,V,30-39,1,0,Laarne,OOST-VLAANDEREN,VLAAMS GEWEST,Scheldekracht,699,8,71,0,609,8,14,0,5,0,0,736
13036,M,40-49,1,0,Retie,ANTWERPEN,VLAAMS GEWEST,Baldemore,655,5,34,0,598,5,3,0,20,0,0,713
35013,M,60-69,1,1,Oostende,WEST-VLAANDEREN,VLAAMS GEWEST,Oostende-Bredene,2435,15,643,3,1729,12,25,0,38,0,0,2572
