NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,VACCINATED_FIRST_DOSIS_NBR,VACCINATED_SECOND_DOSIS_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE
11002,V,60-69,1,1,11720,333,264,Antwerpen,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid
11018,V,30-39,1,0,828,86,45,Hemiksem,Antwerpen,Vlaams Gewest,RupeLaar
11023,V,10-19,0,0,1171,0,1,Kapellen,Antwerpen,Vlaams Gewest,Noorderkempen
11023,V,60-69,1,0,940,58,51,Kapellen,Antwerpen,Vlaams Gewest,Noorderkempen
11004,M,30-39,1,0,712,28,13,Boechout,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11021,V,40-49,1,0,502,57,29,Hove,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
12035,V,60-69,1,1,613,51,8,Sint-Katelijne-Waver,Antwerpen,Vlaams Gewest,Mechelen - Katelijne
11013,V,10-19,1,0,198,1,3,Edegem,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11040,M,10-19,1,0,361,1,6,Schoten,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid
23047,M,10-19,1,0,187,1,1,Machelen,Vlaams-Brabant,Vlaams Gewest,BraViO
11052,M,10-19,0,0,551,0,1,Wommelgem,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid
11021,M,0-9,0,0,404,0,0,Hove,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11004,M,50-59,1,0,1033,55,29,Boechout,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11052,V,10-19,1,0,107,0,3,Wommelgem,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid
11035,M,70-79,1,1,905,24,35,Ranst,Antwerpen,Vlaams Gewest,Pallieterland
12005,M,10-19,1,0,164,3,3,Bonheiden,Antwerpen,Vlaams Gewest,Bonstato
13006,M,90-100+,1,1,30,1,15,Dessel,Antwerpen,Vlaams Gewest,Baldemore
11054,M,20-29,1,0,741,19,14,Zandhoven,Antwerpen,Vlaams Gewest,Voorkempen
13049,V,50-59,1,0,1869,144,152,Westerlo,Antwerpen,Vlaams Gewest,Zuiderkempen
23081,M,90-100+,1,1,26,16,8,Steenokkerzeel,Vlaams-Brabant,Vlaams Gewest,BraViO
24009,M,50-59,1,0,709,21,30,Bertem,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
41082,M,70-79,1,1,835,21,32,Erpe-Mere,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst
44052,M,30-39,1,0,838,31,18,Oosterzele,Oost-Vlaanderen,Vlaams Gewest,Panacea
11018,M,40-49,1,0,803,28,12,Hemiksem,Antwerpen,Vlaams Gewest,RupeLaar
11053,M,10-19,1,0,233,1,1,Wuustwezel,Antwerpen,Vlaams Gewest,Noorderkempen
12014,V,90-100+,1,1,295,125,137,Heist-op-den-Berg,Antwerpen,Vlaams Gewest,Bonstato
12002,V,10-19,1,0,107,1,5,Berlaar,Antwerpen,Vlaams Gewest,Pallieterland
12026,M,70-79,1,1,1095,17,25,Nijlen,Antwerpen,Vlaams Gewest,Pallieterland
23044,M,60-69,1,1,373,3,10,Liedekerke,Vlaams-Brabant,Vlaams Gewest,AMALO
23094,V,0-9,0,0,2115,0,0,Zaventem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek
34042,V,60-69,1,0,826,66,70,Zwevegem,West-Vlaanderen,Vlaams Gewest,Regio Waregem
36008,M,50-59,1,0,1988,54,41,Izegem,West-Vlaanderen,Vlaams Gewest,RITS
43018,V,80-89,1,1,425,19,59,Zelzate,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland
36012,M,90-100+,1,1,30,27,20,Moorslede,West-Vlaanderen,Vlaams Gewest,Midden WVL
46024,M,90-100+,1,1,48,40,20,Stekene,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland
46025,M,20-29,1,0,1767,40,35,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
13021,V,90-100+,1,1,56,35,22,Meerhout,Antwerpen,Vlaams Gewest,Zuiderkempen
24104,M,20-29,1,0,1134,24,23,Tervuren,Vlaams-Brabant,Vlaams Gewest,Druivenstreek
37018,M,10-19,0,0,696,0,0,Wingene,West-Vlaanderen,Vlaams Gewest,RITS
38025,M,10-19,1,0,147,2,2,Veurne,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
41027,M,10-19,0,0,785,0,0,Herzele,Oost-Vlaanderen,Vlaams Gewest,Panacea
44043,V,10-19,1,0,258,0,3,Merelbeke,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht
46021,M,80-89,1,1,1523,231,114,Sint-Niklaas,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
46025,V,90-100+,1,1,167,72,92,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
45035,V,60-69,1,0,1061,58,73,Oudenaarde,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
31005,M,10-19,0,0,4713,0,1,Brugge,West-Vlaanderen,Vlaams Gewest,Brugge
41082,M,0-9,0,0,1054,0,0,Erpe-Mere,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst
45064,V,10-19,0,0,306,0,0,Maarkedal,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
71017,M,10-19,1,0,84,1,0,Gingelom,Limburg,Vlaams Gewest,Haspengouw
24055,V,40-49,1,0,1416,132,76,Kortenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
32030,M,70-79,1,1,127,1,13,Lo-Reninge,West-Vlaanderen,Vlaams Gewest,Westhoek
44020,V,40-49,1,0,876,107,68,Gavere,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
11023,M,60-69,1,0,953,35,26,Kapellen,Antwerpen,Vlaams Gewest,Noorderkempen
23016,V,50-59,1,0,3215,240,197,Dilbeek,Vlaams-Brabant,Vlaams Gewest,Pajottenland
24134,M,70-79,1,1,1159,12,23,Scherpenheuvel-Zichem,Vlaams-Brabant,Vlaams Gewest,Demerland
24011,M,80-89,1,1,211,18,9,Bierbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
24104,V,90-100+,1,1,143,103,62,Tervuren,Vlaams-Brabant,Vlaams Gewest,Druivenstreek
24007,M,20-29,1,0,485,13,12,Begijnendijk,Vlaams-Brabant,Vlaams Gewest,Demerland
23050,M,80-89,1,1,378,14,36,Meise,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
31022,V,90-100+,1,1,199,108,72,Oostkamp,West-Vlaanderen,Vlaams Gewest,WE40
37007,M,60-69,1,0,370,4,13,Meulebeke,West-Vlaanderen,Vlaams Gewest,RITS
44034,V,60-69,1,1,625,16,14,Lochristi,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht
72020,M,70-79,1,1,1585,49,28,Lommel,Limburg,Vlaams Gewest,Noord-Limburg
73040,V,20-29,1,0,410,34,28,Kortessem,Limburg,Vlaams Gewest,Haspengouw
13021,M,10-19,0,0,448,0,0,Meerhout,Antwerpen,Vlaams Gewest,Zuiderkempen
24008,M,40-49,1,0,452,11,12,Bekkevoort,Vlaams-Brabant,Vlaams Gewest,Demerland
33039,M,80-89,1,1,164,1,10,Heuvelland,West-Vlaanderen,Vlaams Gewest,Westhoek
45059,M,60-69,1,0,522,15,12,Brakel,Oost-Vlaanderen,Vlaams Gewest,Panacea
45065,M,30-39,1,0,448,12,11,Zwalm,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
73066,V,80-89,1,1,497,6,66,Riemst,Limburg,Vlaams Gewest,Zuid-Oost Limburg
35002,M,70-79,1,1,896,11,18,Bredene,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene
71037,V,60-69,1,1,454,7,8,Lummen,Limburg,Vlaams Gewest,MidWestLim
72039,V,50-59,1,0,2282,196,126,Houthalen-Helchteren,Limburg,Vlaams Gewest,MidWestLim
24045,V,60-69,1,0,341,23,30,Huldenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
46003,V,60-69,1,1,1544,53,44,Beveren,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland
73028,V,60-69,1,0,3,1,0,Herstappe,Limburg,Vlaams Gewest,Zuid-Oost Limburg
23100,M,60-69,1,1,119,6,7,Linkebeek,Vlaams-Brabant,Vlaams Gewest,Zennevallei
41024,M,10-19,0,0,798,0,0,Haaltert,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst
72043,M,10-19,0,0,1354,0,0,Pelt,Limburg,Vlaams Gewest,Noord-Limburg
35014,M,60-69,1,0,344,11,9,Oudenburg,West-Vlaanderen,Vlaams Gewest,Houtland en Polder
44021,V,30-39,1,0,20550,1952,917,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent
44021,V,90-100+,1,1,1988,612,1064,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent
45065,V,60-69,1,0,272,22,23,Zwalm,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
71070,V,20-29,1,0,1936,128,88,Heusden-Zolder,Limburg,Vlaams Gewest,MidWestLim
72039,V,10-19,1,0,325,3,7,Houthalen-Helchteren,Limburg,Vlaams Gewest,MidWestLim
24016,V,0-9,0,0,481,0,0,Boutersem,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
24055,M,90-100+,1,1,60,8,27,Kortenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
33016,M,10-19,0,0,65,0,0,Mesen,West-Vlaanderen,Vlaams Gewest,Westhoek
36007,V,40-49,1,0,718,61,67,Ingelmunster,West-Vlaanderen,Vlaams Gewest,RITS
41027,V,20-29,1,0,995,91,68,Herzele,Oost-Vlaanderen,Vlaams Gewest,Panacea
45062,V,90-100+,1,1,36,1,42,Horebeke,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
42003,V,70-79,1,1,688,26,21,Berlare,Oost-Vlaanderen,Vlaams Gewest,Dender
73001,M,60-69,1,1,334,6,2,Alken,Limburg,Vlaams Gewest,Herkenrode
73032,V,90-100+,1,1,75,23,33,Hoeselt,Limburg,Vlaams Gewest,Zuid-Oost Limburg
31005,M,60-69,1,1,3429,88,87,Brugge,West-Vlaanderen,Vlaams Gewest,Brugge
35002,M,20-29,1,0,945,20,22,Bredene,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene
31022,M,10-19,0,0,1103,0,0,Oostkamp,West-Vlaanderen,Vlaams Gewest,WE40
73006,M,20-29,1,0,1876,55,27,Bilzen,Limburg,Vlaams Gewest,Zuid-Oost Limburg
43018,M,90-100+,1,1,44,5,17,Zelzate,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland
41002,V,90-100+,1,1,675,280,345,Aalst,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst
72030,M,80-89,1,1,350,12,19,Peer,Limburg,Vlaams Gewest,Noord-Limburg
73040,M,20-29,1,0,457,7,10,Kortessem,Limburg,Vlaams Gewest,Haspengouw
44045,V,50-59,1,0,444,40,43,Moerbeke,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
31004,M,60-69,1,0,936,23,11,Blankenberge,West-Vlaanderen,Vlaams Gewest,Oostkust
72018,M,90-100+,1,1,34,10,15,Kinrooi,Limburg,Vlaams Gewest,Maasland
73098,V,60-69,1,1,236,2,7,Wellen,Limburg,Vlaams Gewest,Haspengouw
72038,V,30-39,1,0,856,113,65,Hechtel-Eksel,Limburg,Vlaams Gewest,Noord-Limburg
71034,V,10-19,1,0,156,1,7,Leopoldsburg,Limburg,Vlaams Gewest,West-Limburg
72020,V,40-49,1,0,2154,219,141,Lommel,Limburg,Vlaams Gewest,Noord-Limburg
33021,M,50-59,1,0,1440,41,67,Poperinge,West-Vlaanderen,Vlaams Gewest,Westhoek
11001,V,20-29,1,0,679,55,47,Aartselaar,Antwerpen,Vlaams Gewest,RupeLaar
11001,M,70-79,1,1,799,11,15,Aartselaar,Antwerpen,Vlaams Gewest,RupeLaar
11002,M,0-9,0,0,36062,0,0,Antwerpen,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid
11025,M,20-29,1,0,503,19,11,Lint,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
13035,V,30-39,1,0,866,77,48,Ravels,Antwerpen,Vlaams Gewest,Kempenland
37010,V,20-29,1,0,496,51,46,Oostrozebeke,West-Vlaanderen,Vlaams Gewest,RITS
11008,V,60-69,1,1,1296,62,34,Brasschaat,Antwerpen,Vlaams Gewest,Noorderkempen
13036,V,10-19,0,0,467,0,1,Retie,Antwerpen,Vlaams Gewest,Baldemore
11029,M,60-69,1,0,762,35,45,Mortsel,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
13037,V,10-19,0,0,497,0,0,Rijkevorsel,Antwerpen,Vlaams Gewest,Kempenland
13049,M,40-49,1,0,1705,55,27,Westerlo,Antwerpen,Vlaams Gewest,Zuiderkempen
23025,V,20-29,1,0,2142,118,72,Grimbergen,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
12005,V,60-69,1,0,550,75,39,Bonheiden,Antwerpen,Vlaams Gewest,Bonstato
23060,M,50-59,1,0,1052,29,18,Opwijk,Vlaams-Brabant,Vlaams Gewest,AMALO
23045,V,80-89,1,1,602,40,77,Londerzeel,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
23088,M,20-29,1,0,2775,46,23,Vilvoorde,Vlaams-Brabant,Vlaams Gewest,BraViO
24028,M,70-79,1,1,259,2,10,Geetbets,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
24094,V,50-59,1,0,1313,140,148,Rotselaar,Vlaams-Brabant,Vlaams Gewest,Leuven Noord
34023,V,0-9,0,0,763,0,0,Kuurne,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk
42004,M,20-29,1,0,812,29,21,Buggenhout,Oost-Vlaanderen,Vlaams Gewest,Dender
11044,M,70-79,1,1,787,49,15,Stabroek,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid
23009,M,10-19,1,0,23,0,0,Bever,Vlaams-Brabant,Vlaams Gewest,Pajottenland
13044,V,10-19,0,0,326,0,1,Vorselaar,Antwerpen,Vlaams Gewest,Middenkempen
23062,M,10-19,0,0,1382,0,0,Overijse,Vlaams-Brabant,Vlaams Gewest,Druivenstreek
24014,M,0-9,0,0,699,0,0,Boortmeerbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Noord
24048,M,30-39,1,0,552,25,11,Keerbergen,Vlaams-Brabant,Vlaams Gewest,Leuven Noord
23096,V,30-39,1,0,1453,132,79,Zemst,Vlaams-Brabant,Vlaams Gewest,BraViO
13029,V,50-59,1,0,912,73,70,Olen,Antwerpen,Vlaams Gewest,Middenkempen
24014,V,70-79,1,1,566,6,12,Boortmeerbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Noord
13049,V,40-49,1,0,1711,183,99,Westerlo,Antwerpen,Vlaams Gewest,Zuiderkempen
23052,V,40-49,1,0,1094,88,79,Merchtem,Vlaams-Brabant,Vlaams Gewest,AMALO
23101,V,60-69,1,1,553,31,17,Sint-Genesius-Rode,Vlaams-Brabant,Vlaams Gewest,Zennevallei
23105,M,40-49,1,0,934,46,17,Affligem,Vlaams-Brabant,Vlaams Gewest,AMALO
24008,V,20-29,1,0,330,42,20,Bekkevoort,Vlaams-Brabant,Vlaams Gewest,Demerland
34023,M,30-39,1,0,827,20,18,Kuurne,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk
34043,V,50-59,1,0,167,16,8,Spiere-Helkijn,West-Vlaanderen,Vlaams Gewest,Regio Waregem
35013,M,60-69,1,0,2654,68,82,Oostende,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene
35029,M,80-89,1,1,436,12,26,De Haan,West-Vlaanderen,Vlaams Gewest,Oostkust
36006,M,60-69,1,0,343,14,20,Hooglede,West-Vlaanderen,Vlaams Gewest,Midden WVL
43010,V,70-79,1,1,1122,19,39,Maldegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland
23096,V,90-100+,1,1,177,57,101,Zemst,Vlaams-Brabant,Vlaams Gewest,BraViO
46020,M,90-100+,1,1,66,47,34,Sint-Gillis-Waas,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland
31006,M,70-79,1,1,501,22,15,Damme,West-Vlaanderen,Vlaams Gewest,Oostkust
35002,V,50-59,1,0,1371,98,123,Bredene,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene
45068,V,10-19,0,0,727,0,1,Kruisem,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
42010,M,60-69,1,0,445,16,7,Laarne,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht
45064,M,10-19,0,0,265,0,0,Maarkedal,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
45064,V,80-89,1,1,279,24,63,Maarkedal,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
38025,M,30-39,1,0,698,42,22,Veurne,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
72042,M,40-49,1,0,1564,62,18,Oudsbergen,Limburg,Vlaams Gewest,Kemp en Duin
34027,V,40-49,1,0,2123,161,185,Menen,West-Vlaanderen,Vlaams Gewest,Regio Menen
13002,M,60-69,1,0,92,0,1,Baarle-Hertog,Antwerpen,Vlaams Gewest,Kempenland
32006,M,80-89,1,1,188,4,20,Houthulst,West-Vlaanderen,Vlaams Gewest,Westhoek
45059,V,10-19,0,0,638,0,1,Brakel,Oost-Vlaanderen,Vlaams Gewest,Panacea
45060,V,0-9,0,0,323,0,0,Kluisbergen,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
71004,M,10-19,0,0,2193,2,0,Beringen,Limburg,Vlaams Gewest,West-Limburg
33021,M,0-9,0,0,963,0,0,Poperinge,West-Vlaanderen,Vlaams Gewest,Westhoek
33040,M,40-49,1,0,510,7,14,Langemark-Poelkapelle,West-Vlaanderen,Vlaams Gewest,Westhoek
38016,V,40-49,1,0,536,41,26,Nieuwpoort,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
43010,M,30-39,1,0,1423,27,23,Maldegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland
44052,V,10-19,1,0,161,0,1,Oosterzele,Oost-Vlaanderen,Vlaams Gewest,Panacea
41027,M,80-89,1,1,362,56,19,Herzele,Oost-Vlaanderen,Vlaams Gewest,Panacea
13001,M,80-89,1,1,263,7,21,Arendonk,Antwerpen,Vlaams Gewest,Kempenland
24011,V,40-49,1,0,708,97,63,Bierbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
44073,M,70-79,1,1,382,6,39,Wachtebeke,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht
45059,M,60-69,1,1,474,7,8,Brakel,Oost-Vlaanderen,Vlaams Gewest,Panacea
41063,V,60-69,1,1,239,5,3,Sint-Lievens-Houtem,Oost-Vlaanderen,Vlaams Gewest,Panacea
44019,M,10-19,1,0,384,2,6,Evergem,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland
45059,M,10-19,0,0,665,0,0,Brakel,Oost-Vlaanderen,Vlaams Gewest,Panacea
71016,V,40-49,1,0,4343,376,230,Genk,Limburg,Vlaams Gewest,Kemp en Duin
71022,V,70-79,1,1,3885,144,117,Hasselt,Limburg,Vlaams Gewest,Herkenrode
72030,M,60-69,1,0,623,16,9,Peer,Limburg,Vlaams Gewest,Noord-Limburg
73006,V,20-29,1,0,1763,188,100,Bilzen,Limburg,Vlaams Gewest,Zuid-Oost Limburg
23099,M,10-19,1,0,204,1,0,Kraainem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek
32030,V,50-59,1,0,237,18,40,Lo-Reninge,West-Vlaanderen,Vlaams Gewest,Westhoek
46021,V,60-69,1,1,1992,78,69,Sint-Niklaas,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
71020,V,50-59,1,0,715,70,52,Halen,Limburg,Vlaams Gewest,MidWestLim
46024,V,30-39,1,0,1156,119,76,Stekene,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland
41024,V,60-69,1,1,495,10,6,Haaltert,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst
73022,V,70-79,1,1,326,3,7,Heers,Limburg,Vlaams Gewest,Haspengouw
24059,V,50-59,1,0,1198,83,102,Landen,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
31022,V,80-89,1,1,750,35,66,Oostkamp,West-Vlaanderen,Vlaams Gewest,WE40
13029,M,70-79,1,1,526,4,18,Olen,Antwerpen,Vlaams Gewest,Middenkempen
33039,M,60-69,1,0,321,3,10,Heuvelland,West-Vlaanderen,Vlaams Gewest,Westhoek
43018,M,50-59,1,0,974,19,43,Zelzate,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland
23060,V,70-79,1,1,620,15,25,Opwijk,Vlaams-Brabant,Vlaams Gewest,AMALO
31006,M,20-29,1,0,589,22,9,Damme,West-Vlaanderen,Vlaams Gewest,Oostkust
34025,V,20-29,1,0,296,27,29,Lendelede,West-Vlaanderen,Vlaams Gewest,RITS
23081,V,20-29,1,0,641,59,21,Steenokkerzeel,Vlaams-Brabant,Vlaams Gewest,BraViO
36011,V,80-89,1,1,264,21,29,Lichtervelde,West-Vlaanderen,Vlaams Gewest,Midden WVL
36006,V,10-19,1,0,109,1,5,Hooglede,West-Vlaanderen,Vlaams Gewest,Midden WVL
23033,V,50-59,1,0,752,40,55,Hoeilaart,Vlaams-Brabant,Vlaams Gewest,Druivenstreek
44048,M,20-29,1,0,636,21,14,Nazareth,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie
23024,V,10-19,1,0,111,1,7,Gooik,Vlaams-Brabant,Vlaams Gewest,Pajottenland
33016,M,0-9,0,0,62,0,0,Mesen,West-Vlaanderen,Vlaams Gewest,Westhoek
71053,V,10-19,0,0,1514,0,1,Sint-Truiden,Limburg,Vlaams Gewest,Haspengouw
72043,M,0-9,0,0,1797,0,0,Pelt,Limburg,Vlaams Gewest,Noord-Limburg
33029,V,10-19,1,0,185,3,18,Wervik,West-Vlaanderen,Vlaams Gewest,Regio Menen
44021,M,20-29,1,0,22165,650,428,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent
45062,V,40-49,1,0,123,15,13,Horebeke,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
43018,V,90-100+,1,1,86,12,38,Zelzate,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland
36006,M,10-19,0,0,460,0,0,Hooglede,West-Vlaanderen,Vlaams Gewest,Midden WVL
23032,M,0-9,0,0,339,0,0,Herne,Vlaams-Brabant,Vlaams Gewest,Pajottenland
45059,V,60-69,1,1,433,9,9,Brakel,Oost-Vlaanderen,Vlaams Gewest,Panacea
11001,M,30-39,1,0,772,25,22,Aartselaar,Antwerpen,Vlaams Gewest,RupeLaar
11001,M,10-19,0,0,632,0,0,Aartselaar,Antwerpen,Vlaams Gewest,RupeLaar
11008,V,20-29,1,0,1957,186,98,Brasschaat,Antwerpen,Vlaams Gewest,Noorderkempen
11053,M,10-19,0,0,945,0,0,Wuustwezel,Antwerpen,Vlaams Gewest,Noorderkempen
24001,V,60-69,1,0,1061,37,91,Aarschot,Vlaams-Brabant,Vlaams Gewest,Demerland
11039,V,10-19,0,0,858,1,0,Schilde,Antwerpen,Vlaams Gewest,Voorkempen
12025,M,60-69,1,1,1980,104,37,Mechelen,Antwerpen,Vlaams Gewest,Mechelen - Katelijne
13017,V,0-9,0,0,890,0,0,Kasterlee,Antwerpen,Vlaams Gewest,Middenkempen
11023,M,50-59,1,0,2049,48,40,Kapellen,Antwerpen,Vlaams Gewest,Noorderkempen
11021,M,30-39,1,0,370,19,12,Hove,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11007,V,60-69,1,1,323,10,6,Borsbeek,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
13006,M,80-89,1,1,196,1,25,Dessel,Antwerpen,Vlaams Gewest,Baldemore
13004,M,70-79,1,1,746,4,24,Beerse,Antwerpen,Vlaams Gewest,Kempenland
24094,M,10-19,0,0,798,0,1,Rotselaar,Vlaams-Brabant,Vlaams Gewest,Leuven Noord
23088,V,80-89,1,1,1051,131,150,Vilvoorde,Vlaams-Brabant,Vlaams Gewest,BraViO
