NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT
11054,M,50-59,1,0,988,Zandhoven,Antwerpen,Vlaams Gewest,Voorkempen,42,308,5,188,34,119,1,1,2
23016,M,30-39,1,0,2403,Dilbeek,Vlaams-Brabant,Vlaams Gewest,Pajottenland,118,122,15,70,91,47,10,5,2
23050,V,70-79,1,1,851,Meise,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,311,516,0,310,308,206,2,0,1
24011,V,50-59,1,0,682,Bierbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,180,111,12,79,143,30,15,2,10
11030,V,90-100+,1,1,64,Niel,Antwerpen,Vlaams Gewest,RupeLaar,44,32,0,31,38,1,0,0,6
73066,V,70-79,1,1,808,Riemst,Limburg,Vlaams Gewest,Zuid-Oost Limburg,407,405,0,304,395,101,5,0,7
45041,V,20-29,1,0,1495,Ronse,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,147,131,6,81,124,47,17,3,0
31003,M,60-69,1,0,546,Beernem,West-Vlaanderen,Vlaams Gewest,WE40,64,303,0,135,41,167,21,1,2
24066,V,30-39,1,0,840,Lubbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,141,99,26,56,103,42,10,1,2
11004,M,80-89,1,1,311,Boechout,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,285,39,0,36,282,3,1,0,2
33037,M,40-49,1,0,805,Zonnebeke,West-Vlaanderen,Vlaams Gewest,Westhoek,30,17,2,10,24,7,4,0,0
23096,M,90-100+,1,1,86,Zemst,Vlaams-Brabant,Vlaams Gewest,BraViO,40,64,0,62,37,2,0,0,3
