NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT
13019,M,50-59,1,0,1371,Lille,Antwerpen,Vlaams Gewest,Middenkempen,365,930,17,383,236,547,10,0,102
71022,V,30-39,1,0,5108,Hasselt,Limburg,Vlaams Gewest,Herkenrode,1331,2682,394,5,542,871,314,1806,81
73107,M,20-29,1,0,2196,Maasmechelen,Limburg,Vlaams Gewest,Maasland,181,788,29,2,57,783,9,3,86
13035,M,60-69,1,0,620,Ravels,Antwerpen,Vlaams Gewest,Kempenland,421,133,8,65,337,68,3,0,73
71016,M,40-49,1,0,4306,Genk,Limburg,Vlaams Gewest,Kemp en Duin,1304,2192,117,912,334,1274,21,6,832
13010,V,60-69,1,1,359,Grobbendonk,Antwerpen,Vlaams Gewest,Middenkempen,258,87,7,86,249,1,0,0,2
11054,M,70-79,1,1,664,Zandhoven,Antwerpen,Vlaams Gewest,Voorkempen,526,115,57,114,465,1,1,0,3
24016,M,40-49,1,0,560,Boutersem,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,125,392,11,75,48,316,4,1,62
34027,M,60-69,1,0,1073,Menen,West-Vlaanderen,Vlaams Gewest,Regio Menen,675,323,25,283,634,39,13,1,3
44021,V,50-59,1,0,14710,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent,8413,4478,946,1999,2877,2104,4513,375,77
23003,V,70-79,1,1,1054,Beersel,Vlaams-Brabant,Vlaams Gewest,Zennevallei,878,103,34,94,834,9,5,0,5
11022,M,20-29,1,0,1083,Kalmthout,Antwerpen,Vlaams Gewest,Noorderkempen,159,201,22,0,36,197,15,4,86
23033,V,50-59,1,0,750,Hoeilaart,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,374,283,47,78,278,205,10,0,39
13003,M,70-79,1,1,960,Balen,Antwerpen,Vlaams Gewest,Baldemore,611,315,6,306,601,9,3,0,1
23024,V,30-39,1,0,533,Gooik,Vlaams-Brabant,Vlaams Gewest,Pajottenland,138,340,41,1,79,339,12,0,6
34023,V,30-39,1,0,825,Kuurne,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,222,489,69,0,108,283,37,206,8
32011,M,60-69,1,1,377,Kortemark,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,317,45,2,44,313,1,0,0,2
38016,M,80-89,1,1,374,Nieuwpoort,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,345,10,59,8,279,2,1,0,6
24043,V,50-59,1,0,790,Holsbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,396,340,58,132,299,208,7,0,32
72038,V,40-49,1,0,734,Hechtel-Eksel,Limburg,Vlaams Gewest,Noord-Limburg,290,346,76,71,103,275,9,0,102
24062,M,10-19,1,0,1016,Leuven,Vlaams-Brabant,Vlaams Gewest,Leuven,261,48,7,3,26,26,36,19,192
11007,V,70-79,1,1,535,Borsbeek,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,347,158,78,155,183,2,75,1,11
38008,M,40-49,1,0,614,De Panne,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,163,355,16,98,74,257,4,0,69
24048,V,70-79,1,1,743,Keerbergen,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,486,226,27,219,452,7,1,0,6
42003,V,60-69,1,1,481,Berlare,Oost-Vlaanderen,Vlaams Gewest,Dender,382,87,14,84,361,3,5,0,2
42025,M,70-79,1,1,1024,Wetteren,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,630,347,12,344,611,3,3,0,4
33040,V,40-49,1,0,468,Langemark-Poelkapelle,West-Vlaanderen,Vlaams Gewest,Westhoek,191,255,36,105,100,150,17,0,38
13008,M,10-19,1,0,453,Geel,Antwerpen,Vlaams Gewest,Zuiderkempen,41,121,8,0,17,120,0,1,16
12029,V,60-69,1,0,602,Putte,Antwerpen,Vlaams Gewest,Bonstato,377,201,35,64,322,137,16,0,4
24045,M,40-49,1,0,631,Huldenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,161,394,21,64,76,329,4,1,60
12025,V,10-19,0,0,4003,Mechelen,Antwerpen,Vlaams Gewest,Mechelen - Katelijne,36,212,5,0,20,212,0,0,11
32011,V,90-100+,1,1,128,Kortemark,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,110,10,50,7,59,3,0,0,1
23064,V,60-69,1,1,136,Pepingen,Vlaams-Brabant,Vlaams Gewest,Zennevallei,111,14,2,13,108,1,1,0,0
71037,V,10-19,0,0,570,Lummen,Limburg,Vlaams Gewest,MidWestLim,3,55,0,0,3,55,0,0,0
31042,M,20-29,1,0,159,Zuienkerke,West-Vlaanderen,Vlaams Gewest,Oostkust,35,26,3,2,6,24,2,0,24
45060,V,40-49,1,0,415,Kluisbergen,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,225,156,28,53,102,103,1,0,94
33011,V,10-19,1,0,373,Ieper,West-Vlaanderen,Vlaams Gewest,Westhoek,71,27,22,1,45,26,4,0,0
24086,M,30-39,1,0,641,Oud-Heverlee,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,76,494,24,5,41,489,9,0,2
42004,V,50-59,1,0,1120,Buggenhout,Oost-Vlaanderen,Vlaams Gewest,Dender,461,596,55,338,390,258,12,0,4
73042,V,20-29,1,0,1292,Lanaken,Limburg,Vlaams Gewest,Maasland,283,394,76,1,148,391,17,2,42
36006,V,60-69,1,0,319,Hooglede,West-Vlaanderen,Vlaams Gewest,Midden WVL,176,131,19,94,156,37,0,0,1
35005,V,90-100+,1,1,81,Gistel,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,71,5,33,4,38,1,0,0,0
44043,V,30-39,1,0,1592,Merelbeke,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,528,908,152,1,334,902,35,5,7
44021,M,80-89,1,1,4340,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent,3916,105,2031,50,745,41,947,14,193
