NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,VACCINATED_FIRST_DOSIS_NBR,VACCINATED_SECOND_DOSIS_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE
34042,M,90-100+,1,1,71,2,24,Zwevegem,West-Vlaanderen,Vlaams Gewest,Regio Waregem
11008,V,40-49,1,0,2386,119,84,Brasschaat,Antwerpen,Vlaams Gewest,Noorderkempen
44034,V,60-69,1,0,694,20,35,Lochristi,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht
38008,V,90-100+,1,1,109,3,63,De Panne,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
71002,V,50-59,1,0,610,25,13,As,Limburg,Vlaams Gewest,Kemp en Duin
46013,V,60-69,1,1,444,4,2,Kruibeke,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland
13046,V,30-39,1,0,707,37,34,Vosselaar,Antwerpen,Vlaams Gewest,Kempenland
38025,M,90-100+,1,1,61,1,19,Veurne,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
73032,M,10-19,0,0,460,0,0,Hoeselt,Limburg,Vlaams Gewest,Zuid-Oost Limburg
24062,V,60-69,1,1,2365,49,70,Leuven,Vlaams-Brabant,Vlaams Gewest,Leuven
44019,M,60-69,1,0,1157,12,26,Evergem,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland
71069,M,70-79,1,1,445,1,11,Ham,Limburg,Vlaams Gewest,West-Limburg
38014,V,70-79,1,1,2146,11,33,Koksijde,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
11040,M,50-59,1,0,2518,38,31,Schoten,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid
13035,V,50-59,1,0,1228,55,44,Ravels,Antwerpen,Vlaams Gewest,Kempenland
34027,V,50-59,1,0,2234,91,175,Menen,West-Vlaanderen,Vlaams Gewest,Regio Menen
23097,M,90-100+,1,1,30,0,3,Roosdaal,Vlaams-Brabant,Vlaams Gewest,Pajottenland
41034,M,0-9,0,0,941,0,0,Lede,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst
