NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT
23033,V,50-59,1,0,750,Hoeilaart,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,167,457,18,105,119,352,10,0,20
32003,V,50-59,1,0,1241,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,387,781,90,121,207,660,12,0,78
46021,M,80-89,1,1,1521,Sint-Niklaas,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,935,493,0,470,904,23,11,0,20
44021,V,50-59,1,0,14710,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent,2916,9246,581,2296,1520,3096,758,3854,57
44020,M,30-39,1,0,727,Gavere,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,44,71,8,16,35,55,1,0,0
24059,V,60-69,1,0,572,Landen,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,287,257,4,51,277,206,1,0,5
11016,V,60-69,1,0,609,Essen,Antwerpen,Vlaams Gewest,Noorderkempen,114,399,9,79,94,320,6,0,5
11007,V,70-79,1,1,535,Borsbeek,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,268,234,4,227,180,4,73,3,11
71022,V,30-39,1,0,5108,Hasselt,Limburg,Vlaams Gewest,Herkenrode,811,513,310,87,456,119,40,307,5
13031,M,60-69,1,1,467,Oud-Turnhout,Antwerpen,Vlaams Gewest,Kempenland,264,183,1,31,261,152,2,0,0
72037,M,40-49,1,0,818,Hamont-Achel,Limburg,Vlaams Gewest,Noord-Limburg,40,151,9,71,25,78,1,2,5
12021,V,80-89,1,1,1172,Lier,Antwerpen,Vlaams Gewest,Pallieterland,970,148,0,132,957,16,3,0,10
71070,M,40-49,1,0,2303,Heusden-Zolder,Limburg,Vlaams Gewest,MidWestLim,143,494,30,91,97,403,12,0,4
37018,V,50-59,1,0,1006,Wingene,West-Vlaanderen,Vlaams Gewest,RITS,284,359,73,229,193,129,10,1,8
13003,M,70-79,1,1,960,Balen,Antwerpen,Vlaams Gewest,Baldemore,601,322,4,306,593,16,3,0,1
32011,M,60-69,1,1,377,Kortemark,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,264,98,0,46,262,52,0,0,2
11021,V,60-69,1,0,312,Hove,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,105,186,6,64,92,121,5,1,2
11004,M,60-69,1,1,405,Boechout,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,314,72,2,59,306,13,4,0,2
13029,V,20-29,1,0,639,Olen,Antwerpen,Vlaams Gewest,Middenkempen,130,45,54,17,70,24,6,4,0
31012,V,50-59,1,0,1104,Jabbeke,West-Vlaanderen,Vlaams Gewest,WE40,293,493,61,72,207,421,13,0,12
35029,V,50-59,1,0,1049,De Haan,West-Vlaanderen,Vlaams Gewest,Oostkust,189,476,25,189,143,286,10,1,11
41063,M,60-69,1,1,250,Sint-Lievens-Houtem,Oost-Vlaanderen,Vlaams Gewest,Panacea,159,82,0,68,156,14,1,0,2
23096,V,40-49,1,0,1540,Zemst,Vlaams-Brabant,Vlaams Gewest,BraViO,292,249,73,36,142,212,11,1,66
13011,V,80-89,1,1,931,Herentals,Antwerpen,Vlaams Gewest,Middenkempen,609,278,8,167,590,111,0,0,11
73006,V,10-19,1,0,302,Bilzen,Limburg,Vlaams Gewest,Zuid-Oost Limburg,29,19,4,5,24,14,1,0,0
24086,M,30-39,1,0,641,Oud-Heverlee,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,67,49,22,7,36,41,8,1,1
46003,V,30-39,1,0,2928,Beveren,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,495,362,179,46,271,312,32,4,13
35005,V,80-89,1,1,428,Gistel,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,302,107,1,102,290,5,1,0,10
