NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT
42004,V,18-29,1,0,913,Buggenhout,Oost-Vlaanderen,Vlaams Gewest,Dender,830,23,85,0,674,23,9,0,62,0,0
35011,V,12-17,0,0,469,Middelkerke,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,226,195,1,0,223,195,1,0,1,0,0
13016,M,50-59,1,0,873,Hulshout,Antwerpen,Vlaams Gewest,Zuiderkempen,830,2,181,0,622,2,4,0,23,0,0
24134,M,18-29,1,0,1345,Scherpenheuvel-Zichem,Vlaams-Brabant,Vlaams Gewest,Demerland,1215,43,38,0,1038,43,15,0,124,0,0
44021,V,30-39,1,0,20386,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent,16060,772,1377,12,7527,211,6988,549,163,5,0
46025,M,40-49,1,0,1942,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,1672,55,122,11,1371,44,8,0,171,0,0
11052,V,80-89,1,1,395,Wommelgem,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,378,0,100,0,208,0,62,0,8,0,0
24104,V,30-39,1,0,1252,Tervuren,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,1003,38,63,3,912,34,12,1,16,0,0
44021,V,60-69,1,1,6123,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent,5547,52,812,11,2154,19,2504,22,77,0,0
12002,M,70-79,1,1,522,Berlaar,Antwerpen,Vlaams Gewest,Pallieterland,494,11,215,5,276,6,0,0,3,0,0
24041,M,80-89,1,1,117,Hoegaarden,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,108,2,23,1,79,1,0,0,6,0,0
24011,V,70-79,1,1,486,Bierbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,473,2,89,1,379,1,1,0,4,0,0
