NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT,BOOSTER_AMT,POPULATION_NBR
13008,V,60-69,1,1,Geel,ANTWERPEN,VLAAMS GEWEST,Zuiderkempen,1181,2,267,1,863,1,30,0,21,0,0,1154,1219
13037,M,60-69,1,1,Rijkevorsel,ANTWERPEN,VLAAMS GEWEST,Kempenland,339,0,44,0,292,0,2,0,1,0,0,332,352
72039,V,30-39,1,0,Houthalen-Helchteren,LIMBURG,VLAAMS GEWEST,MidWestLim,1717,23,139,0,1461,21,31,2,85,1,0,1275,1931
12025,V,50-59,1,0,Mechelen,ANTWERPEN,VLAAMS GEWEST,Mechelen-Katelijne,5027,23,1228,4,3588,16,50,3,160,1,0,4423,5330
31005,V,18-29,1,0,Brugge,WEST-VLAANDEREN,VLAAMS GEWEST,Brugge,7241,75,589,1,5846,51,175,21,629,2,2,6116,7797
23003,M,18-29,1,0,Beersel,VLAAMS-BRABANT,VLAAMS GEWEST,Zennevallei,1474,38,26,1,1210,27,18,9,220,0,1,1056,1757
43005,V,80-89,1,1,Eeklo,OOST-VLAANDEREN,VLAAMS GEWEST,Oost-Meetjesland,757,4,183,3,553,1,7,0,14,0,0,714,789
72039,M,50-59,1,0,Houthalen-Helchteren,LIMBURG,VLAAMS GEWEST,MidWestLim,2092,16,585,2,1435,11,16,2,54,2,1,1912,2215
11021,V,18-29,1,0,Hove,ANTWERPEN,VLAAMS GEWEST,ZORA,467,1,42,0,379,1,11,0,35,0,0,410,508
71069,M,60-69,1,1,Ham,LIMBURG,VLAAMS GEWEST,West-Limburg,319,0,63,0,254,0,0,0,2,0,0,315,325
