NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT
46021,M,70-79,1,1,3221,Sint-Niklaas,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,2085,957,4,889,2048,68,15,0,18
12025,V,80-89,1,1,2296,Mechelen,Antwerpen,Vlaams Gewest,Mechelen - Katelijne,1925,231,7,200,1872,31,6,0,40
24041,V,40-49,1,0,479,Hoegaarden,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,113,89,20,42,86,46,6,1,1
36008,V,30-39,1,0,1751,Izegem,West-Vlaanderen,Vlaams Gewest,RITS,372,168,79,86,246,82,26,0,21
11008,V,70-79,1,1,2236,Brasschaat,Antwerpen,Vlaams Gewest,Noorderkempen,1390,740,8,671,1365,69,4,0,13
38008,V,60-69,1,0,513,De Panne,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,143,320,0,54,94,266,1,0,48
41024,V,30-39,1,0,1178,Haaltert,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,239,142,86,37,131,104,19,1,3
12025,M,20-29,1,0,5702,Mechelen,Antwerpen,Vlaams Gewest,Mechelen - Katelijne,353,245,68,67,251,175,27,3,7
71016,V,80-89,1,1,1993,Genk,Limburg,Vlaams Gewest,Kemp en Duin,1227,636,4,607,1196,29,7,0,20
23088,V,80-89,1,1,1009,Vilvoorde,Vlaams-Brabant,Vlaams Gewest,BraViO,626,294,2,284,615,10,3,0,6
12014,V,60-69,1,1,1335,Heist-op-den-Berg,Antwerpen,Vlaams Gewest,Bonstato,698,587,16,401,673,186,3,0,6
24134,V,30-39,1,0,1344,Scherpenheuvel-Zichem,Vlaams-Brabant,Vlaams Gewest,Demerland,228,126,45,71,163,55,18,0,2
71067,V,40-49,1,0,464,Zutendaal,Limburg,Vlaams Gewest,Kemp en Duin,75,133,32,97,36,36,4,0,3
24054,M,60-69,1,1,265,Kortenaken,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,122,133,0,21,120,112,0,0,2
12029,V,60-69,1,1,580,Putte,Antwerpen,Vlaams Gewest,Bonstato,296,263,4,155,290,108,1,0,1
23062,M,90-100+,1,1,99,Overijse,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,32,55,1,55,26,0,0,0,5
13019,M,80-89,1,1,298,Lille,Antwerpen,Vlaams Gewest,Middenkempen,233,54,0,49,232,4,0,1,1
12014,V,40-49,1,0,2719,Heist-op-den-Berg,Antwerpen,Vlaams Gewest,Bonstato,733,382,175,218,325,163,45,1,188
24001,V,20-29,1,0,1672,Aarschot,Vlaams-Brabant,Vlaams Gewest,Demerland,362,128,69,68,270,59,22,1,1
72030,V,60-69,1,1,459,Peer,Limburg,Vlaams Gewest,Noord-Limburg,198,247,1,122,195,125,2,0,0
44085,M,70-79,1,1,1293,Lievegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,711,544,0,534,703,10,6,0,2
23097,M,60-69,1,0,405,Roosdaal,Vlaams-Brabant,Vlaams Gewest,Pajottenland,81,307,1,50,76,257,1,0,3
33037,V,40-49,1,0,815,Zonnebeke,West-Vlaanderen,Vlaams Gewest,Westhoek,201,187,56,115,121,72,20,0,4
45059,V,60-69,1,0,541,Brakel,Oost-Vlaanderen,Vlaams Gewest,Panacea,121,282,1,134,111,148,3,0,6
13031,V,70-79,1,1,741,Oud-Turnhout,Antwerpen,Vlaams Gewest,Kempenland,433,273,0,264,431,9,2,0,0
24038,V,40-49,1,0,1430,Herent,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,340,234,90,118,183,110,16,6,51
71020,M,60-69,1,0,339,Halen,Limburg,Vlaams Gewest,MidWestLim,21,232,0,23,17,209,1,0,3
13025,V,40-49,1,0,2386,Mol,Antwerpen,Vlaams Gewest,Baldemore,436,135,108,85,277,46,47,4,4
23047,V,20-29,1,0,1000,Machelen,Vlaams-Brabant,Vlaams Gewest,BraViO,123,33,32,5,84,27,6,1,1
72043,M,70-79,1,1,1458,Pelt,Limburg,Vlaams Gewest,Noord-Limburg,1007,411,4,358,987,51,14,2,2
38002,M,30-39,1,0,323,Alveringem,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,18,20,4,6,13,14,1,0,0
24011,V,80-89,1,1,315,Bierbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,251,50,1,44,245,6,1,0,4
36012,M,60-69,1,0,407,Moorslede,West-Vlaanderen,Vlaams Gewest,Midden WVL,76,299,4,140,67,157,3,2,2
46025,M,50-59,1,0,2243,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,216,970,22,554,144,414,15,2,35
24016,M,50-59,1,0,634,Boutersem,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,65,325,19,237,37,86,6,2,3
