NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,PARTLY_VACCINATED_JJ_AMT
23062,V,80-89,1,1,770,Overijse,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,83,638,0,132,83,505,0,1,0,0
41081,M,60-69,1,0,921,Zottegem,Oost-Vlaanderen,Vlaams Gewest,Panacea,42,16,0,5,39,5,3,6,0,0
37020,M,70-79,1,1,414,Ardooie,West-Vlaanderen,Vlaams Gewest,Midden WVL,19,94,0,21,19,73,0,0,0,0
11052,V,50-59,1,0,968,Wommelgem,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,104,82,0,71,87,9,17,2,0,0
13036,V,90-100+,1,1,59,Retie,Antwerpen,Vlaams Gewest,Baldemore,24,42,0,5,24,37,0,0,0,0
13017,V,60-69,1,1,571,Kasterlee,Antwerpen,Vlaams Gewest,Middenkempen,28,15,0,13,28,1,0,1,0,0
12040,M,0-9,0,0,1740,Willebroek,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland,0,0,0,0,0,0,0,0,0,0
23081,V,60-69,1,1,326,Steenokkerzeel,Vlaams-Brabant,Vlaams Gewest,BraViO,16,10,0,6,15,3,1,1,0,0
13006,V,10-19,1,0,103,Dessel,Antwerpen,Vlaams Gewest,Baldemore,6,0,0,0,6,0,0,0,0,0
23064,M,30-39,1,0,241,Pepingen,Vlaams-Brabant,Vlaams Gewest,Zennevallei,8,12,0,9,8,3,0,0,0,0
24133,M,70-79,1,1,335,Linter,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,9,11,0,2,8,8,1,1,0,0
32011,M,50-59,1,0,951,Kortemark,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,26,29,0,22,26,5,0,2,0,0
34022,M,20-29,1,0,5092,Kortrijk,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,138,125,0,91,131,24,7,10,0,0
34025,V,80-89,1,1,218,Lendelede,West-Vlaanderen,Vlaams Gewest,RITS,43,163,0,42,43,121,0,0,0,0
37010,M,30-39,1,0,487,Oostrozebeke,West-Vlaanderen,Vlaams Gewest,RITS,6,4,0,2,6,2,0,0,0,0
46025,V,10-19,0,0,1382,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,2,0,0,0,2,0,0,0,0,0
71053,M,60-69,1,1,1277,Sint-Truiden,Limburg,Vlaams Gewest,Haspengouw,52,51,0,32,51,7,1,12,0,0
72041,V,20-29,1,0,1130,Dilsen-Stokkem,Limburg,Vlaams Gewest,Maasland,95,121,0,100,85,20,10,1,0,0
36006,M,10-19,1,0,102,Hooglede,West-Vlaanderen,Vlaams Gewest,Midden WVL,5,0,0,0,5,0,0,0,0,0
44019,M,0-9,0,0,1902,Evergem,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,0,0,0,0,0,0,0,0,0,0
11055,V,90-100+,1,1,146,Zoersel,Antwerpen,Vlaams Gewest,Voorkempen,95,62,0,48,95,14,0,0,0,0
13011,M,80-89,1,1,637,Herentals,Antwerpen,Vlaams Gewest,Middenkempen,50,391,0,82,50,309,0,0,0,0
33016,V,90-100+,1,1,1,Mesen,West-Vlaanderen,Vlaams Gewest,Westhoek,0,4,0,2,0,2,0,0,0,0
23016,M,60-69,1,1,1075,Dilbeek,Vlaams-Brabant,Vlaams Gewest,Pajottenland,62,50,0,30,61,18,1,2,0,0
42008,V,10-19,0,0,1123,Hamme,Oost-Vlaanderen,Vlaams Gewest,Dender,11,0,0,0,11,0,0,0,0,0
11052,M,60-69,1,1,382,Wommelgem,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,11,5,0,3,11,1,0,1,0,0
23044,V,70-79,1,1,666,Liedekerke,Vlaams-Brabant,Vlaams Gewest,AMALO,42,10,0,4,42,5,0,1,0,0
24008,V,10-19,0,0,251,Bekkevoort,Vlaams-Brabant,Vlaams Gewest,Demerland,1,0,0,0,1,0,0,0,0,0
31022,M,60-69,1,1,623,Oostkamp,West-Vlaanderen,Vlaams Gewest,WE40,17,20,0,10,16,7,1,3,0,0
13013,M,80-89,1,1,386,Herselt,Antwerpen,Vlaams Gewest,Zuiderkempen,40,304,0,55,39,248,1,1,0,0
12002,M,30-39,1,0,655,Berlaar,Antwerpen,Vlaams Gewest,Pallieterland,16,27,0,21,12,4,4,2,0,0
23045,M,30-39,1,0,1111,Londerzeel,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,32,45,0,34,30,9,2,2,0,0
34002,M,70-79,1,1,622,Anzegem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,23,215,0,50,21,165,2,0,0,0
36007,M,30-39,1,0,697,Ingelmunster,West-Vlaanderen,Vlaams Gewest,RITS,13,17,0,11,11,4,2,2,0,0
37020,V,40-49,1,0,518,Ardooie,West-Vlaanderen,Vlaams Gewest,Midden WVL,72,42,0,38,70,4,2,0,0,0
46024,V,90-100+,1,1,117,Stekene,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,58,69,0,66,58,3,0,0,0,0
71057,M,70-79,1,1,803,Tessenderlo,Limburg,Vlaams Gewest,West-Limburg,16,265,0,7,16,258,0,0,0,0
23096,V,40-49,1,0,1519,Zemst,Vlaams-Brabant,Vlaams Gewest,BraViO,119,107,0,88,112,19,7,0,0,0
42004,V,90-100+,1,1,96,Buggenhout,Oost-Vlaanderen,Vlaams Gewest,Dender,68,39,0,38,68,1,0,0,0,0
46021,V,70-79,1,1,3576,Sint-Niklaas,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,221,471,0,83,218,374,3,14,0,0
23104,V,90-100+,1,1,86,Lennik,Vlaams-Brabant,Vlaams Gewest,Pajottenland,37,44,0,37,37,7,0,0,0,0
44043,V,60-69,1,1,670,Merelbeke,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,34,31,0,13,33,13,1,5,0,0
46003,V,50-59,1,0,3537,Beveren,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,421,236,0,184,379,41,42,11,0,0
11057,V,10-19,1,0,171,Malle,Antwerpen,Vlaams Gewest,Voorkempen,6,2,0,1,6,1,0,0,0,0
11001,V,20-29,1,0,679,Aartselaar,Antwerpen,Vlaams Gewest,RupeLaar,58,66,0,55,51,9,7,2,0,0
11001,M,70-79,1,1,799,Aartselaar,Antwerpen,Vlaams Gewest,RupeLaar,17,18,0,9,17,6,0,3,0,0
11002,M,0-9,0,0,36062,Antwerpen,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,0,0,0,0,0,0,0,0,0,0
11029,M,60-69,1,0,762,Mortsel,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,67,19,0,16,64,3,3,0,0,0
11008,V,60-69,1,1,1296,Brasschaat,Antwerpen,Vlaams Gewest,Noorderkempen,48,146,0,62,47,83,1,1,0,0
13049,M,40-49,1,0,1705,Westerlo,Antwerpen,Vlaams Gewest,Zuiderkempen,41,54,0,45,37,7,4,2,0,0
12005,V,60-69,1,0,550,Bonheiden,Antwerpen,Vlaams Gewest,Bonstato,72,52,0,48,64,4,8,0,0,0
13001,M,80-89,1,1,263,Arendonk,Antwerpen,Vlaams Gewest,Kempenland,26,226,0,30,26,196,0,0,0,0
13002,M,60-69,1,0,92,Baarle-Hertog,Antwerpen,Vlaams Gewest,Kempenland,1,0,0,0,1,0,0,0,0,0
13036,V,10-19,0,0,467,Retie,Antwerpen,Vlaams Gewest,Baldemore,1,0,0,0,1,0,0,0,0,0
24011,V,40-49,1,0,708,Bierbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,97,76,0,59,87,9,10,8,0,0
23032,M,0-9,0,0,339,Herne,Vlaams-Brabant,Vlaams Gewest,Pajottenland,0,0,0,0,0,0,0,0,0,0
37010,V,20-29,1,0,496,Oostrozebeke,West-Vlaanderen,Vlaams Gewest,RITS,63,45,0,37,55,7,8,1,0,0
24059,V,50-59,1,0,1198,Landen,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,139,75,0,60,138,14,1,1,0,0
32030,V,50-59,1,0,237,Lo-Reninge,West-Vlaanderen,Vlaams Gewest,Westhoek,47,18,0,13,44,5,3,0,0,0
13035,V,30-39,1,0,866,Ravels,Antwerpen,Vlaams Gewest,Kempenland,59,98,0,78,56,20,3,0,0,0
23025,V,20-29,1,0,2142,Grimbergen,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,98,123,0,97,89,25,9,1,0,0
24008,V,20-29,1,0,330,Bekkevoort,Vlaams-Brabant,Vlaams Gewest,Demerland,32,39,0,32,30,6,2,1,0,0
31022,V,80-89,1,1,750,Oostkamp,West-Vlaanderen,Vlaams Gewest,WE40,94,597,0,147,91,448,3,2,0,0
23105,M,40-49,1,0,934,Affligem,Vlaams-Brabant,Vlaams Gewest,AMALO,22,51,0,42,20,9,2,0,0,0
13044,V,10-19,0,0,326,Vorselaar,Antwerpen,Vlaams Gewest,Middenkempen,1,0,0,0,1,0,0,0,0,0
13049,V,40-49,1,0,1711,Westerlo,Antwerpen,Vlaams Gewest,Zuiderkempen,160,150,0,124,146,22,14,4,0,0
23060,M,50-59,1,0,1052,Opwijk,Vlaams-Brabant,Vlaams Gewest,AMALO,26,44,0,24,25,19,1,1,0,0
23060,V,70-79,1,1,620,Opwijk,Vlaams-Brabant,Vlaams Gewest,AMALO,33,12,0,4,33,7,0,1,0,0
23081,V,20-29,1,0,641,Steenokkerzeel,Vlaams-Brabant,Vlaams Gewest,BraViO,34,57,0,49,30,6,4,2,0,0
24014,V,70-79,1,1,566,Boortmeerbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,14,109,0,14,14,94,0,1,0,0
32006,M,80-89,1,1,188,Houthulst,West-Vlaanderen,Vlaams Gewest,Westhoek,24,129,0,48,24,81,0,0,0,0
33021,M,0-9,0,0,963,Poperinge,West-Vlaanderen,Vlaams Gewest,Westhoek,0,0,0,0,0,0,0,0,0,0
34023,M,30-39,1,0,827,Kuurne,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,24,15,0,13,24,1,0,1,0,0
36006,V,10-19,1,0,109,Hooglede,West-Vlaanderen,Vlaams Gewest,Midden WVL,5,2,0,2,5,0,0,0,0,0
44052,V,10-19,1,0,161,Oosterzele,Oost-Vlaanderen,Vlaams Gewest,Panacea,1,1,0,0,1,0,0,1,0,0
35013,M,60-69,1,0,2654,Oostende,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene,117,90,0,52,110,25,7,13,0,0
38016,V,40-49,1,0,536,Nieuwpoort,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,33,51,0,36,33,13,0,2,0,0
46020,M,90-100+,1,1,66,Sint-Gillis-Waas,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,34,51,0,44,34,5,0,2,0,0
33016,M,0-9,0,0,62,Mesen,West-Vlaanderen,Vlaams Gewest,Westhoek,0,0,0,0,0,0,0,0,0,0
34043,V,50-59,1,0,167,Spiere-Helkijn,West-Vlaanderen,Vlaams Gewest,Regio Waregem,15,9,0,9,14,0,1,0,0,0
41024,V,60-69,1,1,495,Haaltert,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,13,11,0,3,13,7,0,1,0,0
43018,M,50-59,1,0,974,Zelzate,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,45,49,0,15,45,3,0,31,0,0
44021,M,20-29,1,0,22165,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent,604,628,0,488,548,71,56,69,0,0
45062,V,40-49,1,0,123,Horebeke,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,16,14,0,12,14,1,2,1,0,0
45064,M,10-19,0,0,265,Maarkedal,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,0,0,0,0,0,0,0,0,0,0
41063,V,60-69,1,1,239,Sint-Lievens-Houtem,Oost-Vlaanderen,Vlaams Gewest,Panacea,7,8,0,4,7,4,0,0,0,0
24094,V,50-59,1,0,1313,Rotselaar,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,204,110,0,84,197,22,7,4,0,0
34023,V,0-9,0,0,763,Kuurne,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,0,0,0,0,0,0,0,0,0,0
11025,M,20-29,1,0,503,Lint,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,14,23,0,17,12,6,2,0,0,0
23024,V,10-19,1,0,111,Gooik,Vlaams-Brabant,Vlaams Gewest,Pajottenland,7,2,0,1,7,0,0,1,0,0
35002,V,50-59,1,0,1371,Bredene,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene,149,116,0,98,145,13,4,5,0,0
23088,M,20-29,1,0,2775,Vilvoorde,Vlaams-Brabant,Vlaams Gewest,BraViO,30,55,0,40,27,13,3,2,0,0
23033,V,50-59,1,0,752,Hoeilaart,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,66,50,0,35,63,12,3,3,0,0
31006,M,20-29,1,0,589,Damme,West-Vlaanderen,Vlaams Gewest,Oostkust,19,18,0,12,15,4,4,2,0,0
33029,V,10-19,1,0,185,Wervik,West-Vlaanderen,Vlaams Gewest,Regio Menen,18,3,0,1,18,2,0,0,0,0
44073,M,70-79,1,1,382,Wachtebeke,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,41,83,0,21,41,61,0,1,0,0
34027,V,40-49,1,0,2123,Menen,West-Vlaanderen,Vlaams Gewest,Regio Menen,213,168,0,139,203,19,10,10,0,0
33039,M,60-69,1,0,321,Heuvelland,West-Vlaanderen,Vlaams Gewest,Westhoek,13,7,0,3,12,2,1,2,0,0
45068,V,10-19,0,0,727,Kruisem,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,1,0,0,0,1,0,0,0,0,0
71016,V,40-49,1,0,4343,Genk,Limburg,Vlaams Gewest,Kemp en Duin,319,376,0,322,292,40,27,14,0,0
73022,V,70-79,1,1,326,Heers,Limburg,Vlaams Gewest,Haspengouw,9,7,0,2,9,5,0,0,0,0
24028,M,70-79,1,1,259,Geetbets,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,10,7,0,2,10,4,0,1,0,0
23101,V,60-69,1,1,553,Sint-Genesius-Rode,Vlaams-Brabant,Vlaams Gewest,Zennevallei,40,33,0,8,38,21,2,4,0,0
34025,V,20-29,1,0,296,Lendelede,West-Vlaanderen,Vlaams Gewest,RITS,37,27,0,18,37,6,0,3,0,0
24048,M,30-39,1,0,552,Keerbergen,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,21,21,0,16,16,4,5,1,0,0
23062,M,10-19,0,0,1382,Overijse,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,0,1,0,0,0,1,0,0,0,0
23009,M,10-19,1,0,23,Bever,Vlaams-Brabant,Vlaams Gewest,Pajottenland,0,1,0,0,0,0,0,1,0,0
11001,V,60-69,1,0,508,Aartselaar,Antwerpen,Vlaams Gewest,RupeLaar,60,40,0,29,47,9,13,2,0,0
11001,V,90-100+,1,1,123,Aartselaar,Antwerpen,Vlaams Gewest,RupeLaar,103,38,0,30,103,8,0,0,0,0
11004,M,90-100+,1,1,55,Boechout,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,26,34,0,31,26,2,0,1,0,0
11008,V,60-69,1,0,1478,Brasschaat,Antwerpen,Vlaams Gewest,Noorderkempen,163,80,0,51,147,27,16,2,0,0
11009,V,40-49,1,0,1853,Brecht,Antwerpen,Vlaams Gewest,Voorkempen,216,138,0,105,185,30,31,3,0,0
11024,V,10-19,0,0,916,Kontich,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,1,0,0,0,1,0,0,0,0,0
12009,V,30-39,1,0,1123,Duffel,Antwerpen,Vlaams Gewest,Pallieterland,106,132,0,116,99,15,7,1,0,0
11030,M,80-89,1,1,185,Niel,Antwerpen,Vlaams Gewest,RupeLaar,21,137,0,28,21,108,0,1,0,0
12014,V,60-69,1,1,1308,Heist-op-den-Berg,Antwerpen,Vlaams Gewest,Bonstato,51,43,0,32,51,9,0,2,0,0
13006,V,0-9,0,0,465,Dessel,Antwerpen,Vlaams Gewest,Baldemore,0,0,0,0,0,0,0,0,0,0
23032,V,20-29,1,0,316,Herne,Vlaams-Brabant,Vlaams Gewest,Pajottenland,39,30,0,19,34,9,5,2,0,0
23088,M,50-59,1,0,2955,Vilvoorde,Vlaams-Brabant,Vlaams Gewest,BraViO,111,126,0,99,108,24,3,3,0,0
12029,V,90-100+,1,1,142,Putte,Antwerpen,Vlaams Gewest,Bonstato,70,66,0,52,70,13,0,1,0,0
11054,M,80-89,1,1,294,Zandhoven,Antwerpen,Vlaams Gewest,Voorkempen,32,234,0,60,32,173,0,1,0,0
13036,V,70-79,1,1,491,Retie,Antwerpen,Vlaams Gewest,Baldemore,27,63,0,11,27,52,0,0,0,0
13016,M,0-9,0,0,528,Hulshout,Antwerpen,Vlaams Gewest,Zuiderkempen,0,0,0,0,0,0,0,0,0,0
23044,V,10-19,0,0,597,Liedekerke,Vlaams-Brabant,Vlaams Gewest,AMALO,0,0,0,0,0,0,0,0,0,0
11022,V,30-39,1,0,1098,Kalmthout,Antwerpen,Vlaams Gewest,Noorderkempen,96,82,0,76,86,6,10,0,0,0
11038,V,40-49,1,0,546,Schelle,Antwerpen,Vlaams Gewest,RupeLaar,41,51,0,47,39,2,2,2,0,0
12005,M,80-89,1,1,405,Bonheiden,Antwerpen,Vlaams Gewest,Bonstato,51,345,0,52,51,290,0,3,0,0
13053,M,0-9,0,0,844,Laakdal,Antwerpen,Vlaams Gewest,Zuiderkempen,0,0,0,0,0,0,0,0,0,0
23104,M,50-59,1,0,764,Lennik,Vlaams-Brabant,Vlaams Gewest,Pajottenland,46,43,0,30,44,10,2,3,0,0
12035,M,70-79,1,1,833,Sint-Katelijne-Waver,Antwerpen,Vlaams Gewest,Mechelen - Katelijne,53,107,0,40,53,65,0,2,0,0
23062,M,20-29,1,0,1363,Overijse,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,32,41,0,31,30,7,2,3,0,0
11024,V,80-89,1,1,693,Kontich,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,111,565,0,63,111,497,0,5,0,0
11057,V,60-69,1,1,477,Malle,Antwerpen,Vlaams Gewest,Voorkempen,22,17,0,10,21,7,1,0,0,0
13025,V,10-19,1,0,385,Mol,Antwerpen,Vlaams Gewest,Baldemore,26,6,0,3,26,3,0,0,0,0
31033,M,50-59,1,0,1523,Torhout,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,85,61,0,40,81,19,4,2,0,0
12009,M,60-69,1,0,598,Duffel,Antwerpen,Vlaams Gewest,Pallieterland,40,18,0,14,36,2,4,2,0,0
11057,M,80-89,1,1,284,Malle,Antwerpen,Vlaams Gewest,Voorkempen,37,266,0,68,36,198,1,0,0,0
13029,V,40-49,1,0,825,Olen,Antwerpen,Vlaams Gewest,Middenkempen,102,57,0,55,95,2,7,0,0,0
23039,V,20-29,1,0,531,Kapelle-op-den-Bos,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,35,28,0,26,31,1,4,1,0,0
23060,V,0-9,0,0,846,Opwijk,Vlaams-Brabant,Vlaams Gewest,AMALO,0,0,0,0,0,0,0,0,0,0
13031,V,70-79,1,1,713,Oud-Turnhout,Antwerpen,Vlaams Gewest,Kempenland,30,24,0,4,29,18,1,2,0,0
13036,M,30-39,1,0,677,Retie,Antwerpen,Vlaams Gewest,Baldemore,15,14,0,9,15,4,0,1,0,0
13044,M,50-59,1,0,606,Vorselaar,Antwerpen,Vlaams Gewest,Middenkempen,22,14,0,9,22,3,0,2,0,0
23047,M,20-29,1,0,999,Machelen,Vlaams-Brabant,Vlaams Gewest,BraViO,18,18,0,14,18,4,0,0,0,0
23047,V,50-59,1,0,989,Machelen,Vlaams-Brabant,Vlaams Gewest,BraViO,101,41,0,31,93,10,8,0,0,0
23062,M,90-100+,1,1,103,Overijse,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,27,90,0,78,27,12,0,0,0,0
23064,M,10-19,0,0,252,Pepingen,Vlaams-Brabant,Vlaams Gewest,Zennevallei,1,0,0,0,1,0,0,0,0,0
23101,V,90-100+,1,1,136,Sint-Genesius-Rode,Vlaams-Brabant,Vlaams Gewest,Zennevallei,53,58,0,44,53,13,0,1,0,0
24011,M,70-79,1,1,459,Bierbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,16,98,0,26,15,70,1,2,0,0
24133,V,50-59,1,0,586,Linter,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,96,47,0,32,90,13,6,2,0,0
24137,V,20-29,1,0,279,Glabbeek,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,23,38,0,30,22,7,1,1,0,0
24137,M,10-19,0,0,262,Glabbeek,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,1,0,0,0,1,0,0,0,0,0
31004,M,10-19,0,0,630,Blankenberge,West-Vlaanderen,Vlaams Gewest,Oostkust,0,1,0,0,0,1,0,0,0,0
33011,M,60-69,1,0,1193,Ieper,West-Vlaanderen,Vlaams Gewest,Westhoek,63,39,0,15,57,8,6,16,0,0
33016,M,60-69,1,1,24,Mesen,West-Vlaanderen,Vlaams Gewest,Westhoek,1,0,0,0,1,0,0,0,0,0
33029,V,80-89,1,1,618,Wervik,West-Vlaanderen,Vlaams Gewest,Regio Menen,150,356,0,92,150,263,0,1,0,0
37010,M,40-49,1,0,535,Oostrozebeke,West-Vlaanderen,Vlaams Gewest,RITS,8,8,0,5,7,2,1,1,0,0
44034,M,60-69,1,1,616,Lochristi,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,17,30,0,13,15,16,2,1,0,0
45035,V,10-19,0,0,1316,Oudenaarde,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,1,0,0,0,1,0,0,0,0,0
38025,M,0-9,0,0,564,Veurne,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,0,0,0,0,0,0,0,0,0,0
43010,V,80-89,1,1,785,Maldegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,113,599,0,168,113,428,0,3,0,0
44048,V,30-39,1,0,721,Nazareth,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,88,79,0,72,80,5,8,2,0,0
11056,V,60-69,1,1,567,Zwijndrecht,Antwerpen,Vlaams Gewest,N-O-Waasland,37,15,0,12,36,3,1,0,0,0
12002,V,90-100+,1,1,95,Berlaar,Antwerpen,Vlaams Gewest,Pallieterland,80,35,0,28,80,6,0,1,0,0
13003,V,20-29,1,0,1181,Balen,Antwerpen,Vlaams Gewest,Baldemore,138,108,0,81,127,24,11,3,0,0
24059,V,40-49,1,0,1117,Landen,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,133,114,0,88,126,24,7,2,0,0
24094,V,90-100+,1,1,159,Rotselaar,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,89,67,0,60,89,7,0,0,0,0
24134,V,20-29,1,0,1155,Scherpenheuvel-Zichem,Vlaams-Brabant,Vlaams Gewest,Demerland,135,124,0,95,121,26,14,3,0,0
34043,M,80-89,1,1,31,Spiere-Helkijn,West-Vlaanderen,Vlaams Gewest,Regio Waregem,0,26,0,4,0,22,0,0,0,0
38025,M,50-59,1,0,884,Veurne,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,46,45,0,35,43,10,3,0,0,0
11004,V,60-69,1,1,401,Boechout,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,27,22,0,10,25,9,2,3,0,0
11005,V,20-29,1,0,1136,Boom,Antwerpen,Vlaams Gewest,RupeLaar,100,77,0,66,92,11,8,0,0,0
11009,V,70-79,1,1,1312,Brecht,Antwerpen,Vlaams Gewest,Voorkempen,52,344,0,49,51,295,1,0,0,0
11021,V,0-9,0,0,421,Hove,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,0,0,0,0,0,0,0,0,0,0
23052,M,60-69,1,0,542,Merchtem,Vlaams-Brabant,Vlaams Gewest,AMALO,24,18,0,7,23,9,1,2,0,0
11039,M,60-69,1,0,794,Schilde,Antwerpen,Vlaams Gewest,Voorkempen,40,21,0,12,35,9,5,0,0,0
11055,M,60-69,1,1,750,Zoersel,Antwerpen,Vlaams Gewest,Voorkempen,42,23,0,11,41,12,1,0,0,0
12009,V,60-69,1,0,588,Duffel,Antwerpen,Vlaams Gewest,Pallieterland,110,51,0,38,101,12,9,1,0,0
13019,V,30-39,1,0,973,Lille,Antwerpen,Vlaams Gewest,Middenkempen,107,105,0,87,99,15,8,3,0,0
24033,V,20-29,1,0,773,Haacht,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,69,76,0,63,62,13,7,0,0,0
34041,M,60-69,1,0,1042,Wevelgem,West-Vlaanderen,Vlaams Gewest,Regio Menen,47,29,0,15,45,10,2,4,0,0
11016,V,60-69,1,0,622,Essen,Antwerpen,Vlaams Gewest,Noorderkempen,54,27,0,18,51,9,3,0,0,0
13017,V,40-49,1,0,1161,Kasterlee,Antwerpen,Vlaams Gewest,Middenkempen,128,126,0,101,119,23,9,2,0,0
23077,M,70-79,1,1,1252,Sint-Pieters-Leeuw,Vlaams-Brabant,Vlaams Gewest,Zennevallei,33,223,0,27,33,195,0,1,0,0
24048,V,10-19,1,0,161,Keerbergen,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,6,4,0,1,6,3,0,0,0,0
32003,V,60-69,1,1,486,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,26,40,0,17,26,23,0,0,0,0
23009,M,50-59,1,0,186,Bever,Vlaams-Brabant,Vlaams Gewest,Pajottenland,3,10,0,9,3,1,0,0,0,0
31004,V,30-39,1,0,917,Blankenberge,West-Vlaanderen,Vlaams Gewest,Oostkust,76,79,0,52,67,23,9,4,0,0
31005,V,10-19,1,0,1208,Brugge,West-Vlaanderen,Vlaams Gewest,Brugge,34,17,0,9,34,3,0,5,0,0
32006,M,10-19,0,0,432,Houthulst,West-Vlaanderen,Vlaams Gewest,Westhoek,1,0,0,0,1,0,0,0,0,0
34009,V,40-49,1,0,734,Deerlijk,West-Vlaanderen,Vlaams Gewest,Regio Waregem,92,72,0,61,85,9,7,2,0,0
35029,V,40-49,1,0,660,De Haan,West-Vlaanderen,Vlaams Gewest,Oostkust,59,55,0,41,55,11,4,3,0,0
45059,M,20-29,1,0,763,Brakel,Oost-Vlaanderen,Vlaams Gewest,Panacea,22,28,0,21,21,5,1,2,0,0
11035,V,60-69,1,0,754,Ranst,Antwerpen,Vlaams Gewest,Pallieterland,90,45,0,34,78,10,12,1,0,0
11038,M,10-19,0,0,410,Schelle,Antwerpen,Vlaams Gewest,RupeLaar,1,1,0,1,1,0,0,0,0,0
12035,V,80-89,1,1,722,Sint-Katelijne-Waver,Antwerpen,Vlaams Gewest,Mechelen - Katelijne,160,518,0,30,159,487,1,1,0,0
13008,M,20-29,1,0,2414,Geel,Antwerpen,Vlaams Gewest,Zuiderkempen,75,64,0,54,66,8,9,2,0,0
13014,V,80-89,1,1,502,Hoogstraten,Antwerpen,Vlaams Gewest,Kempenland,73,425,0,48,73,377,0,0,0,0
24038,M,60-69,1,1,564,Herent,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,31,30,0,23,31,5,0,2,0,0
