NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,PARTLY_VACCINATED_JJ_AMT
37012,V,60-69,1,1,149,Ruiselede,West-Vlaanderen,Vlaams Gewest,RITS,16,6,0,4,15,2,1,0,0,0
37012,V,60-69,1,0,175,Ruiselede,West-Vlaanderen,Vlaams Gewest,RITS,21,17,0,15,18,2,3,0,0,0
42006,V,20-29,1,0,2612,Dendermonde,Oost-Vlaanderen,Vlaams Gewest,Dender,276,274,0,226,265,43,11,5,0,0
71016,M,40-49,1,0,4256,Genk,Limburg,Vlaams Gewest,Kemp en Duin,85,155,0,123,77,24,8,8,0,0
42023,V,70-79,1,1,500,Waasmunster,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,14,130,0,3,14,123,0,4,0,0
71069,M,60-69,1,0,364,Ham,Limburg,Vlaams Gewest,West-Limburg,10,10,0,4,10,6,0,0,0,0
72039,M,0-9,0,0,1652,Houthalen-Helchteren,Limburg,Vlaams Gewest,MidWestLim,0,0,0,0,0,0,0,0,0,0
73107,M,60-69,1,1,1117,Maasmechelen,Limburg,Vlaams Gewest,Maasland,18,20,0,9,18,7,0,4,0,0
44064,M,60-69,1,0,347,Sint-Martens-Latem,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,30,15,0,7,25,6,5,2,0,0
34023,M,50-59,1,0,1005,Kuurne,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,28,16,0,10,28,3,0,3,0,0
34023,M,40-49,1,0,829,Kuurne,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,18,21,0,17,18,3,0,1,0,0
41011,V,50-59,1,0,1489,Denderleeuw,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,140,68,0,42,128,25,12,1,0,0
44048,V,80-89,1,1,396,Nazareth,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,78,130,0,17,78,112,0,1,0,0
44081,M,30-39,1,0,1034,Zulte,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,23,26,0,20,21,4,2,2,0,0
34022,M,70-79,1,1,3033,Kortrijk,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,208,1076,0,71,207,50,1,955,0,0
73042,V,90-100+,1,1,153,Lanaken,Limburg,Vlaams Gewest,Maasland,107,78,0,72,107,6,0,0,0,0
43018,V,70-79,1,1,601,Zelzate,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,39,61,0,12,39,45,0,4,0,0
71004,V,60-69,1,0,1511,Beringen,Limburg,Vlaams Gewest,West-Limburg,109,62,0,49,101,11,8,2,0,0
71017,M,50-59,1,0,651,Gingelom,Limburg,Vlaams Gewest,Haspengouw,13,17,0,14,12,3,1,0,0,0
73083,V,60-69,1,0,1156,Tongeren,Limburg,Vlaams Gewest,Zuid-Oost Limburg,138,68,0,49,123,18,15,1,0,0
36019,M,20-29,1,0,730,Staden,West-Vlaanderen,Vlaams Gewest,Midden WVL,24,13,0,11,23,0,1,2,0,0
73022,V,40-49,1,0,512,Heers,Limburg,Vlaams Gewest,Haspengouw,46,52,0,46,45,6,1,0,0,0
13035,V,90-100+,1,1,85,Ravels,Antwerpen,Vlaams Gewest,Kempenland,29,68,0,63,29,5,0,0,0,0
13037,M,60-69,1,0,394,Rijkevorsel,Antwerpen,Vlaams Gewest,Kempenland,6,5,0,4,6,1,0,0,0,0
13049,M,60-69,1,1,884,Westerlo,Antwerpen,Vlaams Gewest,Zuiderkempen,31,15,0,6,31,9,0,0,0,0
23086,V,70-79,1,1,678,Ternat,Vlaams-Brabant,Vlaams Gewest,Pajottenland,47,94,0,19,47,74,0,1,0,0
24094,M,30-39,1,0,1006,Rotselaar,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,39,47,0,34,37,10,2,3,0,0
24104,V,60-69,1,0,643,Tervuren,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,62,34,0,19,61,13,1,2,0,0
41018,M,70-79,1,1,1392,Geraardsbergen,Oost-Vlaanderen,Vlaams Gewest,Dender Zuid,72,250,0,8,72,236,0,6,0,0
41027,M,90-100+,1,1,48,Herzele,Oost-Vlaanderen,Vlaams Gewest,Panacea,24,30,0,21,24,8,0,1,0,0
43010,M,20-29,1,0,1450,Maldegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,30,50,0,32,24,15,6,3,0,0
44013,M,40-49,1,0,1142,Destelbergen,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,42,49,0,37,40,10,2,2,0,0
44064,M,20-29,1,0,404,Sint-Martens-Latem,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,12,8,0,6,11,2,1,0,0,0
44085,M,0-9,0,0,1226,Lievegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,0,0,0,0,0,0,0,0,0,0
42011,M,50-59,1,0,1469,Lebbeke,Oost-Vlaanderen,Vlaams Gewest,Dender,63,34,0,22,59,7,4,5,0,0
71066,M,70-79,1,1,865,Zonhoven,Limburg,Vlaams Gewest,Herkenrode,23,439,0,40,23,73,0,326,0,0
72021,M,60-69,1,0,988,Maaseik,Limburg,Vlaams Gewest,Maasland,35,41,0,32,34,8,1,1,0,0
73009,V,40-49,1,0,745,Borgloon,Limburg,Vlaams Gewest,Haspengouw,80,71,0,59,78,11,2,1,0,0
24008,M,80-89,1,1,144,Bekkevoort,Vlaams-Brabant,Vlaams Gewest,Demerland,12,127,0,22,12,105,0,0,0,0
13017,M,90-100+,1,1,57,Kasterlee,Antwerpen,Vlaams Gewest,Middenkempen,33,54,0,49,33,5,0,0,0,0
32010,V,70-79,1,1,356,Koekelare,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,16,82,0,3,16,79,0,0,0,0
34040,V,50-59,1,0,2853,Waregem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,286,203,0,178,250,23,36,2,0,0
35013,M,10-19,0,0,2540,Oostende,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene,3,1,0,1,3,0,0,0,0,0
36011,M,60-69,1,0,282,Lichtervelde,West-Vlaanderen,Vlaams Gewest,Midden WVL,12,11,0,7,11,4,1,0,0,0
37011,V,90-100+,1,1,72,Pittem,West-Vlaanderen,Vlaams Gewest,RITS,52,41,0,25,52,16,0,0,0,0
37012,V,20-29,1,0,308,Ruiselede,West-Vlaanderen,Vlaams Gewest,RITS,48,17,0,14,45,2,3,1,0,0
41034,M,90-100+,1,1,52,Lede,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,12,32,0,24,12,8,0,0,0,0
41034,V,10-19,1,0,192,Lede,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,4,1,0,1,4,0,0,0,0,0
42008,V,60-69,1,1,725,Hamme,Oost-Vlaanderen,Vlaams Gewest,Dender,26,25,0,13,26,12,0,0,0,0
42026,V,90-100+,1,1,86,Wichelen,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,40,63,0,57,40,6,0,0,0,0
44064,V,80-89,1,1,334,Sint-Martens-Latem,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,23,124,0,16,23,108,0,0,0,0
44081,V,30-39,1,0,1041,Zulte,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,119,108,0,93,105,14,14,1,0,0
33029,V,70-79,1,1,924,Wervik,West-Vlaanderen,Vlaams Gewest,Regio Menen,77,98,0,14,77,82,0,2,0,0
43007,V,10-19,1,0,64,Kaprijke,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,8,0,0,0,8,0,0,0,0,0
45063,M,40-49,1,0,459,Lierde,Oost-Vlaanderen,Vlaams Gewest,Panacea,11,11,0,8,10,3,1,0,0,0
46024,M,60-69,1,0,625,Stekene,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,15,8,0,7,13,0,2,1,0,0
71002,M,10-19,0,0,369,As,Limburg,Vlaams Gewest,Kemp en Duin,0,0,0,0,0,0,0,0,0,0
71011,V,40-49,1,0,1236,Diepenbeek,Limburg,Vlaams Gewest,Herkenrode,156,145,0,132,148,10,8,3,0,0
72018,M,80-89,1,1,227,Kinrooi,Limburg,Vlaams Gewest,Maasland,19,140,0,24,19,115,0,1,0,0
72039,M,60-69,1,1,917,Houthalen-Helchteren,Limburg,Vlaams Gewest,MidWestLim,22,27,0,7,21,19,1,1,0,0
73098,M,30-39,1,0,449,Wellen,Limburg,Vlaams Gewest,Haspengouw,16,12,0,9,15,3,1,0,0,0
34002,M,20-29,1,0,858,Anzegem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,23,27,0,24,22,3,1,0,0,0
34022,M,60-69,1,1,1970,Kortrijk,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,115,111,0,64,113,31,2,16,0,0
44013,V,30-39,1,0,1127,Destelbergen,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,107,142,0,125,100,15,7,2,0,0
33011,M,10-19,1,0,387,Ieper,West-Vlaanderen,Vlaams Gewest,Westhoek,7,5,0,4,7,1,0,0,0,0
73040,V,50-59,1,0,645,Kortessem,Limburg,Vlaams Gewest,Haspengouw,57,40,0,36,53,4,4,0,0,0
71045,V,60-69,1,1,235,Nieuwerkerken,Limburg,Vlaams Gewest,Haspengouw,6,8,0,6,6,2,0,0,0,0
44084,M,90-100+,1,1,102,Aalter,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,68,67,0,64,68,2,0,1,0,0
32006,M,0-9,0,0,643,Houthulst,West-Vlaanderen,Vlaams Gewest,Westhoek,0,0,0,0,0,0,0,0,0,0
44040,V,50-59,1,0,776,Melle,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,112,72,0,52,99,14,13,6,0,0
13023,V,30-39,1,0,469,Merksplas,Antwerpen,Vlaams Gewest,Kempenland,57,55,0,47,54,8,3,0,0,0
35006,M,20-29,1,0,786,Ichtegem,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,29,33,0,21,28,10,1,2,0,0
36015,V,50-59,1,0,4358,Roeselare,West-Vlaanderen,Vlaams Gewest,Midden WVL,618,351,0,303,615,42,3,6,0,0
38002,M,20-29,1,0,331,Alveringem,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,12,5,0,5,12,0,0,0,0,0
46024,V,10-19,1,0,201,Stekene,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,15,5,0,3,15,2,0,0,0,0
42028,M,60-69,1,0,621,Zele,Oost-Vlaanderen,Vlaams Gewest,Dender,20,15,0,8,20,6,0,1,0,0
41034,V,30-39,1,0,1172,Lede,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,98,143,0,111,89,27,9,5,0,0
11009,V,60-69,1,1,833,Brecht,Antwerpen,Vlaams Gewest,Voorkempen,31,21,0,14,29,5,2,2,0,0
11016,V,10-19,1,0,189,Essen,Antwerpen,Vlaams Gewest,Noorderkempen,3,0,0,0,3,0,0,0,0,0
11025,M,50-59,1,0,678,Lint,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,19,33,0,27,18,6,1,0,0,0
12002,V,80-89,1,1,384,Berlaar,Antwerpen,Vlaams Gewest,Pallieterland,100,251,0,14,100,237,0,0,0,0
23088,V,90-100+,1,1,256,Vilvoorde,Vlaams-Brabant,Vlaams Gewest,BraViO,137,124,0,114,137,10,0,0,0,0
12014,M,10-19,1,0,409,Heist-op-den-Berg,Antwerpen,Vlaams Gewest,Bonstato,5,3,0,3,5,0,0,0,0,0
11022,M,70-79,1,1,878,Kalmthout,Antwerpen,Vlaams Gewest,Noorderkempen,31,195,0,23,31,172,0,0,0,0
11035,V,0-9,0,0,914,Ranst,Antwerpen,Vlaams Gewest,Pallieterland,0,0,0,0,0,0,0,0,0,0
11021,M,50-59,1,0,581,Hove,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,33,22,0,20,28,1,5,1,0,0
12009,V,0-9,0,0,858,Duffel,Antwerpen,Vlaams Gewest,Pallieterland,0,0,0,0,0,0,0,0,0,0
11024,V,50-59,1,0,1671,Kontich,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,204,138,0,117,181,19,23,2,0,0
11050,M,70-79,1,1,386,Wijnegem,Antwerpen,Vlaams Gewest,Voorkempen,22,84,0,19,22,64,0,1,0,0
11056,M,80-89,1,1,368,Zwijndrecht,Antwerpen,Vlaams Gewest,N-O-Waasland,30,229,0,69,30,159,0,1,0,0
13012,V,90-100+,1,1,48,Herenthout,Antwerpen,Vlaams Gewest,Middenkempen,42,23,0,20,42,3,0,0,0,0
13013,M,50-59,1,0,1161,Herselt,Antwerpen,Vlaams Gewest,Zuiderkempen,44,27,0,19,41,7,3,1,0,0
23038,M,60-69,1,1,330,Kampenhout,Vlaams-Brabant,Vlaams Gewest,BraViO,8,8,0,6,7,2,1,0,0,0
23102,V,50-59,1,0,1115,Wemmel,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,98,89,0,61,90,26,8,2,0,0
12025,M,50-59,1,0,5441,Mechelen,Antwerpen,Vlaams Gewest,Mechelen - Katelijne,152,163,1,128,142,23,9,12,0,0
12035,M,10-19,1,0,231,Sint-Katelijne-Waver,Antwerpen,Vlaams Gewest,Mechelen - Katelijne,3,2,0,2,3,0,0,0,0,0
13023,M,60-69,1,1,302,Merksplas,Antwerpen,Vlaams Gewest,Kempenland,12,6,0,5,11,1,1,0,0,0
23102,V,20-29,1,0,935,Wemmel,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,33,52,0,29,31,21,2,2,0,0
24020,M,40-49,1,0,1565,Diest,Vlaams-Brabant,Vlaams Gewest,Demerland,44,54,0,44,39,9,5,1,0,0
32003,M,60-69,1,1,471,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,12,52,0,21,12,30,0,1,0,0
43002,M,30-39,1,0,809,Assenede,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,19,21,0,12,18,7,1,2,0,0
72030,V,40-49,1,0,1043,Peer,Limburg,Vlaams Gewest,Noord-Limburg,136,116,0,94,129,21,7,1,0,0
13035,M,40-49,1,0,908,Ravels,Antwerpen,Vlaams Gewest,Kempenland,8,31,0,11,8,20,0,0,0,0
13036,V,20-29,1,0,659,Retie,Antwerpen,Vlaams Gewest,Baldemore,66,71,0,51,57,19,9,1,0,0
23039,M,10-19,1,0,100,Kapelle-op-den-Bos,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,1,0,0,0,1,0,0,0,0,0
23101,M,70-79,1,1,738,Sint-Genesius-Rode,Vlaams-Brabant,Vlaams Gewest,Zennevallei,52,187,0,29,49,153,3,5,0,0
13046,M,30-39,1,0,717,Vosselaar,Antwerpen,Vlaams Gewest,Kempenland,23,25,0,15,21,9,2,1,0,0
33041,V,10-19,1,0,28,Vleteren,West-Vlaanderen,Vlaams Gewest,Westhoek,5,1,0,1,5,0,0,0,0,0
11053,V,40-49,1,0,1317,Wuustwezel,Antwerpen,Vlaams Gewest,Noorderkempen,137,98,0,89,116,9,21,0,0,0
12002,M,90-100+,1,1,35,Berlaar,Antwerpen,Vlaams Gewest,Pallieterland,24,30,0,26,24,4,0,0,0,0
12005,M,0-9,0,0,737,Bonheiden,Antwerpen,Vlaams Gewest,Bonstato,0,0,0,0,0,0,0,0,0,0
13008,V,40-49,1,0,2692,Geel,Antwerpen,Vlaams Gewest,Zuiderkempen,249,259,0,210,210,39,39,10,0,0
13016,M,10-19,1,0,111,Hulshout,Antwerpen,Vlaams Gewest,Zuiderkempen,1,2,0,1,1,1,0,0,0,0
23009,M,30-39,1,0,113,Bever,Vlaams-Brabant,Vlaams Gewest,Pajottenland,3,3,0,2,3,1,0,0,0,0
23009,V,10-19,1,0,27,Bever,Vlaams-Brabant,Vlaams Gewest,Pajottenland,0,0,0,0,0,0,0,0,0,0
23024,V,30-39,1,0,530,Gooik,Vlaams-Brabant,Vlaams Gewest,Pajottenland,54,46,0,36,46,10,8,0,0,0
23081,V,70-79,1,1,540,Steenokkerzeel,Vlaams-Brabant,Vlaams Gewest,BraViO,36,92,0,4,36,84,0,4,0,0
23099,V,70-79,1,1,547,Kraainem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,25,101,0,23,25,76,0,2,0,0
23102,V,10-19,0,0,740,Wemmel,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,0,0,0,0,0,0,0,0,0,0
23103,M,20-29,1,0,777,Wezembeek-Oppem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,15,12,0,6,15,5,0,1,0,0
24007,M,60-69,1,1,347,Begijnendijk,Vlaams-Brabant,Vlaams Gewest,Demerland,9,18,0,18,9,0,0,0,0,0
24041,M,70-79,1,1,230,Hoegaarden,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,7,26,0,1,7,24,0,1,0,0
24043,M,80-89,1,1,192,Holsbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,25,149,0,18,25,131,0,0,0,0
24043,M,0-9,0,0,553,Holsbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,0,0,0,0,0,0,0,0,0,0
24109,V,20-29,1,0,732,Tremelo,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,87,76,0,67,83,9,4,0,0,0
31004,V,50-59,1,0,1535,Blankenberge,West-Vlaanderen,Vlaams Gewest,Oostkust,126,134,0,84,118,46,8,4,0,0
31043,V,10-19,1,0,262,Knokke-Heist,West-Vlaanderen,Vlaams Gewest,Oostkust,2,3,0,2,2,1,0,0,0,0
32011,V,30-39,1,0,750,Kortemark,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,116,110,0,95,111,12,5,3,0,0
35011,V,30-39,1,0,790,Middelkerke,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,80,94,0,74,74,17,6,3,0,0
36008,V,80-89,1,1,1001,Izegem,West-Vlaanderen,Vlaams Gewest,RITS,146,750,0,199,145,551,1,0,0,0
38002,M,10-19,1,0,63,Alveringem,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,1,0,0,0,1,0,0,0,0,0
41002,V,10-19,0,0,3781,Aalst,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,3,0,0,0,3,0,0,0,0,0
42023,V,50-59,1,0,866,Waasmunster,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,91,66,0,51,84,11,7,4,0,0
42028,V,10-19,1,0,250,Zele,Oost-Vlaanderen,Vlaams Gewest,Dender,14,0,0,0,14,0,0,0,0,0
43002,M,20-29,1,0,827,Assenede,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,17,26,0,17,16,7,1,2,0,0
45062,V,30-39,1,0,97,Horebeke,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,5,17,0,15,5,0,0,2,0,0
34013,V,50-59,1,0,2019,Harelbeke,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,236,135,0,95,229,29,7,11,0,0
71024,V,40-49,1,0,873,Herk-de-Stad,Limburg,Vlaams Gewest,Herkenrode,91,101,0,90,88,9,3,2,0,0
23002,V,60-69,1,0,974,Asse,Vlaams-Brabant,Vlaams Gewest,AMALO,105,46,0,17,99,27,6,2,0,0
24041,V,20-29,1,0,367,Hoegaarden,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,46,35,0,27,39,8,7,0,0,0
24059,V,90-100+,1,1,128,Landen,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,57,72,0,65,57,7,0,0,0,0
31004,M,40-49,1,0,1115,Blankenberge,West-Vlaanderen,Vlaams Gewest,Oostkust,22,57,0,40,20,15,2,2,0,0
33040,M,90-100+,1,1,33,Langemark-Poelkapelle,West-Vlaanderen,Vlaams Gewest,Westhoek,10,36,0,25,10,11,0,0,0,0
34027,M,90-100+,1,1,112,Menen,West-Vlaanderen,Vlaams Gewest,Regio Menen,40,85,0,77,40,8,0,0,0,0
36010,M,90-100+,1,1,30,Ledegem,West-Vlaanderen,Vlaams Gewest,Midden WVL,21,28,0,24,21,4,0,0,0,0
41027,V,50-59,1,0,1373,Herzele,Oost-Vlaanderen,Vlaams Gewest,Panacea,168,135,0,89,155,40,13,6,0,0
43014,V,0-9,0,0,295,Sint-Laureins,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,0,0,0,0,0,0,0,0,0,0
43018,M,60-69,1,0,426,Zelzate,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,15,22,0,7,15,3,0,12,0,0
44083,M,70-79,1,1,1764,Deinze,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,78,133,0,29,77,92,1,12,0,0
24133,M,60-69,1,1,197,Linter,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,8,10,0,3,8,6,0,1,0,0
41034,M,60-69,1,0,644,Lede,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,26,10,0,3,23,4,3,3,0,0
71020,M,60-69,1,1,246,Halen,Limburg,Vlaams Gewest,MidWestLim,9,22,0,7,9,14,0,1,0,0
71024,M,10-19,0,0,536,Herk-de-Stad,Limburg,Vlaams Gewest,Herkenrode,1,0,0,0,1,0,0,0,0,0
72018,M,0-9,0,0,554,Kinrooi,Limburg,Vlaams Gewest,Maasland,0,0,0,0,0,0,0,0,0,0
73107,M,10-19,1,0,432,Maasmechelen,Limburg,Vlaams Gewest,Maasland,1,2,0,0,1,1,0,1,0,0
36008,V,0-9,0,0,1451,Izegem,West-Vlaanderen,Vlaams Gewest,RITS,0,0,0,0,0,0,0,0,0,0
72042,V,20-29,1,0,1294,Oudsbergen,Limburg,Vlaams Gewest,Kemp en Duin,138,147,0,119,124,25,14,3,0,0
73042,V,70-79,1,1,1279,Lanaken,Limburg,Vlaams Gewest,Maasland,63,77,0,18,62,55,1,4,0,0
23050,V,90-100+,1,1,143,Meise,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,93,96,0,66,93,30,0,0,0,0
43007,M,70-79,1,1,324,Kaprijke,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,13,45,0,15,12,28,1,2,0,0
44013,V,10-19,1,0,178,Destelbergen,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,0,2,0,2,0,0,0,0,0,0
71022,V,10-19,1,0,738,Hasselt,Limburg,Vlaams Gewest,Herkenrode,14,8,0,1,14,6,0,1,0,0
71070,V,70-79,1,1,1340,Heusden-Zolder,Limburg,Vlaams Gewest,MidWestLim,67,508,0,83,66,423,1,2,0,0
73022,M,90-100+,1,1,8,Heers,Limburg,Vlaams Gewest,Haspengouw,2,19,0,19,2,0,0,0,0,0
73109,V,0-9,0,0,205,Voeren,Limburg,Vlaams Gewest,Zuid-Oost Limburg,0,0,0,0,0,0,0,0,0,0
23081,M,70-79,1,1,508,Steenokkerzeel,Vlaams-Brabant,Vlaams Gewest,BraViO,19,70,0,1,17,68,2,1,0,0
34027,V,10-19,0,0,1491,Menen,West-Vlaanderen,Vlaams Gewest,Regio Menen,5,0,0,0,5,0,0,0,0,0
35005,M,10-19,1,0,142,Gistel,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,2,1,0,0,2,1,0,0,0,0
38016,V,60-69,1,1,580,Nieuwpoort,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,17,40,0,12,15,28,2,0,0,0
44073,V,10-19,1,0,81,Wachtebeke,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,2,4,0,2,2,1,0,1,0,0
38008,M,30-39,1,0,485,De Panne,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,8,13,0,12,7,1,1,0,0,0
43005,V,10-19,0,0,908,Eeklo,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,1,0,0,0,1,0,0,0,0,0
43007,M,80-89,1,1,150,Kaprijke,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,17,140,0,41,17,98,0,1,0,0
43018,V,30-39,1,0,778,Zelzate,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,95,74,0,50,93,10,2,14,0,0
46014,M,60-69,1,0,1299,Lokeren,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,86,48,0,31,79,17,7,0,0,0
71022,V,60-69,1,0,2847,Hasselt,Limburg,Vlaams Gewest,Herkenrode,270,155,0,124,261,29,9,2,0,0
73001,V,80-89,1,1,353,Alken,Limburg,Vlaams Gewest,Herkenrode,49,262,0,127,48,135,1,0,0,0
73042,M,10-19,0,0,995,Lanaken,Limburg,Vlaams Gewest,Maasland,0,0,0,0,0,0,0,0,0,0
73107,M,30-39,1,0,2605,Maasmechelen,Limburg,Vlaams Gewest,Maasland,29,64,0,41,27,15,2,8,0,0
44052,M,20-29,1,0,747,Oosterzele,Oost-Vlaanderen,Vlaams Gewest,Panacea,18,31,0,27,18,3,0,1,0,0
72004,M,60-69,1,0,559,Bree,Limburg,Vlaams Gewest,Kemp en Duin,13,11,0,6,13,3,0,2,0,0
72021,V,10-19,0,0,1004,Maaseik,Limburg,Vlaams Gewest,Maasland,0,0,0,0,0,0,0,0,0,0
35014,M,0-9,0,0,494,Oudenburg,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,0,0,0,0,0,0,0,0,0,0
23100,M,70-79,1,1,163,Linkebeek,Vlaams-Brabant,Vlaams Gewest,Zennevallei,11,47,0,6,11,41,0,0,0,0
33029,V,0-9,0,0,1003,Wervik,West-Vlaanderen,Vlaams Gewest,Regio Menen,0,0,0,0,0,0,0,0,0,0
71004,M,50-59,1,0,3303,Beringen,Limburg,Vlaams Gewest,West-Limburg,82,51,0,31,75,17,7,3,0,0
45041,V,50-59,1,0,1619,Ronse,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,154,133,0,97,140,30,14,6,0,0
73006,V,80-89,1,1,965,Bilzen,Limburg,Vlaams Gewest,Zuid-Oost Limburg,177,757,0,217,177,539,0,1,0,0
46021,M,10-19,0,0,3777,Sint-Niklaas,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,1,0,0,0,1,0,0,0,0,0
73109,M,90-100+,1,1,12,Voeren,Limburg,Vlaams Gewest,Zuid-Oost Limburg,4,9,0,8,4,1,0,0,0,0
24059,M,80-89,1,1,288,Landen,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,35,199,0,35,35,163,0,1,0,0
31006,V,30-39,1,0,641,Damme,West-Vlaanderen,Vlaams Gewest,Oostkust,89,62,0,50,71,10,18,2,0,0
31012,M,70-79,1,1,674,Jabbeke,West-Vlaanderen,Vlaams Gewest,WE40,26,47,0,6,26,41,0,0,0,0
41011,M,50-59,1,0,1532,Denderleeuw,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,48,46,0,26,45,17,3,3,0,0
44034,M,20-29,1,0,1229,Lochristi,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,30,32,0,26,28,5,2,1,0,0
71017,M,90-100+,1,1,16,Gingelom,Limburg,Vlaams Gewest,Haspengouw,8,17,0,16,8,1,0,0,0,0
11050,V,60-69,1,0,364,Wijnegem,Antwerpen,Vlaams Gewest,Voorkempen,39,20,0,16,33,4,6,0,0,0
13019,V,20-29,1,0,901,Lille,Antwerpen,Vlaams Gewest,Middenkempen,95,99,0,87,84,10,11,2,0,0
24055,V,90-100+,1,1,166,Kortenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,108,88,0,84,108,4,0,0,0,0
