NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,VACCINATED_FIRST_DOSIS_NBR,VACCINATED_SECOND_DOSIS_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE
24137,V,80-89,1,1,171,2,20,Glabbeek,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
11007,V,20-29,1,0,671,37,33,Borsbeek,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11044,M,40-49,1,0,1249,21,12,Stabroek,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid
36010,M,50-59,1,0,705,5,5,Ledegem,West-Vlaanderen,Vlaams Gewest,Midden WVL
23102,M,20-29,1,0,1021,16,6,Wemmel,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
37017,V,70-79,1,1,384,7,4,Wielsbeke,West-Vlaanderen,Vlaams Gewest,Regio Waregem
38002,M,20-29,1,0,331,5,4,Alveringem,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
13016,V,30-39,1,0,635,42,39,Hulshout,Antwerpen,Vlaams Gewest,Zuiderkempen
36008,M,10-19,1,0,295,1,1,Izegem,West-Vlaanderen,Vlaams Gewest,RITS
43007,M,80-89,1,1,150,2,12,Kaprijke,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland
13035,V,60-69,1,0,512,14,18,Ravels,Antwerpen,Vlaams Gewest,Kempenland
44043,M,40-49,1,0,1654,51,31,Merelbeke,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht
42028,M,80-89,1,1,419,4,26,Zele,Oost-Vlaanderen,Vlaams Gewest,Dender
71024,M,20-29,1,0,697,12,9,Herk-de-Stad,Limburg,Vlaams Gewest,Herkenrode
42023,V,90-100+,1,1,70,2,19,Waasmunster,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
13036,V,20-29,1,0,659,38,31,Retie,Antwerpen,Vlaams Gewest,Baldemore
43014,M,60-69,1,1,240,1,1,Sint-Laureins,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland
13010,V,50-59,1,0,925,56,60,Grobbendonk,Antwerpen,Vlaams Gewest,Middenkempen
35029,M,60-69,1,0,565,6,10,De Haan,West-Vlaanderen,Vlaams Gewest,Oostkust
