NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT
13053,M,0-9,0,0,844,Laakdal,Antwerpen,Vlaams Gewest,Zuiderkempen,0,0,0,0,0,0,0,0,0
24007,V,60-69,1,0,382,Begijnendijk,Vlaams-Brabant,Vlaams Gewest,Demerland,48,15,0,9,48,6,0,0,0
36010,V,90-100+,1,1,78,Ledegem,West-Vlaanderen,Vlaams Gewest,Midden WVL,47,49,0,39,47,10,0,0,0
11029,V,60-69,1,1,685,Mortsel,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,55,330,0,76,54,249,1,5,0
38025,M,50-59,1,0,884,Veurne,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,49,47,0,36,46,11,3,0,0
44045,M,80-89,1,1,120,Moerbeke,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,21,88,0,13,21,74,0,1,0
71034,M,0-9,0,0,871,Leopoldsburg,Limburg,Vlaams Gewest,West-Limburg,0,0,0,0,0,0,0,0,0
42026,M,30-39,1,0,718,Wichelen,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,16,23,0,12,16,9,0,2,0
12007,M,70-79,1,1,976,Bornem,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland,29,993,0,371,26,620,3,2,0
11039,V,30-39,1,0,996,Schilde,Antwerpen,Vlaams Gewest,Voorkempen,75,74,0,65,63,8,12,1,0
23077,M,50-59,1,0,2380,Sint-Pieters-Leeuw,Vlaams-Brabant,Vlaams Gewest,Zennevallei,82,152,0,92,73,55,9,5,0
24033,M,10-19,1,0,161,Haacht,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,3,3,0,1,3,2,0,0,0
24055,M,60-69,1,1,480,Kortenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,19,230,0,29,17,196,2,5,0
31004,V,70-79,1,1,1545,Blankenberge,West-Vlaanderen,Vlaams Gewest,Oostkust,77,1505,0,196,71,1309,6,0,0
34013,V,10-19,0,0,1110,Harelbeke,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,4,1,0,0,4,1,0,0,0
46014,V,50-59,1,0,2848,Lokeren,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,381,360,0,200,339,154,42,6,0
