NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,VACCINATED_FIRST_DOSIS_NBR,VACCINATED_SECOND_DOSIS_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE
11024,M,80-89,1,1,503,125,45,Kontich,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11025,M,60-69,1,1,263,13,10,Lint,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
12026,V,30-39,1,0,1346,164,118,Nijlen,Antwerpen,Vlaams Gewest,Pallieterland
11038,V,80-89,1,1,243,44,57,Schelle,Antwerpen,Vlaams Gewest,RupeLaar
13049,V,10-19,0,0,1081,0,5,Westerlo,Antwerpen,Vlaams Gewest,Zuiderkempen
12025,V,90-100+,1,1,613,317,297,Mechelen,Antwerpen,Vlaams Gewest,Mechelen - Katelijne
23060,V,60-69,1,0,481,29,50,Opwijk,Vlaams-Brabant,Vlaams Gewest,AMALO
11016,M,80-89,1,1,345,48,37,Essen,Antwerpen,Vlaams Gewest,Noorderkempen
11057,V,60-69,1,0,550,31,58,Malle,Antwerpen,Vlaams Gewest,Voorkempen
12029,V,60-69,1,0,609,51,57,Putte,Antwerpen,Vlaams Gewest,Bonstato
24066,V,60-69,1,0,513,47,76,Lubbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
42028,V,90-100+,1,1,135,75,78,Zele,Oost-Vlaanderen,Vlaams Gewest,Dender
23045,M,40-49,1,0,1232,45,29,Londerzeel,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
34040,M,90-100+,1,1,113,90,39,Waregem,West-Vlaanderen,Vlaams Gewest,Regio Waregem
23025,M,20-29,1,0,2099,59,31,Grimbergen,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
31003,M,20-29,1,0,888,28,30,Beernem,West-Vlaanderen,Vlaams Gewest,WE40
42010,M,60-69,1,1,388,7,9,Laarne,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht
36019,V,20-29,1,0,713,56,75,Staden,West-Vlaanderen,Vlaams Gewest,Midden WVL
12009,V,20-29,1,0,1024,82,86,Duffel,Antwerpen,Vlaams Gewest,Pallieterland
13044,M,40-49,1,0,487,9,4,Vorselaar,Antwerpen,Vlaams Gewest,Middenkempen
24038,M,10-19,0,0,1036,0,0,Herent,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
23016,V,70-79,1,1,1989,83,65,Dilbeek,Vlaams-Brabant,Vlaams Gewest,Pajottenland
23027,V,20-29,1,0,2443,172,182,Halle,Vlaams-Brabant,Vlaams Gewest,Zennevallei
23045,M,10-19,0,0,903,0,0,Londerzeel,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
23102,M,40-49,1,0,1129,41,29,Wemmel,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
24048,V,80-89,1,1,382,95,40,Keerbergen,Vlaams-Brabant,Vlaams Gewest,Leuven Noord
24066,M,70-79,1,1,759,26,17,Lubbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
32003,V,80-89,1,1,552,152,48,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
33041,V,90-100+,1,1,23,17,11,Vleteren,West-Vlaanderen,Vlaams Gewest,Westhoek
36007,M,50-59,1,0,813,14,12,Ingelmunster,West-Vlaanderen,Vlaams Gewest,RITS
45035,M,70-79,1,1,1217,32,49,Oudenaarde,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
