NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT,POPULATION_NBR
44021,V,30-39,1,0,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent,16345,791,1377,12,7604,199,7166,580,193,5,0,20386
24134,M,18-29,1,0,Scherpenheuvel-Zichem,Vlaams-Brabant,Vlaams Gewest,Demerland,1229,31,38,0,1050,31,15,0,126,0,0,1345
46025,M,40-49,1,0,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,1686,46,132,1,1375,45,8,0,171,0,0,1942
42010,V,18-29,1,0,Laarne,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,677,29,65,3,540,26,18,0,54,0,0,761
31003,V,30-39,1,0,Beernem,West-Vlaanderen,Vlaams Gewest,WE40,851,8,115,0,713,6,21,2,2,0,0,904
24104,V,30-39,1,0,Tervuren,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,1014,31,64,2,921,28,12,1,17,0,0,1252
44021,V,60-69,1,1,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent,5567,37,814,9,2159,17,2516,11,78,0,0,6123
35011,V,12-17,0,0,Middelkerke,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,373,45,1,0,370,45,1,0,1,0,0,469
24011,V,70-79,1,1,Bierbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,473,2,89,1,379,1,1,0,4,0,0,486
11052,V,80-89,1,1,Wommelgem,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,378,0,100,0,208,0,62,0,8,0,0,395
71020,V,18-29,1,0,Halen,Limburg,Vlaams Gewest,MidWestLim,537,14,48,0,444,14,8,0,37,0,0,578
23038,V,40-49,1,0,Kampenhout,Vlaams-Brabant,Vlaams Gewest,BraViO,750,11,86,0,572,10,12,1,80,0,0,831
41027,V,0-11,0,0,Herzele,Oost-Vlaanderen,Vlaams Gewest,Panacea,39,14,0,0,39,14,0,0,0,0,0,1067
71067,V,90-100+,1,1,Zutendaal,Limburg,Vlaams Gewest,Kemp en Duin,40,0,19,0,21,0,0,0,0,0,0,42
44020,V,90-100+,1,1,Gavere,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,91,3,42,3,47,0,0,0,2,0,0,100
23023,M,40-49,1,0,Galmaarden,Vlaams-Brabant,Vlaams Gewest,Pajottenland,593,5,69,3,405,2,5,0,114,0,0,626
34022,M,40-49,1,0,Kortrijk,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,4196,38,256,2,1059,22,2355,14,525,1,0,4735
23086,V,60-69,1,0,Ternat,Vlaams-Brabant,Vlaams Gewest,Pajottenland,520,4,63,1,432,3,4,0,21,0,0,550
34023,V,80-89,1,1,Kuurne,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,435,3,92,1,329,2,9,0,5,0,0,452
44048,V,70-79,1,1,Nazareth,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,571,3,19,0,547,3,2,0,3,0,0,586
24041,M,80-89,1,1,Hoegaarden,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,109,2,23,1,79,1,0,0,7,0,0,117
13003,M,60-69,1,0,Balen,Antwerpen,Vlaams Gewest,Baldemore,772,3,182,0,585,3,3,0,2,0,0,795
11007,V,40-49,1,0,Borsbeek,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,539,11,131,1,137,2,258,8,13,0,0,659
42008,M,18-29,1,0,Hamme,Oost-Vlaanderen,Vlaams Gewest,Dender,1462,81,29,0,1240,81,5,0,188,0,0,1771
23062,V,50-59,1,0,Overijse,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,1627,29,266,8,1221,21,17,0,123,0,0,1856
