NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT,BOOSTER_AMT,POPULATION_NBR
23027,V,5-11,0,0,Halle,VLAAMS-BRABANT,VLAAMS GEWEST,Zennevallei,525,190,0,0,152,6,0,0,0,373,184,0,1691
13031,M,80-89,1,1,Oud-Turnhout,ANTWERPEN,VLAAMS GEWEST,Kempenland,307,2,66,1,240,1,1,0,0,0,0,291,320
24062,V,18-29,1,0,Leuven,VLAAMS-BRABANT,VLAAMS GEWEST,Leuven,10218,304,812,2,5065,115,3383,186,847,111,1,7842,10580
34023,M,70-79,1,1,Kuurne,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Kortrijk,570,1,236,0,133,0,199,1,2,0,0,556,599
43010,V,50-59,1,0,Maldegem,OOST-VLAANDEREN,VLAAMS GEWEST,West-Meetjesland,1720,2,357,0,1207,1,39,1,117,0,0,1620,1758
73042,M,18-29,1,0,Lanaken,LIMBURG,VLAAMS GEWEST,Maasland,1494,39,22,0,1318,37,38,2,115,1,0,1079,1751
42028,V,18-29,1,0,Zele,OOST-VLAANDEREN,VLAAMS GEWEST,Dender,1340,11,116,0,1095,11,18,0,111,0,0,1034,1515
41027,M,70-79,1,1,Herzele,OOST-VLAANDEREN,VLAAMS GEWEST,Panacea,720,2,118,0,589,2,3,0,10,0,0,699,737
71022,M,50-59,1,0,Hasselt,LIMBURG,VLAAMS GEWEST,Herkenrode,5029,23,623,5,1234,10,2794,8,373,5,0,4672,5314
24133,M,50-59,1,0,Linter,VLAAMS-BRABANT,VLAAMS GEWEST,Zuidoost Hageland,583,0,139,0,432,0,3,0,9,0,0,564,595
11050,M,60-69,1,1,Wijnegem,ANTWERPEN,VLAAMS GEWEST,Voorkempen,281,1,62,1,216,0,2,0,1,0,0,278,291
24009,M,80-89,1,1,Bertem,VLAAMS-BRABANT,VLAAMS GEWEST,Leuven Zuid,198,3,35,2,161,1,0,0,2,0,0,182,206
38016,V,12-17,0,0,Nieuwpoort,WEST-VLAANDEREN,VLAAMS GEWEST,Westkust & Polder,224,6,0,0,224,6,0,0,0,0,0,25,254
23047,V,80-89,1,1,Machelen,VLAAMS-BRABANT,VLAAMS GEWEST,BraVio,349,7,111,1,230,6,1,0,6,1,0,332,374
71017,M,40-49,1,0,Gingelom,LIMBURG,VLAAMS GEWEST,Haspengouw,576,4,173,0,288,1,1,3,114,0,0,541,620
24043,M,40-49,1,0,Holsbeek,VLAAMS-BRABANT,VLAAMS GEWEST,Leuven Noord,643,3,49,0,421,2,7,1,166,0,0,611,665
42023,V,18-29,1,0,Waasmunster,OOST-VLAANDEREN,VLAAMS GEWEST,Z-W-Waasland,624,2,73,0,502,2,20,0,29,0,0,485,677
12007,M,60-69,1,0,Bornem,ANTWERPEN,VLAAMS GEWEST,Klein-Brabant Vaartland,758,3,106,0,583,3,9,0,60,0,0,738,776
37017,V,70-79,1,1,Wielsbeke,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Waregem,365,2,119,0,241,2,0,0,5,0,0,355,379
13012,M,60-69,1,1,Herenthout,ANTWERPEN,VLAAMS GEWEST,Middenkempen,287,1,65,0,220,1,1,0,1,0,0,282,295
42006,V,5-11,0,0,Dendermonde,OOST-VLAANDEREN,VLAAMS GEWEST,Dender,426,465,0,0,221,8,0,0,0,205,457,0,1713
46025,M,50-59,1,0,Temse,OOST-VLAANDEREN,VLAAMS GEWEST,Z-W-Waasland,2163,7,604,0,1379,5,23,2,157,0,0,2019,2243
73009,V,70-79,1,1,Borgloon,LIMBURG,VLAAMS GEWEST,Haspengouw,547,6,112,3,428,3,0,0,7,0,0,534,570
13016,V,60-69,1,0,Hulshout,ANTWERPEN,VLAAMS GEWEST,Zuiderkempen,368,1,125,0,221,1,3,0,19,0,0,352,372
12035,V,12-17,0,0,Sint-Katelijne-Waver,ANTWERPEN,VLAAMS GEWEST,Mechelen-Katelijne,676,6,0,0,668,6,2,0,6,0,0,81,732
44019,M,50-59,1,0,Evergem,OOST-VLAANDEREN,VLAAMS GEWEST,Oost-Meetjesland,2645,10,751,3,1838,7,21,0,32,3,0,2534,2725
42004,M,50-59,1,0,Buggenhout,OOST-VLAANDEREN,VLAAMS GEWEST,Dender,1078,4,401,0,660,4,5,0,12,0,0,1038,1128
34042,M,90-100+,1,1,Zwevegem,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Waregem,76,2,48,1,26,1,1,0,1,0,0,65,83
13013,V,18-29,1,0,Herselt,ANTWERPEN,VLAAMS GEWEST,Zuiderkempen,775,3,53,0,659,3,32,0,31,0,0,639,806
11007,M,60-69,1,0,Borsbeek,ANTWERPEN,VLAAMS GEWEST,ZORA,321,1,45,0,89,1,180,0,7,0,0,306,343
34002,V,18-29,1,0,Anzegem,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Waregem,927,6,94,0,733,4,16,2,84,0,0,794,960
24014,M,50-59,1,0,Boortmeerbeek,VLAAMS-BRABANT,VLAAMS GEWEST,Leuven Noord,862,3,287,1,481,1,5,1,89,0,0,831,886
13011,V,50-59,1,0,Herentals,ANTWERPEN,VLAAMS GEWEST,Middenkempen,2130,9,591,4,1370,5,33,0,136,0,0,2004,2223
23102,M,40-49,1,0,Wemmel,VLAAMS-BRABANT,VLAAMS GEWEST,Regio Grimbergen,910,29,59,1,707,19,12,8,132,0,1,647,1126
38002,V,60-69,1,1,Alveringem,WEST-VLAANDEREN,VLAAMS GEWEST,Westkust & Polder,98,0,10,0,87,0,0,0,1,0,0,94,100
11037,M,60-69,1,0,Rumst,ANTWERPEN,VLAAMS GEWEST,RupeLaar,476,0,51,0,415,0,6,0,3,1,0,462,487
42028,M,18-29,1,0,Zele,OOST-VLAANDEREN,VLAAMS GEWEST,Dender,1376,14,19,0,1147,14,12,0,198,0,0,1045,1561
35002,V,30-39,1,0,Bredene,WEST-VLAANDEREN,VLAAMS GEWEST,Oostende-Bredene,965,5,117,0,818,5,16,0,14,0,0,820,1048
71067,M,18-29,1,0,Zutendaal,LIMBURG,VLAAMS GEWEST,Kemp en Duin,417,4,12,0,327,4,9,0,69,0,0,335,479
23002,M,40-49,1,0,Asse,VLAAMS-BRABANT,VLAAMS GEWEST,Amalo,1799,44,271,1,1459,33,14,10,54,1,0,1394,2186
34043,V,40-49,1,0,Helkijn,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Waregem,127,1,21,0,95,0,0,1,11,0,0,115,138
13021,M,30-39,1,0,Meerhout,ANTWERPEN,VLAAMS GEWEST,Zuiderkempen,587,5,12,0,552,5,9,0,14,0,0,481,652
44085,V,0-4,0,0,Lovendegem,OOST-VLAANDEREN,VLAAMS GEWEST,West-Meetjesland,12,42,0,0,0,1,0,0,0,12,41,0,595
24045,V,5-11,0,0,Huldenberg,VLAAMS-BRABANT,VLAAMS GEWEST,Leuven Zuid,63,110,0,0,39,1,0,0,0,24,109,0,396
23103,M,18-29,1,0,Wezembeek-Oppem,VLAAMS-BRABANT,VLAAMS GEWEST,Druivenstreek,714,30,9,0,655,15,12,15,38,0,0,398,952
34022,M,60-69,1,0,Kortrijk,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Kortrijk,2300,10,941,4,737,2,483,4,138,1,0,2205,2439
11001,M,50-59,1,0,Aartselaar,ANTWERPEN,VLAAMS GEWEST,RupeLaar,1011,1,228,0,677,0,19,1,87,0,0,941,1085
71034,M,80-89,1,1,Leopoldsburg,LIMBURG,VLAAMS GEWEST,West-Limburg,338,4,97,0,235,4,0,0,6,0,0,327,349
41063,V,5-11,0,0,Sint-Lievens-Houtem,OOST-VLAANDEREN,VLAAMS GEWEST,Panacea,117,108,0,0,59,2,0,0,0,58,106,0,407
12035,M,5-11,0,0,Sint-Katelijne-Waver,ANTWERPEN,VLAAMS GEWEST,Mechelen-Katelijne,280,148,0,0,112,4,0,0,0,168,144,0,843
73032,M,80-89,1,1,Hoeselt,LIMBURG,VLAAMS GEWEST,ZOLim,194,2,57,2,135,0,0,0,2,0,0,183,199
23003,V,18-29,1,0,Beersel,VLAAMS-BRABANT,VLAAMS GEWEST,Zennevallei,1298,38,76,1,1040,29,34,8,148,0,0,872,1607
36006,V,80-89,1,1,Hooglede,WEST-VLAANDEREN,VLAAMS GEWEST,Midden WVL,298,4,62,2,234,2,0,0,2,0,0,291,311
23097,V,60-69,1,1,Roosdaal,VLAAMS-BRABANT,VLAAMS GEWEST,Pajottenland,284,1,82,0,200,1,1,0,1,0,0,279,296
44021,V,40-49,1,0,Gent,OOST-VLAANDEREN,VLAAMS GEWEST,Gent,14896,97,2341,9,4284,45,7970,43,292,9,0,12030,16508
34003,V,40-49,1,0,Avelgem,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Waregem,597,5,114,1,419,3,2,1,62,0,0,551,644
11008,V,80-89,1,1,Brasschaat,ANTWERPEN,VLAAMS GEWEST,Noorderkempen,1364,11,268,4,1052,7,4,0,40,0,0,1291,1430
23098,V,18-29,1,0,Drogenbos,VLAAMS-BRABANT,VLAAMS GEWEST,Zennevallei,314,13,6,0,280,10,5,3,23,0,0,147,435
12040,V,90-100+,1,1,Willebroek,ANTWERPEN,VLAAMS GEWEST,Klein-Brabant Vaartland,175,3,73,0,94,3,1,0,7,0,0,155,184
71022,M,70-79,1,1,Hasselt,LIMBURG,VLAAMS GEWEST,Herkenrode,3436,17,1141,6,820,5,1441,6,33,1,0,3327,3547
41034,V,40-49,1,0,Lede,OOST-VLAANDEREN,VLAAMS GEWEST,Regio Aalst,1256,7,235,1,749,5,18,1,254,0,0,1163,1313
24054,M,60-69,1,1,Kortenaken,VLAAMS-BRABANT,VLAAMS GEWEST,Zuidoost Hageland,258,1,21,0,234,1,0,0,3,0,0,255,265
71069,V,60-69,1,0,Kwaadmechelen,LIMBURG,VLAAMS GEWEST,West-Limburg,321,1,133,0,185,1,3,0,0,0,0,311,333
71066,V,30-39,1,0,Zonhoven,LIMBURG,VLAAMS GEWEST,Herkenrode,1254,5,138,0,481,4,599,1,36,0,0,1009,1331
11025,M,12-17,0,0,Lint,ANTWERPEN,VLAAMS GEWEST,ZORA,320,11,0,0,314,11,0,0,6,0,0,38,318
46020,M,30-39,1,0,Sint-Gillis-Waas,OOST-VLAANDEREN,VLAAMS GEWEST,N-O-Waasland,991,6,28,0,946,6,5,0,12,0,0,837,1109
23062,V,60-69,1,1,Overijse,VLAAMS-BRABANT,VLAAMS GEWEST,Druivenstreek,659,6,103,0,536,6,11,0,8,1,0,631,688
11037,M,90-100+,1,1,Rumst,ANTWERPEN,VLAAMS GEWEST,RupeLaar,55,1,25,1,30,0,0,0,0,0,0,46,57
