NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT
23094,V,60-69,1,0,1049,Zaventem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,936,11,220,6,660,4,8,1,48,0,0
43007,M,40-49,1,0,420,Kaprijke,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,370,17,32,13,226,4,4,0,108,0,0
71017,V,30-39,1,0,554,Gingelom,Limburg,Vlaams Gewest,Haspengouw,502,16,58,2,443,14,1,0,0,0,0
73022,V,50-59,1,0,562,Heers,Limburg,Vlaams Gewest,Haspengouw,510,27,160,23,270,4,5,0,75,0,0
23081,V,40-49,1,0,855,Steenokkerzeel,Vlaams-Brabant,Vlaams Gewest,BraViO,750,14,77,2,605,11,11,1,57,0,0
44021,M,18-29,1,0,24626,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent,17566,1695,591,2,6521,603,9948,1090,504,2,0
71067,M,50-59,1,0,576,Zutendaal,Limburg,Vlaams Gewest,Kemp en Duin,532,8,188,6,333,2,6,0,5,0,0
45060,V,60-69,1,0,205,Kluisbergen,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,196,2,47,0,143,2,4,0,2,0,0
71020,M,50-59,1,0,734,Halen,Limburg,Vlaams Gewest,MidWestLim,697,6,185,2,500,4,1,0,11,0,0
12029,V,30-39,1,0,1067,Putte,Antwerpen,Vlaams Gewest,Bonstato,979,22,100,0,854,22,18,0,7,0,0
46024,M,70-79,1,1,833,Stekene,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,806,3,118,1,680,2,3,0,5,0,0
23038,M,70-79,1,1,461,Kampenhout,Vlaams-Brabant,Vlaams Gewest,BraViO,445,2,162,0,279,2,0,0,4,0,0
46014,V,50-59,1,0,2908,Lokeren,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,2673,46,886,15,1713,31,50,0,24,0,0
11004,V,60-69,1,1,436,Boechout,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,419,2,55,1,358,1,3,0,3,0,0
23023,M,12-17,0,0,364,Galmaarden,Vlaams-Brabant,Vlaams Gewest,Pajottenland,51,269,0,0,39,269,0,0,12,0,0
23094,M,40-49,1,0,2489,Zaventem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,1765,156,422,98,1041,58,28,0,274,0,0
12026,M,40-49,1,0,1549,Nijlen,Antwerpen,Vlaams Gewest,Pallieterland,1349,82,170,68,1012,13,13,1,154,0,0
33029,V,40-49,1,0,1168,Wervik,West-Vlaanderen,Vlaams Gewest,Regio Menen,1010,48,247,36,611,12,15,0,137,0,0
34043,V,50-59,1,0,172,Spiere-Helkijn,West-Vlaanderen,Vlaams Gewest,Regio Waregem,149,3,33,1,89,1,2,1,25,0,0
11002,V,18-29,1,0,42156,Antwerpen,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,24749,3809,1935,15,9286,844,12848,2950,676,4,0
33029,V,18-29,1,0,1183,Wervik,West-Vlaanderen,Vlaams Gewest,Regio Menen,963,76,75,2,810,73,24,1,54,0,0
13025,M,60-69,1,1,1121,Mol,Antwerpen,Vlaams Gewest,Baldemore,1085,7,31,1,1045,6,6,0,3,0,0
23099,M,70-79,1,1,482,Kraainem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,442,4,23,1,409,3,3,0,7,0,0
73006,V,60-69,1,0,1135,Bilzen,Limburg,Vlaams Gewest,Zuid-Oost Limburg,1062,15,369,7,667,8,16,0,10,0,0
41063,V,40-49,1,0,746,Sint-Lievens-Houtem,Oost-Vlaanderen,Vlaams Gewest,Panacea,704,7,79,4,475,3,11,0,139,0,0
23033,V,30-39,1,0,699,Hoeilaart,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,540,21,41,0,490,21,4,0,5,0,0
31040,M,70-79,1,1,1073,Zedelgem,West-Vlaanderen,Vlaams Gewest,WE40,1044,4,57,0,984,4,1,0,2,0,0
