NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,VACCINATED_FIRST_DOSIS_NBR,VACCINATED_SECOND_DOSIS_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE
11009,M,30-39,1,0,1728,39,59,Brecht,Antwerpen,Vlaams Gewest,Voorkempen
11024,V,30-39,1,0,1214,118,122,Kontich,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11050,V,0-9,0,0,469,0,0,Wijnegem,Antwerpen,Vlaams Gewest,Voorkempen
12035,V,10-19,1,0,264,3,11,Sint-Katelijne-Waver,Antwerpen,Vlaams Gewest,Mechelen - Katelijne
13044,M,60-69,1,1,261,8,15,Vorselaar,Antwerpen,Vlaams Gewest,Middenkempen
11008,V,0-9,0,0,1737,0,0,Brasschaat,Antwerpen,Vlaams Gewest,Noorderkempen
13037,V,40-49,1,0,798,73,94,Rijkevorsel,Antwerpen,Vlaams Gewest,Kempenland
23027,M,10-19,1,0,440,1,8,Halle,Vlaams-Brabant,Vlaams Gewest,Zennevallei
11030,V,10-19,0,0,515,0,0,Niel,Antwerpen,Vlaams Gewest,RupeLaar
23105,V,50-59,1,0,951,88,91,Affligem,Vlaams-Brabant,Vlaams Gewest,AMALO
12041,V,10-19,1,0,274,1,15,Puurs-Sint-Amands,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland
13006,V,60-69,1,0,323,32,19,Dessel,Antwerpen,Vlaams Gewest,Baldemore
13011,M,10-19,1,0,270,0,2,Herentals,Antwerpen,Vlaams Gewest,Middenkempen
11044,M,10-19,0,0,872,0,0,Stabroek,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid
11056,M,90-100+,1,1,71,33,29,Zwijndrecht,Antwerpen,Vlaams Gewest,N-O-Waasland
23023,M,50-59,1,0,693,36,24,Galmaarden,Vlaams-Brabant,Vlaams Gewest,Pajottenland
24020,V,80-89,1,1,719,432,101,Diest,Vlaams-Brabant,Vlaams Gewest,Demerland
31012,M,50-59,1,0,1126,60,48,Jabbeke,West-Vlaanderen,Vlaams Gewest,WE40
33041,M,40-49,1,0,228,8,8,Vleteren,West-Vlaanderen,Vlaams Gewest,Westhoek
13017,V,70-79,1,1,825,16,52,Kasterlee,Antwerpen,Vlaams Gewest,Middenkempen
24104,V,70-79,1,1,949,54,31,Tervuren,Vlaams-Brabant,Vlaams Gewest,Druivenstreek
13025,M,0-9,0,0,1978,0,0,Mol,Antwerpen,Vlaams Gewest,Baldemore
13004,V,80-89,1,1,465,246,104,Beerse,Antwerpen,Vlaams Gewest,Kempenland
24043,M,70-79,1,1,437,19,16,Holsbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Noord
43014,M,50-59,1,0,556,23,22,Sint-Laureins,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland
13021,V,30-39,1,0,681,73,56,Meerhout,Antwerpen,Vlaams Gewest,Zuiderkempen
23103,M,80-89,1,1,298,141,32,Wezembeek-Oppem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek
13031,M,10-19,1,0,138,0,1,Oud-Turnhout,Antwerpen,Vlaams Gewest,Kempenland
24028,V,0-9,0,0,309,0,0,Geetbets,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
24054,V,90-100+,1,1,65,34,31,Kortenaken,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
31005,V,80-89,1,1,4649,2761,702,Brugge,West-Vlaanderen,Vlaams Gewest,Brugge
32006,V,80-89,1,1,342,195,80,Houthulst,West-Vlaanderen,Vlaams Gewest,Westhoek
38014,V,80-89,1,1,1066,678,120,Koksijde,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
