NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT,POPULATION_NBR
37018,V,50-59,1,0,Wingene,West-Vlaanderen,Vlaams Gewest,RITS,974,5,304,4,620,1,11,0,39,0,0,1006
34022,M,50-59,1,0,Kortrijk,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,4785,31,670,7,1573,11,2175,13,367,0,0,5153
71037,V,12-17,0,0,Lummen,Limburg,Vlaams Gewest,MidWestLim,288,74,0,0,287,74,0,0,1,0,0,408
73006,V,40-49,1,0,Bilzen,Limburg,Vlaams Gewest,Zuid-Oost Limburg,1888,41,386,5,1282,36,41,0,179,0,0,2084
44083,M,18-29,1,0,Deinze,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,2577,72,58,0,2266,71,30,1,223,0,0,2901
23033,V,50-59,1,0,Hoeilaart,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,669,7,125,1,485,6,11,0,48,0,0,750
23096,V,40-49,1,0,Zemst,Vlaams-Brabant,Vlaams Gewest,BraViO,1434,14,142,1,1160,13,15,0,117,0,0,1540
35029,V,50-59,1,0,De Haan,West-Vlaanderen,Vlaams Gewest,Oostkust,957,8,227,3,688,4,12,1,30,0,0,1049
24045,M,40-49,1,0,Huldenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,562,6,85,1,405,5,5,0,67,0,0,631
24048,V,70-79,1,1,Keerbergen,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,711,6,244,1,457,5,1,0,9,0,0,743
13002,M,70-79,1,1,Baarle-Hertog,Antwerpen,Vlaams Gewest,Kempenland,160,0,36,0,123,0,0,0,1,0,0,162
11005,M,30-39,1,0,Boom,Antwerpen,Vlaams Gewest,RupeLaar,956,43,35,0,908,43,8,0,5,0,0,1197
12041,V,18-29,1,0,Puurs-Sint-Amands,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland,1505,25,121,0,1269,25,29,0,86,0,0,1617
11025,V,18-29,1,0,Lint,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,512,12,59,0,421,12,8,0,24,0,0,564
42026,V,30-39,1,0,Wichelen,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,709,9,70,0,618,9,18,0,3,0,0,750
34023,V,30-39,1,0,Kuurne,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,737,23,69,0,415,21,244,2,9,0,0,825
71002,V,18-29,1,0,As,Limburg,Vlaams Gewest,Kemp en Duin,476,15,55,0,364,15,15,0,42,0,0,565
13010,V,60-69,1,1,Grobbendonk,Antwerpen,Vlaams Gewest,Middenkempen,347,0,93,0,252,0,0,0,2,0,0,359
31005,V,18-29,1,0,Brugge,West-Vlaanderen,Vlaams Gewest,Brugge,6892,162,639,1,5556,159,161,2,536,0,0,7953
41063,M,60-69,1,1,Sint-Lievens-Houtem,Oost-Vlaanderen,Vlaams Gewest,Panacea,241,1,67,1,170,0,1,0,3,0,0,250
43010,M,40-49,1,0,Maldegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,1447,32,317,5,748,27,11,0,371,0,0,1607
12021,V,80-89,1,1,Lier,Antwerpen,Vlaams Gewest,Pallieterland,1117,13,132,1,964,12,3,0,18,0,0,1172
44052,V,40-49,1,0,Oosterzele,Oost-Vlaanderen,Vlaams Gewest,Panacea,876,8,106,1,664,7,14,0,92,0,0,926
11021,V,60-69,1,0,Hove,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,297,1,70,1,215,0,6,0,6,0,0,312
34027,M,60-69,1,0,Menen,West-Vlaanderen,Vlaams Gewest,Regio Menen,1001,7,307,2,675,4,13,1,6,0,0,1073
31012,V,12-17,0,0,Jabbeke,West-Vlaanderen,Vlaams Gewest,WE40,345,53,0,0,329,53,2,0,14,0,0,419
32003,V,50-59,1,0,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,1183,6,210,2,878,4,13,0,82,0,0,1241
72039,M,30-39,1,0,Houthalen-Helchteren,Limburg,Vlaams Gewest,MidWestLim,1628,66,32,0,1471,64,10,2,115,0,0,2002
34023,V,12-17,0,0,Kuurne,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,311,51,0,0,281,51,23,0,7,0,0,429
24009,M,50-59,1,0,Bertem,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,672,4,191,2,448,2,8,0,25,0,0,701
24086,V,12-17,0,0,Oud-Heverlee,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,315,67,0,0,302,67,1,0,12,0,0,417
31012,V,50-59,1,0,Jabbeke,West-Vlaanderen,Vlaams Gewest,WE40,1062,5,134,0,894,5,13,0,21,0,0,1104
23038,V,0-11,0,0,Kampenhout,Vlaams-Brabant,Vlaams Gewest,BraViO,26,17,0,0,26,17,0,0,0,0,0,817
73042,V,70-79,1,1,Lanaken,Limburg,Vlaams Gewest,Maasland,1267,9,531,6,724,3,5,0,7,0,0,1316
11004,M,60-69,1,1,Boechout,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,392,2,62,0,321,2,4,0,5,0,0,405
72037,M,40-49,1,0,Hamont-Achel,Limburg,Vlaams Gewest,Noord-Limburg,706,9,100,2,417,7,4,0,185,0,0,818
