NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT
33040,M,80-89,1,1,163,Langemark-Poelkapelle,West-Vlaanderen,Vlaams Gewest,Westhoek,119,50,0,43,117,7,1,0,1
34040,V,60-69,1,1,1184,Waregem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,110,1049,0,475,105,574,1,0,4
12002,M,60-69,1,0,434,Berlaar,Antwerpen,Vlaams Gewest,Pallieterland,23,259,0,46,19,213,3,0,1
23025,V,60-69,1,0,1201,Grimbergen,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,141,691,1,140,119,547,19,4,2
23097,V,80-89,1,1,329,Roosdaal,Vlaams-Brabant,Vlaams Gewest,Pajottenland,258,68,0,46,249,22,0,0,9
32003,V,20-29,1,0,954,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,174,116,27,67,133,46,13,3,1
12025,M,10-19,1,0,928,Mechelen,Antwerpen,Vlaams Gewest,Mechelen - Katelijne,11,13,0,3,8,9,2,1,1
35013,M,70-79,1,1,3996,Oostende,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene,1487,2438,1,1554,1454,880,15,4,17
13011,M,30-39,1,0,1758,Herentals,Antwerpen,Vlaams Gewest,Middenkempen,73,60,13,39,44,20,12,1,4
34040,M,60-69,1,1,1134,Waregem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,80,983,0,441,76,542,4,0,0
35029,M,60-69,1,1,590,De Haan,West-Vlaanderen,Vlaams Gewest,Oostkust,50,517,0,68,48,449,1,0,1
24130,V,60-69,1,0,318,Zoutleeuw,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,32,185,0,30,29,155,2,0,1
23016,V,80-89,1,1,1479,Dilbeek,Vlaams-Brabant,Vlaams Gewest,Pajottenland,1003,426,0,370,994,56,3,0,6
35014,M,80-89,1,1,231,Oudenburg,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,192,49,0,45,190,4,0,0,2
37002,M,60-69,1,1,262,Dentergem,West-Vlaanderen,Vlaams Gewest,RITS,21,238,0,106,21,132,0,0,0
73040,M,50-59,1,0,635,Kortessem,Limburg,Vlaams Gewest,Haspengouw,29,224,1,158,27,66,0,0,1
