NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT
11023,V,10-19,1,0,259,Kapellen,Antwerpen,Vlaams Gewest,Noorderkempen,5,4,0,2,5,1,0,1,0
23098,V,30-39,1,0,402,Drogenbos,Vlaams-Brabant,Vlaams Gewest,Zennevallei,29,15,0,8,23,6,6,1,0
33037,M,10-19,0,0,594,Zonnebeke,West-Vlaanderen,Vlaams Gewest,Westhoek,1,1,0,1,1,0,0,0,0
35014,V,60-69,1,1,288,Oudenburg,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,10,21,0,9,10,12,0,0,0
45060,V,60-69,1,0,194,Kluisbergen,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,36,12,0,10,32,2,4,0,0
23009,M,60-69,1,1,56,Bever,Vlaams-Brabant,Vlaams Gewest,Pajottenland,1,9,0,7,1,2,0,0,0
45062,M,60-69,1,0,61,Horebeke,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,5,4,0,4,5,0,0,0,0
45068,V,70-79,1,1,648,Kruisem,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,18,354,0,151,16,199,2,4,0
71045,M,70-79,1,1,321,Nieuwerkerken,Limburg,Vlaams Gewest,Haspengouw,10,108,0,45,10,63,0,0,0
41027,V,30-39,1,0,1154,Herzele,Oost-Vlaanderen,Vlaams Gewest,Panacea,118,161,0,110,101,43,17,8,0
71057,V,60-69,1,0,657,Tessenderlo,Limburg,Vlaams Gewest,West-Limburg,32,30,0,24,32,6,0,0,0
46003,M,50-59,1,0,3608,Beveren,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,97,108,0,69,90,20,7,19,0
11057,M,90-100+,1,1,57,Malle,Antwerpen,Vlaams Gewest,Voorkempen,33,34,0,29,33,5,0,0,0
24054,V,30-39,1,0,490,Kortenaken,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,61,73,0,55,59,18,2,0,0
44064,V,70-79,1,1,542,Sint-Martens-Latem,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,19,190,0,22,19,168,0,0,0
24007,V,90-100+,1,1,65,Begijnendijk,Vlaams-Brabant,Vlaams Gewest,Demerland,21,56,0,32,21,22,0,2,0
11016,V,50-59,1,0,1475,Essen,Antwerpen,Vlaams Gewest,Noorderkempen,142,73,0,63,123,9,19,1,0
23052,M,90-100+,1,1,46,Merchtem,Vlaams-Brabant,Vlaams Gewest,AMALO,17,34,0,31,17,3,0,0,0
13053,M,70-79,1,1,710,Laakdal,Antwerpen,Vlaams Gewest,Zuiderkempen,31,487,0,181,31,303,0,3,0
12040,V,10-19,0,0,1342,Willebroek,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland,1,0,0,0,1,0,0,0,0
35014,V,50-59,1,0,695,Oudenburg,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,97,65,0,55,91,6,6,4,0
38016,M,20-29,1,0,539,Nieuwpoort,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,17,19,0,17,17,1,0,1,0
71016,V,70-79,1,1,2915,Genk,Limburg,Vlaams Gewest,Kemp en Duin,128,1502,1,689,120,810,7,3,0
12026,V,90-100+,1,1,123,Nijlen,Antwerpen,Vlaams Gewest,Pallieterland,43,79,0,51,43,28,0,0,0
31040,V,50-59,1,0,1740,Zedelgem,West-Vlaanderen,Vlaams Gewest,WE40,271,206,0,158,262,47,9,1,0
46020,V,20-29,1,0,1177,Sint-Gillis-Waas,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,117,139,0,122,105,15,12,2,0
13029,M,70-79,1,1,526,Olen,Antwerpen,Vlaams Gewest,Middenkempen,19,384,0,153,19,231,0,0,0
24137,M,80-89,1,1,114,Glabbeek,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,8,101,0,25,8,76,0,0,0
42004,V,60-69,1,0,475,Buggenhout,Oost-Vlaanderen,Vlaams Gewest,Dender,54,32,0,20,51,8,3,4,0
23024,M,60-69,1,1,281,Gooik,Vlaams-Brabant,Vlaams Gewest,Pajottenland,11,49,0,37,11,12,0,0,0
23003,V,30-39,1,0,1522,Beersel,Vlaams-Brabant,Vlaams Gewest,Zennevallei,116,94,0,66,104,24,12,4,0
23105,M,0-9,0,0,778,Affligem,Vlaams-Brabant,Vlaams Gewest,AMALO,0,0,0,0,0,0,0,0,0
24008,V,10-19,1,0,56,Bekkevoort,Vlaams-Brabant,Vlaams Gewest,Demerland,1,1,0,1,1,0,0,0,0
23060,V,10-19,0,0,749,Opwijk,Vlaams-Brabant,Vlaams Gewest,AMALO,3,0,0,0,3,0,0,0,0
73066,M,70-79,1,1,758,Riemst,Limburg,Vlaams Gewest,Zuid-Oost Limburg,27,570,0,258,27,312,0,0,0
12029,V,80-89,1,1,536,Putte,Antwerpen,Vlaams Gewest,Bonstato,97,445,0,70,97,371,0,4,0
13031,M,0-9,0,0,760,Oud-Turnhout,Antwerpen,Vlaams Gewest,Kempenland,0,0,0,0,0,0,0,0,0
34041,V,80-89,1,1,1028,Wevelgem,West-Vlaanderen,Vlaams Gewest,Regio Menen,207,813,0,229,206,582,1,2,0
13003,V,40-49,1,0,1553,Balen,Antwerpen,Vlaams Gewest,Baldemore,186,127,1,93,161,31,24,3,0
23060,M,10-19,1,0,154,Opwijk,Vlaams-Brabant,Vlaams Gewest,AMALO,0,0,0,0,0,0,0,0,0
34003,V,50-59,1,0,719,Avelgem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,84,46,0,37,80,8,4,1,0
73109,M,60-69,1,0,173,Voeren,Limburg,Vlaams Gewest,Zuid-Oost Limburg,5,7,0,5,5,1,0,1,0
11023,M,20-29,1,0,1393,Kapellen,Antwerpen,Vlaams Gewest,Noorderkempen,35,29,0,25,35,3,0,1,0
11002,M,10-19,0,0,25129,Antwerpen,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,6,2,0,2,6,0,0,0,0
37007,M,80-89,1,1,223,Meulebeke,West-Vlaanderen,Vlaams Gewest,RITS,39,177,0,27,38,150,1,0,0
72003,V,60-69,1,0,445,Bocholt,Limburg,Vlaams Gewest,Noord-Limburg,45,21,0,17,44,3,1,1,0
35014,M,10-19,0,0,400,Oudenburg,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,0,0,0,0,0,0,0,0,0
36012,M,30-39,1,0,700,Moorslede,West-Vlaanderen,Vlaams Gewest,Midden WVL,23,16,0,12,22,2,1,2,0
33011,V,10-19,0,0,1445,Ieper,West-Vlaanderen,Vlaams Gewest,Westhoek,2,4,0,4,2,0,0,0,0
42028,M,10-19,1,0,240,Zele,Oost-Vlaanderen,Vlaams Gewest,Dender,2,1,0,1,2,0,0,0,0
71020,V,50-59,1,0,715,Halen,Limburg,Vlaams Gewest,MidWestLim,79,52,0,44,75,6,4,2,0
71070,M,10-19,0,0,1561,Heusden-Zolder,Limburg,Vlaams Gewest,MidWestLim,0,0,0,0,0,0,0,0,0
33016,M,0-9,0,0,62,Mesen,West-Vlaanderen,Vlaams Gewest,Westhoek,0,0,0,0,0,0,0,0,0
34023,M,60-69,1,1,365,Kuurne,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,17,23,0,14,17,7,0,2,0
37018,M,80-89,1,1,364,Wingene,West-Vlaanderen,Vlaams Gewest,RITS,71,285,0,60,70,225,1,0,0
43005,M,30-39,1,0,1206,Eeklo,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,43,46,0,26,39,7,4,13,0
44020,M,10-19,1,0,145,Gavere,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,0,3,0,1,0,1,0,1,0
44048,M,60-69,1,1,307,Nazareth,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,21,23,0,17,20,6,1,0,0
24066,M,10-19,0,0,639,Lubbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,0,0,0,0,0,0,0,0,0
41048,M,20-29,1,0,2081,Ninove,Oost-Vlaanderen,Vlaams Gewest,Dender Zuid,43,58,0,37,38,13,5,8,0
71057,V,0-9,0,0,887,Tessenderlo,Limburg,Vlaams Gewest,West-Limburg,0,0,0,0,0,0,0,0,0
23096,V,30-39,1,0,1453,Zemst,Vlaams-Brabant,Vlaams Gewest,BraViO,103,133,0,116,88,14,15,3,0
44012,M,40-49,1,0,683,De Pinte,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,17,27,0,20,15,5,2,2,0
23097,M,50-59,1,0,901,Roosdaal,Vlaams-Brabant,Vlaams Gewest,Pajottenland,52,51,0,35,48,15,4,1,0
13036,V,0-9,0,0,591,Retie,Antwerpen,Vlaams Gewest,Baldemore,0,0,0,0,0,0,0,0,0
24134,M,60-69,1,0,837,Scherpenheuvel-Zichem,Vlaams-Brabant,Vlaams Gewest,Demerland,35,20,0,10,35,10,0,0,0
42025,M,20-29,1,0,1487,Wetteren,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,41,38,0,22,37,14,4,2,0
31022,M,70-79,1,1,1101,Oostkamp,West-Vlaanderen,Vlaams Gewest,WE40,37,535,0,21,33,513,4,1,0
33040,V,90-100+,1,1,57,Langemark-Poelkapelle,West-Vlaanderen,Vlaams Gewest,Westhoek,44,34,0,33,44,1,0,0,0
41018,V,0-9,0,0,1616,Geraardsbergen,Oost-Vlaanderen,Vlaams Gewest,Dender Zuid,0,0,0,0,0,0,0,0,0
44019,M,10-19,0,0,1591,Evergem,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,2,1,0,0,2,0,0,1,0
41024,V,60-69,1,1,495,Haaltert,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,14,15,0,6,14,8,0,1,0
43010,M,30-39,1,0,1423,Maldegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,37,45,0,22,31,19,6,4,0
43010,V,10-19,1,0,275,Maldegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,9,3,0,3,9,0,0,0,0
44048,V,50-59,1,0,953,Nazareth,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,119,88,0,75,113,12,6,1,0
71024,V,80-89,1,1,351,Herk-de-Stad,Limburg,Vlaams Gewest,Herkenrode,90,239,0,127,90,112,0,0,0
37011,M,10-19,1,0,82,Pittem,West-Vlaanderen,Vlaams Gewest,RITS,1,1,0,0,1,1,0,0,0
11023,M,70-79,1,1,1282,Kapellen,Antwerpen,Vlaams Gewest,Noorderkempen,53,792,0,386,53,404,0,2,0
23094,V,50-59,1,0,2315,Zaventem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,176,228,0,159,165,63,11,6,0
13014,V,40-49,1,0,1293,Hoogstraten,Antwerpen,Vlaams Gewest,Kempenland,74,99,0,77,73,21,1,1,0
13019,V,10-19,1,0,172,Lille,Antwerpen,Vlaams Gewest,Middenkempen,8,3,0,3,8,0,0,0,0
24055,M,50-59,1,0,1518,Kortenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,40,102,0,66,38,18,2,18,0
24086,M,70-79,1,1,490,Oud-Heverlee,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,21,237,0,79,20,158,1,0,0
32003,M,30-39,1,0,1058,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,39,47,0,34,36,9,3,4,0
33021,M,0-9,0,0,963,Poperinge,West-Vlaanderen,Vlaams Gewest,Westhoek,0,0,0,0,0,0,0,0,0
37015,V,70-79,1,1,992,Tielt,West-Vlaanderen,Vlaams Gewest,RITS,62,477,0,122,55,355,7,0,0
71037,V,60-69,1,0,540,Lummen,Limburg,Vlaams Gewest,MidWestLim,52,53,0,28,47,24,5,1,0
72003,V,20-29,1,0,756,Bocholt,Limburg,Vlaams Gewest,Noord-Limburg,94,96,0,70,88,25,6,1,0
23104,M,30-39,1,0,440,Lennik,Vlaams-Brabant,Vlaams Gewest,Pajottenland,28,21,0,11,25,9,3,1,0
24130,M,70-79,1,1,395,Zoutleeuw,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,13,228,0,50,13,177,0,1,0
33037,V,50-59,1,0,859,Zonnebeke,West-Vlaanderen,Vlaams Gewest,Westhoek,129,67,0,60,120,5,9,2,0
35005,V,60-69,1,0,406,Gistel,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,38,45,0,27,37,15,1,3,0
44043,M,60-69,1,1,635,Merelbeke,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,29,33,0,14,29,13,0,6,0
71016,M,60-69,1,1,1874,Genk,Limburg,Vlaams Gewest,Kemp en Duin,88,170,0,82,79,86,9,2,0
