NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT
72041,V,70-79,1,1,847,Dilsen-Stokkem,Limburg,Vlaams Gewest,Maasland,795,21,354,14,431,7,0,0,10,0,0
45059,V,60-69,1,0,541,Brakel,Oost-Vlaanderen,Vlaams Gewest,Panacea,433,82,65,70,357,12,4,0,7,0,0
13031,V,70-79,1,1,741,Oud-Turnhout,Antwerpen,Vlaams Gewest,Kempenland,696,11,254,11,440,0,2,0,0,0,0
12041,M,10-19,1,0,314,Puurs-Sint-Amands,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland,101,122,0,0,33,122,0,0,68,0,0
46025,M,50-59,1,0,2243,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,1144,949,58,539,913,410,18,0,155,0,0
24001,V,20-29,1,0,1672,Aarschot,Vlaams-Brabant,Vlaams Gewest,Demerland,580,885,135,1,360,880,23,4,62,0,0
38002,M,60-69,1,0,171,Alveringem,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,147,14,3,13,132,1,0,0,12,0,0
13004,M,50-59,1,0,1345,Beerse,Antwerpen,Vlaams Gewest,Kempenland,684,573,37,465,508,108,11,0,128,0,0
72020,M,80-89,1,1,758,Lommel,Limburg,Vlaams Gewest,Noord-Limburg,708,18,294,9,401,8,6,1,7,0,0
23097,M,60-69,1,1,346,Roosdaal,Vlaams-Brabant,Vlaams Gewest,Pajottenland,264,71,49,68,209,2,2,1,4,0,0
71037,M,90-100+,1,1,58,Lummen,Limburg,Vlaams Gewest,MidWestLim,53,6,19,5,32,1,0,0,2,0,0
72043,M,70-79,1,1,1458,Pelt,Limburg,Vlaams Gewest,Noord-Limburg,1399,21,349,13,1031,8,15,0,4,0,0
32011,V,50-59,1,0,862,Kortemark,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,391,442,56,214,268,228,5,0,62,0,0
24048,M,30-39,1,0,557,Keerbergen,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,108,393,15,1,82,392,7,0,4,0,0
13037,V,90-100+,1,1,58,Rijkevorsel,Antwerpen,Vlaams Gewest,Kempenland,53,2,21,2,29,0,0,0,3,0,0
11057,M,10-19,1,0,201,Malle,Antwerpen,Vlaams Gewest,Voorkempen,65,51,1,0,11,51,2,0,51,0,0
44043,V,90-100+,1,1,178,Merelbeke,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,158,9,73,3,82,6,2,0,1,0,0
33040,M,10-19,0,0,375,Langemark-Poelkapelle,West-Vlaanderen,Vlaams Gewest,Westhoek,7,44,0,0,1,44,0,0,6,0,0
13019,M,80-89,1,1,298,Lille,Antwerpen,Vlaams Gewest,Middenkempen,283,5,46,4,235,1,0,0,2,0,0
24020,V,50-59,1,0,1710,Diest,Vlaams-Brabant,Vlaams Gewest,Demerland,798,789,107,320,635,465,41,4,15,0,0
11040,V,20-29,1,0,1978,Schoten,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,524,974,126,2,187,398,182,574,29,0,0
72041,M,40-49,1,0,1369,Dilsen-Stokkem,Limburg,Vlaams Gewest,Maasland,740,475,60,85,288,390,9,0,383,0,0
24011,V,80-89,1,1,315,Bierbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,300,4,43,4,252,0,1,0,4,0,0
32003,V,30-39,1,0,934,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,445,388,103,4,311,384,25,0,6,0,0
33037,V,40-49,1,0,815,Zonnebeke,West-Vlaanderen,Vlaams Gewest,Westhoek,352,408,73,182,199,226,20,0,60,0,0
71016,V,80-89,1,1,1993,Genk,Limburg,Vlaams Gewest,Kemp en Duin,1835,39,592,21,1210,18,7,0,26,0,0
13025,V,40-49,1,0,2386,Mol,Antwerpen,Vlaams Gewest,Baldemore,864,1288,179,16,589,1272,53,0,43,0,0
31004,M,50-59,1,0,1523,Blankenberge,West-Vlaanderen,Vlaams Gewest,Oostkust,1196,227,70,46,1032,181,9,0,85,0,0
33021,M,10-19,0,0,961,Poperinge,West-Vlaanderen,Vlaams Gewest,Westhoek,10,64,1,0,6,64,0,0,3,0,0
44085,M,70-79,1,1,1293,Lievegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,755,504,38,499,709,5,6,0,2,0,0
38025,V,10-19,0,0,430,Veurne,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,6,57,1,0,4,56,1,1,0,0,0
44048,M,50-59,1,0,866,Nazareth,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,517,330,21,34,475,296,1,0,20,0,0
38002,M,30-39,1,0,323,Alveringem,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,45,242,10,0,33,242,1,0,1,0,0
12014,V,60-69,1,1,1335,Heist-op-den-Berg,Antwerpen,Vlaams Gewest,Bonstato,1054,239,183,235,858,4,3,0,10,0,0
23100,M,20-29,1,0,245,Linkebeek,Vlaams-Brabant,Vlaams Gewest,Zennevallei,30,90,5,0,19,90,0,0,6,0,0
45063,M,90-100+,1,1,24,Lierde,Oost-Vlaanderen,Vlaams Gewest,Panacea,20,1,9,0,8,1,0,0,3,0,0
24028,V,80-89,1,1,204,Geetbets,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,196,2,34,0,153,2,2,0,7,0,0
34013,M,70-79,1,1,1245,Harelbeke,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,1074,135,373,130,258,2,434,3,9,0,0
38008,M,90-100+,1,1,40,De Panne,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,30,3,5,2,24,1,1,0,0,0,0
24133,V,30-39,1,0,407,Linter,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,148,226,33,0,99,226,15,0,1,0,0
71053,V,40-49,1,0,2575,Sint-Truiden,Limburg,Vlaams Gewest,Haspengouw,1230,1085,196,530,626,555,9,0,399,0,0
73109,V,40-49,1,0,259,Voeren,Limburg,Vlaams Gewest,Zuid-Oost Limburg,96,104,9,11,32,93,3,0,52,0,0
73040,M,70-79,1,1,408,Kortessem,Limburg,Vlaams Gewest,Haspengouw,393,3,96,2,295,1,0,0,2,0,0
13044,M,60-69,1,1,264,Vorselaar,Antwerpen,Vlaams Gewest,Middenkempen,218,42,19,39,197,3,0,0,2,0,0
71067,V,40-49,1,0,464,Zutendaal,Limburg,Vlaams Gewest,Kemp en Duin,205,190,50,91,78,99,4,0,73,0,0
36015,M,20-29,1,0,4102,Roeselare,West-Vlaanderen,Vlaams Gewest,Midden WVL,526,2661,78,2,293,2656,12,3,142,1,0
24054,M,60-69,1,1,265,Kortenaken,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,240,16,6,15,232,1,0,0,2,0,0
35002,M,50-59,1,0,1399,Bredene,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene,727,600,113,283,554,317,20,0,40,0,0
23086,V,80-89,1,1,495,Ternat,Vlaams-Brabant,Vlaams Gewest,Pajottenland,453,11,98,7,350,4,2,0,3,0,0
24016,M,50-59,1,0,634,Boutersem,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,272,342,74,188,162,153,8,0,28,0,1
32006,V,90-100+,1,1,111,Houthulst,West-Vlaanderen,Vlaams Gewest,Westhoek,89,5,24,3,53,2,0,0,12,0,0
23047,V,20-29,1,0,1000,Machelen,Vlaams-Brabant,Vlaams Gewest,BraViO,180,347,35,2,123,344,7,1,15,0,0
23097,M,60-69,1,0,405,Roosdaal,Vlaams-Brabant,Vlaams Gewest,Pajottenland,353,40,12,39,337,1,1,0,3,0,0
45061,M,10-19,0,0,299,Wortegem-Petegem,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,4,24,0,0,1,24,0,0,3,0,0
23027,V,70-79,1,1,1839,Halle,Vlaams-Brabant,Vlaams Gewest,Zennevallei,1726,31,503,16,1184,15,16,0,23,0,0
44085,V,60-69,1,0,962,Lievegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland,723,208,34,200,672,8,14,0,3,0,0
32030,V,90-100+,1,1,41,Lo-Reninge,West-Vlaanderen,Vlaams Gewest,Westhoek,40,0,17,0,17,0,0,0,6,0,0
71053,M,50-59,1,0,3172,Sint-Truiden,Limburg,Vlaams Gewest,Haspengouw,1448,1556,129,1007,1271,549,22,0,26,0,0
32006,V,30-39,1,0,686,Houthulst,West-Vlaanderen,Vlaams Gewest,Westhoek,274,354,62,3,198,351,10,0,4,0,0
41034,V,20-29,1,0,991,Lede,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,345,548,83,1,215,546,23,1,24,0,0
23047,V,30-39,1,0,1089,Machelen,Vlaams-Brabant,Vlaams Gewest,BraViO,234,474,30,1,193,473,5,0,6,0,0
38014,M,70-79,1,1,2094,Koksijde,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,1916,59,785,44,1110,14,12,1,9,0,0
13031,M,70-79,1,1,715,Oud-Turnhout,Antwerpen,Vlaams Gewest,Kempenland,681,17,215,12,461,5,0,0,5,0,0
13035,V,70-79,1,1,667,Ravels,Antwerpen,Vlaams Gewest,Kempenland,630,4,159,1,464,3,1,0,6,0,0
44019,M,20-29,1,0,1923,Evergem,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,268,1368,41,0,149,1364,20,4,58,0,0
23062,V,30-39,1,0,1462,Overijse,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,441,734,89,2,337,730,11,2,4,0,0
41011,V,40-49,1,0,1500,Denderleeuw,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,723,539,98,161,384,378,12,0,229,0,0
44048,V,80-89,1,1,386,Nazareth,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie,375,5,23,0,347,5,1,0,4,0,0
38025,M,50-59,1,0,868,Veurne,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,495,325,61,150,412,175,6,0,16,0,0
37020,M,40-49,1,0,575,Ardooie,West-Vlaanderen,Vlaams Gewest,Midden WVL,250,268,12,52,145,216,2,0,91,0,0
33039,M,40-49,1,0,492,Heuvelland,West-Vlaanderen,Vlaams Gewest,Westhoek,256,177,9,48,108,129,2,0,137,0,0
44013,V,30-39,1,0,1184,Destelbergen,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,411,640,120,1,267,639,15,0,9,0,0
11005,M,40-49,1,0,1233,Boom,Antwerpen,Vlaams Gewest,RupeLaar,401,648,33,133,275,515,8,0,85,0,0
12009,M,40-49,1,0,1187,Duffel,Antwerpen,Vlaams Gewest,Pallieterland,416,659,56,135,228,523,23,1,109,0,0
43005,V,10-19,0,0,935,Eeklo,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,11,73,0,0,10,73,1,0,0,0,0
34041,V,90-100+,1,1,250,Wevelgem,West-Vlaanderen,Vlaams Gewest,Regio Menen,228,6,76,3,150,2,0,1,2,0,0
37017,V,80-89,1,1,267,Wielsbeke,West-Vlaanderen,Vlaams Gewest,Regio Waregem,248,6,46,1,196,5,0,0,6,0,0
34025,M,80-89,1,1,143,Lendelede,West-Vlaanderen,Vlaams Gewest,RITS,138,1,43,0,95,1,0,0,0,0,0
73042,M,10-19,1,0,305,Lanaken,Limburg,Vlaams Gewest,Maasland,38,143,2,0,12,143,5,0,19,0,0
24134,M,10-19,1,0,214,Scherpenheuvel-Zichem,Vlaams-Brabant,Vlaams Gewest,Demerland,50,30,0,0,11,30,1,0,38,0,0
45060,V,20-29,1,0,394,Kluisbergen,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,164,199,50,2,98,195,12,2,4,0,0
44073,V,10-19,0,0,351,Wachtebeke,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,3,23,0,0,2,23,0,0,1,0,0
38016,V,30-39,1,0,465,Nieuwpoort,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,134,256,36,0,91,255,7,1,0,0,0
43014,V,80-89,1,1,234,Sint-Laureins,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,221,7,78,5,141,2,0,0,2,0,0
11009,M,60-69,1,0,1176,Brecht,Antwerpen,Vlaams Gewest,Voorkempen,937,193,44,181,877,12,8,0,8,0,0
12014,V,80-89,1,1,1384,Heist-op-den-Berg,Antwerpen,Vlaams Gewest,Bonstato,1318,22,179,8,1093,11,4,3,42,0,0
42011,V,70-79,1,1,889,Lebbeke,Oost-Vlaanderen,Vlaams Gewest,Dender,842,20,366,17,463,3,8,0,5,0,0
11037,M,90-100+,1,1,57,Rumst,Antwerpen,Vlaams Gewest,RupeLaar,50,4,22,3,28,1,0,0,0,0,0
36010,V,40-49,1,0,595,Ledegem,West-Vlaanderen,Vlaams Gewest,Midden WVL,252,314,39,47,177,267,7,0,29,0,0
45063,M,70-79,1,1,260,Lierde,Oost-Vlaanderen,Vlaams Gewest,Panacea,256,0,52,0,195,0,6,0,3,0,0
11050,M,10-19,1,0,123,Wijnegem,Antwerpen,Vlaams Gewest,Voorkempen,29,31,1,0,6,31,1,0,21,0,0
23033,M,70-79,1,1,441,Hoeilaart,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,413,7,134,3,272,4,2,0,5,0,0
72037,V,60-69,1,0,530,Hamont-Achel,Limburg,Vlaams Gewest,Noord-Limburg,342,145,24,137,310,8,7,0,1,0,0
24008,V,60-69,1,0,210,Bekkevoort,Vlaams-Brabant,Vlaams Gewest,Demerland,198,9,13,4,181,5,3,0,1,0,0
24086,M,20-29,1,0,597,Oud-Heverlee,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,127,348,20,1,60,346,4,1,43,0,0
33021,M,80-89,1,1,480,Poperinge,West-Vlaanderen,Vlaams Gewest,Westhoek,453,4,116,2,326,2,4,0,7,0,0
31012,V,40-49,1,0,875,Jabbeke,West-Vlaanderen,Vlaams Gewest,WE40,461,376,102,92,197,284,15,0,147,0,0
35011,V,60-69,1,0,902,Middelkerke,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,762,92,68,81,675,11,11,0,8,0,0
31022,M,50-59,1,0,1717,Oostkamp,West-Vlaanderen,Vlaams Gewest,WE40,1309,320,65,203,1078,117,12,0,154,0,0
42006,V,30-39,1,0,2858,Dendermonde,Oost-Vlaanderen,Vlaams Gewest,Dender,1003,1595,268,5,696,1588,31,2,8,0,0
23016,M,90-100+,1,1,165,Dilbeek,Vlaams-Brabant,Vlaams Gewest,Pajottenland,142,7,7,3,132,4,0,0,3,0,0
44034,V,70-79,1,1,1067,Lochristi,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,885,160,194,159,683,1,3,0,5,0,0
33011,V,90-100+,1,1,365,Ieper,West-Vlaanderen,Vlaams Gewest,Westhoek,329,10,120,4,193,4,1,2,15,0,0
44019,M,60-69,1,0,1211,Evergem,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,975,194,36,176,913,18,20,0,5,1,0
13053,M,50-59,1,0,1243,Laakdal,Antwerpen,Vlaams Gewest,Zuiderkempen,648,517,58,291,566,226,4,0,20,0,0
13053,V,30-39,1,0,1031,Laakdal,Antwerpen,Vlaams Gewest,Zuiderkempen,336,595,89,0,221,595,20,0,6,0,0
73040,M,20-29,1,0,454,Kortessem,Limburg,Vlaams Gewest,Haspengouw,78,300,10,0,24,300,2,0,42,0,0
24134,V,20-29,1,0,1167,Scherpenheuvel-Zichem,Vlaams-Brabant,Vlaams Gewest,Demerland,413,626,113,3,264,623,24,0,12,0,0
42010,M,80-89,1,1,283,Laarne,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,262,7,66,5,180,2,3,0,13,0,0
46021,V,60-69,1,1,2030,Sint-Niklaas,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,1830,82,136,67,1669,15,15,0,10,0,0
73022,V,80-89,1,1,196,Heers,Limburg,Vlaams Gewest,Haspengouw,182,6,70,3,106,3,0,0,6,0,0
23096,M,20-29,1,0,1143,Zemst,Vlaams-Brabant,Vlaams Gewest,BraViO,252,691,32,1,98,689,7,1,115,0,0
13014,M,40-49,1,0,1377,Hoogstraten,Antwerpen,Vlaams Gewest,Kempenland,373,745,17,39,208,706,3,0,145,0,0
11024,V,80-89,1,1,683,Kontich,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,649,12,80,2,561,10,4,0,4,0,0
12035,M,60-69,1,0,696,Sint-Katelijne-Waver,Antwerpen,Vlaams Gewest,Mechelen - Katelijne,635,41,42,33,581,8,6,0,6,0,0
13031,M,60-69,1,0,528,Oud-Turnhout,Antwerpen,Vlaams Gewest,Kempenland,425,81,30,65,389,16,3,0,3,0,0
37011,V,30-39,1,0,393,Pittem,West-Vlaanderen,Vlaams Gewest,RITS,129,227,35,0,85,227,6,0,3,0,0
46003,V,20-29,1,0,2648,Beveren,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,953,1365,266,5,506,1359,43,1,138,0,0
23086,V,40-49,1,0,1082,Ternat,Vlaams-Brabant,Vlaams Gewest,Pajottenland,524,459,118,72,240,387,12,0,154,0,0
38014,M,40-49,1,0,920,Koksijde,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,339,447,38,150,184,297,21,0,96,0,0
