NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT,BOOSTER_AMT,POPULATION_NBR
72043,V,80-89,1,1,Pelt,LIMBURG,VLAAMS GEWEST,Noord-Limburg,999,9,321,5,663,4,1,0,14,0,0,957,1030
37011,M,40-49,1,0,Pittem,WEST-VLAANDEREN,VLAAMS GEWEST,RITS,416,0,79,0,270,0,2,0,65,0,0,388,438
72020,M,18-29,1,0,Lommel,LIMBURG,VLAAMS GEWEST,Noord-Limburg,2026,63,35,1,1906,58,14,4,67,4,0,1656,2270
31033,V,30-39,1,0,Torhout,WEST-VLAANDEREN,VLAAMS GEWEST,Houtland en Polder,1196,4,163,0,998,4,23,0,12,0,0,1089,1253
23077,V,12-17,0,0,Sint-Pieters-Leeuw,VLAAMS-BRABANT,VLAAMS GEWEST,Zennevallei,817,22,0,0,811,19,3,3,2,1,0,130,1312
13008,M,18-29,1,0,Geel,ANTWERPEN,VLAAMS GEWEST,Zuiderkempen,2631,65,59,0,2297,48,38,17,235,2,0,2140,2851
73006,M,70-79,1,1,Bilzen,LIMBURG,VLAAMS GEWEST,ZOLim,1516,5,610,3,901,2,1,0,4,0,0,1480,1551
13021,M,50-59,1,0,Meerhout,ANTWERPEN,VLAAMS GEWEST,Zuiderkempen,759,1,236,0,471,1,7,0,45,0,0,732,797
31043,V,60-69,1,0,Knokke-Heist,WEST-VLAANDEREN,VLAAMS GEWEST,Oostkust,1436,8,674,4,688,4,21,0,53,0,0,1363,1489
71037,M,60-69,1,1,Lummen,LIMBURG,VLAAMS GEWEST,MidWestLim,484,3,134,1,349,2,1,0,0,0,0,479,492
42006,M,40-49,1,0,Dendermonde,OOST-VLAANDEREN,VLAAMS GEWEST,Dender,2749,8,289,0,1980,7,19,1,460,1,0,2505,2923
73098,M,5-11,0,0,Wellen,LIMBURG,VLAAMS GEWEST,Haspengouw,87,14,0,0,2,0,0,0,0,85,14,0,255
41011,V,60-69,1,1,Denderleeuw,OOST-VLAANDEREN,VLAAMS GEWEST,Regio Aalst,551,1,112,0,427,1,0,0,12,0,0,534,558
42023,V,40-49,1,0,Waasmunster,OOST-VLAANDEREN,VLAAMS GEWEST,Z-W-Waasland,600,2,119,1,366,1,15,0,100,0,0,551,628
12025,V,70-79,1,1,Mechelen,ANTWERPEN,VLAAMS GEWEST,Mechelen-Katelijne,3409,13,805,2,2527,10,16,0,61,0,1,3265,3568
35029,V,50-59,1,0,De Haan,WEST-VLAANDEREN,VLAAMS GEWEST,Oostkust,967,3,195,1,725,2,14,0,33,0,0,914,1014
71016,V,40-49,1,0,Genk,LIMBURG,VLAAMS GEWEST,Kemp en Duin,3828,39,977,3,2035,33,61,3,751,4,0,3104,4299
23088,V,40-49,1,0,Vilvoorde,VLAAMS-BRABANT,VLAAMS GEWEST,BraVio,2700,37,452,0,1864,28,49,9,333,2,0,1885,3202
34013,V,50-59,1,0,Harelbeke,WEST-VLAANDEREN,VLAAMS GEWEST,Regio Kortrijk,1859,5,280,1,638,2,761,2,180,0,0,1766,1947
23060,V,40-49,1,0,Opwijk,VLAAMS-BRABANT,VLAAMS GEWEST,Amalo,965,4,172,1,765,3,9,0,19,0,0,882,1032
12029,M,50-59,1,0,Putte,ANTWERPEN,VLAAMS GEWEST,Bonstato,1352,7,394,1,891,4,12,2,55,0,0,1313,1390
24054,V,50-59,1,0,Kortenaken,VLAAMS-BRABANT,VLAAMS GEWEST,Zuidoost Hageland,600,1,211,0,340,1,11,0,38,0,0,579,611
23003,M,50-59,1,0,Beersel,VLAAMS-BRABANT,VLAAMS GEWEST,Zennevallei,1657,22,362,0,1219,16,16,6,60,0,0,1520,1784
42011,M,18-29,1,0,Lebbeke,OOST-VLAANDEREN,VLAAMS GEWEST,Dender,1185,12,24,0,987,12,8,0,166,0,0,1018,1293
41081,V,50-59,1,0,Zottegem,OOST-VLAANDEREN,VLAAMS GEWEST,Panacea,1923,10,901,6,904,3,44,1,74,0,0,1861,1970
72003,V,70-79,1,1,Bocholt,LIMBURG,VLAAMS GEWEST,Noord-Limburg,624,2,198,1,419,1,5,0,2,0,0,608,632
24028,V,50-59,1,0,Geetbets,VLAAMS-BRABANT,VLAAMS GEWEST,Zuidoost Hageland,438,1,99,0,332,1,3,0,4,0,0,425,452
71004,V,70-79,1,1,Beringen,LIMBURG,VLAAMS GEWEST,West-Limburg,1919,6,422,1,1464,5,6,0,24,3,0,1849,1978
31006,V,90-100+,1,1,Damme,WEST-VLAANDEREN,VLAAMS GEWEST,Oostkust,142,3,66,2,73,1,0,0,3,0,0,127,149
41018,V,5-11,0,0,Geraardsbergen,OOST-VLAANDEREN,VLAAMS GEWEST,Dender Zuid,593,75,0,0,0,0,0,0,0,593,75,0,1224
24011,V,50-59,1,0,Bierbeek,VLAAMS-BRABANT,VLAAMS GEWEST,Leuven Zuid,683,1,113,0,468,1,19,0,83,0,0,666,691
23050,M,60-69,1,1,Meise,VLAAMS-BRABANT,VLAAMS GEWEST,Regio Grimbergen,632,4,146,2,479,2,1,0,6,0,0,609,657
13008,V,5-11,0,0,Geel,ANTWERPEN,VLAAMS GEWEST,Zuiderkempen,566,38,0,0,3,1,0,0,0,563,37,0,1466
23033,M,18-29,1,0,Hoeilaart,VLAAMS-BRABANT,VLAAMS GEWEST,Druivenstreek,595,16,10,0,514,13,5,3,66,0,0,421,732
11053,M,12-17,0,0,Wuustwezel,ANTWERPEN,VLAAMS GEWEST,Noorderkempen,645,1,0,0,644,1,0,0,1,0,0,157,705
11053,M,18-29,1,0,Wuustwezel,ANTWERPEN,VLAAMS GEWEST,Noorderkempen,1356,6,22,0,1155,6,15,0,164,0,0,1152,1547
