NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT
23088,M,50-59,1,0,2956,Vilvoorde,Vlaams-Brabant,Vlaams Gewest,BraViO,2005,490,323,437,1491,52,15,1,176,0,0
34022,V,50-59,1,0,4957,Kortrijk,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,4156,394,428,287,1738,56,1664,51,326,0,0
24066,V,40-49,1,0,917,Lubbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,668,181,87,69,476,112,26,0,79,0,0
11038,M,10-19,0,0,427,Schelle,Antwerpen,Vlaams Gewest,RupeLaar,7,129,1,0,5,129,0,0,1,0,0
24059,M,60-69,1,1,516,Landen,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,477,20,193,17,280,3,1,0,3,0,0
37011,V,80-89,1,1,221,Pittem,West-Vlaanderen,Vlaams Gewest,RITS,213,3,26,2,183,1,1,0,3,0,0
13046,M,30-39,1,0,762,Vosselaar,Antwerpen,Vlaams Gewest,Kempenland,159,520,16,0,125,520,8,0,10,0,0
41002,V,10-19,1,0,880,Aalst,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,224,454,21,0,101,448,7,6,95,0,0
72020,V,60-69,1,1,1056,Lommel,Limburg,Vlaams Gewest,Noord-Limburg,943,73,112,72,827,1,2,0,2,0,0
11008,M,70-79,1,1,1815,Brasschaat,Antwerpen,Vlaams Gewest,Noorderkempen,1724,30,571,16,1130,13,7,1,16,0,0
