NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT
36006,M,40-49,1,0,670,Hooglede,West-Vlaanderen,Vlaams Gewest,Midden WVL,552,74,25,58,420,16,2,0,105,0,0
46025,V,10-19,1,0,323,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,126,117,3,0,97,117,5,0,21,0,0
24007,V,60-69,1,0,392,Begijnendijk,Vlaams-Brabant,Vlaams Gewest,Demerland,378,5,51,5,325,0,0,0,2,0,0
34040,M,20-29,1,0,2367,Waregem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,1222,772,50,0,847,771,22,1,303,0,0
72021,V,10-19,1,0,249,Maaseik,Limburg,Vlaams Gewest,Maasland,77,126,8,0,61,126,4,0,4,0,0
23099,M,70-79,1,1,482,Kraainem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,440,5,22,1,408,4,3,0,7,0,0
45041,V,30-39,1,0,1618,Ronse,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,1076,138,107,1,933,137,22,0,14,0,0
44034,M,20-29,1,0,1247,Lochristi,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,429,635,31,0,219,635,7,0,172,0,0
23016,M,40-49,1,0,2758,Dilbeek,Vlaams-Brabant,Vlaams Gewest,Pajottenland,2023,158,195,90,1365,68,20,0,442,1,0
73022,V,50-59,1,0,562,Heers,Limburg,Vlaams Gewest,Haspengouw,474,60,132,51,266,8,4,1,72,0,0
71070,V,50-59,1,0,2323,Heusden-Zolder,Limburg,Vlaams Gewest,MidWestLim,1606,433,419,398,1009,35,30,0,148,0,0
44019,V,60-69,1,0,1169,Evergem,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,1115,28,198,18,893,10,21,0,3,0,0
23096,M,30-39,1,0,1299,Zemst,Vlaams-Brabant,Vlaams Gewest,BraViO,913,284,44,0,842,284,9,0,18,0,0
71020,M,50-59,1,0,734,Halen,Limburg,Vlaams Gewest,MidWestLim,615,84,110,77,496,7,1,0,8,0,0
11030,V,10-19,0,0,513,Niel,Antwerpen,Vlaams Gewest,RupeLaar,14,113,0,0,11,113,0,0,3,0,0
12026,M,40-49,1,0,1549,Nijlen,Antwerpen,Vlaams Gewest,Pallieterland,1176,253,45,193,965,59,13,1,153,0,0
24028,V,40-49,1,0,419,Geetbets,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,380,21,55,19,225,2,3,0,97,0,0
13013,M,90-100+,1,1,68,Herselt,Antwerpen,Vlaams Gewest,Zuiderkempen,64,1,29,1,32,0,1,0,2,0,0
31043,V,40-49,1,0,1637,Knokke-Heist,West-Vlaanderen,Vlaams Gewest,Oostkust,1400,51,118,6,1143,44,30,1,109,0,0
37017,M,90-100+,1,1,40,Wielsbeke,West-Vlaanderen,Vlaams Gewest,Regio Waregem,30,4,23,0,4,4,0,0,3,0,0
42003,M,90-100+,1,1,39,Berlare,Oost-Vlaanderen,Vlaams Gewest,Dender,34,0,23,0,10,0,0,0,1,0,0
71011,V,60-69,1,0,703,Diepenbeek,Limburg,Vlaams Gewest,Herkenrode,675,6,173,2,209,4,277,0,16,0,0
34040,V,40-49,1,0,2384,Waregem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,2007,172,290,130,1485,41,21,1,211,0,0
12029,V,30-39,1,0,1067,Putte,Antwerpen,Vlaams Gewest,Bonstato,921,73,100,0,797,73,18,0,6,0,0
13017,M,10-19,0,0,805,Kasterlee,Antwerpen,Vlaams Gewest,Middenkempen,22,269,1,0,9,269,1,0,11,0,0
73006,V,60-69,1,0,1135,Bilzen,Limburg,Vlaams Gewest,Zuid-Oost Limburg,1034,38,344,31,664,7,16,0,10,0,0
37012,M,90-100+,1,1,21,Ruiselede,West-Vlaanderen,Vlaams Gewest,RITS,21,0,15,0,6,0,0,0,0,0,0
71034,V,50-59,1,0,1123,Leopoldsburg,Limburg,Vlaams Gewest,West-Limburg,969,65,229,44,702,21,9,0,29,0,0
13029,M,60-69,1,1,382,Olen,Antwerpen,Vlaams Gewest,Middenkempen,366,4,109,3,253,1,2,0,2,0,0
34002,M,20-29,1,0,860,Anzegem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,506,288,25,1,356,287,4,0,121,0,0
46024,M,20-29,1,0,971,Stekene,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,328,519,20,0,280,519,5,0,23,0,0
23050,V,40-49,1,0,1244,Meise,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,1027,41,87,7,790,34,7,0,143,0,0
37002,M,10-19,0,0,419,Dentergem,West-Vlaanderen,Vlaams Gewest,RITS,9,134,0,0,3,134,0,0,6,0,0
11007,V,30-39,1,0,785,Borsbeek,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,513,65,37,1,207,30,265,34,4,0,0
23081,V,70-79,1,1,554,Steenokkerzeel,Vlaams-Brabant,Vlaams Gewest,BraViO,527,7,160,6,361,1,4,0,2,0,0
11002,M,60-69,1,0,13563,Antwerpen,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,11724,412,1019,144,3419,45,7140,223,143,3,0
24045,M,30-39,1,0,574,Huldenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,334,175,20,0,306,174,3,1,5,0,0
11055,V,20-29,1,0,1075,Zoersel,Antwerpen,Vlaams Gewest,Voorkempen,550,412,83,0,371,411,28,1,68,0,0
11007,M,60-69,1,0,343,Borsbeek,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,315,4,43,2,88,0,180,2,4,0,0
31006,M,50-59,1,0,812,Damme,West-Vlaanderen,Vlaams Gewest,Oostkust,693,96,113,85,532,11,5,0,43,0,0
71022,V,90-100+,1,1,722,Hasselt,Limburg,Vlaams Gewest,Herkenrode,641,21,266,9,339,11,1,1,35,0,0
23094,M,40-49,1,0,2489,Zaventem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,1525,363,243,269,1000,94,26,0,256,0,0
71034,V,10-19,1,0,149,Leopoldsburg,Limburg,Vlaams Gewest,West-Limburg,66,48,5,0,37,48,1,0,23,0,0
24009,V,90-100+,1,1,91,Bertem,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,85,2,31,1,54,1,0,0,0,0,0
71067,M,50-59,1,0,576,Zutendaal,Limburg,Vlaams Gewest,Kemp en Duin,465,74,125,69,329,5,6,0,5,0,0
23094,V,60-69,1,0,1049,Zaventem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,897,45,185,40,658,4,8,1,46,0,0
