NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,VACCINATED_FIRST_DOSIS_NBR,VACCINATED_SECOND_DOSIS_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE
71011,V,20-29,1,0,1105,67,53,Diepenbeek,Limburg,Vlaams Gewest,Herkenrode
72039,V,50-59,1,0,2282,133,92,Houthalen-Helchteren,Limburg,Vlaams Gewest,MidWestLim
23032,V,40-49,1,0,441,45,22,Herne,Vlaams-Brabant,Vlaams Gewest,Pajottenland
72018,M,30-39,1,0,683,9,4,Kinrooi,Limburg,Vlaams Gewest,Maasland
13019,V,40-49,1,0,1076,122,57,Lille,Antwerpen,Vlaams Gewest,Middenkempen
23050,V,40-49,1,0,1224,82,42,Meise,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
71045,M,60-69,1,0,239,5,4,Nieuwerkerken,Limburg,Vlaams Gewest,Haspengouw
24059,V,50-59,1,0,1198,92,77,Landen,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
34040,M,20-29,1,0,2351,47,15,Waregem,West-Vlaanderen,Vlaams Gewest,Regio Waregem
13014,V,80-89,1,1,502,22,50,Hoogstraten,Antwerpen,Vlaams Gewest,Kempenland
35011,M,40-49,1,0,999,25,19,Middelkerke,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
11023,M,90-100+,1,1,116,12,34,Kapellen,Antwerpen,Vlaams Gewest,Noorderkempen
33011,M,60-69,1,0,1193,35,23,Ieper,West-Vlaanderen,Vlaams Gewest,Westhoek
44084,V,30-39,1,0,1665,169,89,Aalter,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland
11055,V,90-100+,1,1,146,12,79,Zoersel,Antwerpen,Vlaams Gewest,Voorkempen
11001,M,30-39,1,0,772,18,16,Aartselaar,Antwerpen,Vlaams Gewest,RupeLaar
44021,M,90-100+,1,1,757,12,276,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent
24009,M,50-59,1,0,709,19,17,Bertem,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
23045,V,60-69,1,1,533,4,10,Londerzeel,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
41027,V,20-29,1,0,995,57,52,Herzele,Oost-Vlaanderen,Vlaams Gewest,Panacea
11018,V,30-39,1,0,828,42,34,Hemiksem,Antwerpen,Vlaams Gewest,RupeLaar
13013,M,80-89,1,1,386,4,38,Herselt,Antwerpen,Vlaams Gewest,Zuiderkempen
