NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,VACCINATED_FIRST_DOSIS_NBR,VACCINATED_SECOND_DOSIS_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE
11002,V,60-69,1,1,11720,358,269,Antwerpen,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid
11004,M,30-39,1,0,712,27,14,Boechout,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11004,M,50-59,1,0,1033,50,34,Boechout,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11013,V,10-19,1,0,198,1,3,Edegem,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11052,M,10-19,0,0,551,0,1,Wommelgem,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid
11040,M,10-19,1,0,361,1,6,Schoten,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid
12002,V,10-19,1,0,107,1,5,Berlaar,Antwerpen,Vlaams Gewest,Pallieterland
13006,M,90-100+,1,1,30,1,15,Dessel,Antwerpen,Vlaams Gewest,Baldemore
24134,M,70-79,1,1,1159,22,23,Scherpenheuvel-Zichem,Vlaams-Brabant,Vlaams Gewest,Demerland
24009,M,50-59,1,0,709,21,31,Bertem,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
11023,M,60-69,1,0,953,35,28,Kapellen,Antwerpen,Vlaams Gewest,Noorderkempen
11023,V,60-69,1,0,940,59,53,Kapellen,Antwerpen,Vlaams Gewest,Noorderkempen
12035,V,60-69,1,1,613,51,8,Sint-Katelijne-Waver,Antwerpen,Vlaams Gewest,Mechelen - Katelijne
11035,M,70-79,1,1,905,24,35,Ranst,Antwerpen,Vlaams Gewest,Pallieterland
13021,V,90-100+,1,1,56,37,22,Meerhout,Antwerpen,Vlaams Gewest,Zuiderkempen
11018,V,30-39,1,0,828,88,47,Hemiksem,Antwerpen,Vlaams Gewest,RupeLaar
11018,M,40-49,1,0,803,31,12,Hemiksem,Antwerpen,Vlaams Gewest,RupeLaar
11023,V,10-19,0,0,1171,0,1,Kapellen,Antwerpen,Vlaams Gewest,Noorderkempen
12014,V,90-100+,1,1,295,126,137,Heist-op-den-Berg,Antwerpen,Vlaams Gewest,Bonstato
13049,V,50-59,1,0,1869,140,160,Westerlo,Antwerpen,Vlaams Gewest,Zuiderkempen
23016,V,50-59,1,0,3215,233,208,Dilbeek,Vlaams-Brabant,Vlaams Gewest,Pajottenland
33021,M,50-59,1,0,1440,20,95,Poperinge,West-Vlaanderen,Vlaams Gewest,Westhoek
45035,V,60-69,1,0,1061,85,76,Oudenaarde,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
12005,M,10-19,1,0,164,3,3,Bonheiden,Antwerpen,Vlaams Gewest,Bonstato
44034,V,60-69,1,1,625,16,14,Lochristi,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht
11021,V,40-49,1,0,502,56,31,Hove,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
24011,M,80-89,1,1,211,18,11,Bierbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
23094,V,0-9,0,0,2115,0,0,Zaventem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek
24008,M,40-49,1,0,452,11,12,Bekkevoort,Vlaams-Brabant,Vlaams Gewest,Demerland
36012,M,90-100+,1,1,30,27,20,Moorslede,West-Vlaanderen,Vlaams Gewest,Midden WVL
44021,V,30-39,1,0,20550,1853,1040,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent
45059,M,60-69,1,0,522,16,13,Brakel,Oost-Vlaanderen,Vlaams Gewest,Panacea
24007,M,20-29,1,0,485,16,13,Begijnendijk,Vlaams-Brabant,Vlaams Gewest,Demerland
46021,M,80-89,1,1,1523,238,118,Sint-Niklaas,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
71034,V,10-19,1,0,156,1,7,Leopoldsburg,Limburg,Vlaams Gewest,West-Limburg
72020,V,40-49,1,0,2154,219,141,Lommel,Limburg,Vlaams Gewest,Noord-Limburg
31005,M,10-19,0,0,4713,0,1,Brugge,West-Vlaanderen,Vlaams Gewest,Brugge
36008,M,50-59,1,0,1988,52,43,Izegem,West-Vlaanderen,Vlaams Gewest,RITS
46025,M,20-29,1,0,1767,39,37,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
73066,V,80-89,1,1,497,6,66,Riemst,Limburg,Vlaams Gewest,Zuid-Oost Limburg
73032,V,90-100+,1,1,75,23,33,Hoeselt,Limburg,Vlaams Gewest,Zuid-Oost Limburg
23047,M,10-19,1,0,187,1,1,Machelen,Vlaams-Brabant,Vlaams Gewest,BraViO
41082,M,70-79,1,1,835,21,32,Erpe-Mere,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst
45064,V,10-19,0,0,306,0,0,Maarkedal,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
71070,V,20-29,1,0,1936,125,91,Heusden-Zolder,Limburg,Vlaams Gewest,MidWestLim
24104,V,90-100+,1,1,143,103,62,Tervuren,Vlaams-Brabant,Vlaams Gewest,Druivenstreek
31005,M,60-69,1,1,3429,107,87,Brugge,West-Vlaanderen,Vlaams Gewest,Brugge
35002,M,70-79,1,1,896,17,18,Bredene,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene
37007,M,60-69,1,0,370,4,13,Meulebeke,West-Vlaanderen,Vlaams Gewest,RITS
46003,V,60-69,1,1,1544,50,47,Beveren,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland
41082,M,0-9,0,0,1054,0,0,Erpe-Mere,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst
11021,M,0-9,0,0,404,0,0,Hove,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11053,M,10-19,1,0,233,1,1,Wuustwezel,Antwerpen,Vlaams Gewest,Noorderkempen
12026,M,70-79,1,1,1095,17,25,Nijlen,Antwerpen,Vlaams Gewest,Pallieterland
23050,M,80-89,1,1,378,28,36,Meise,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
45062,V,90-100+,1,1,36,5,42,Horebeke,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
11052,V,10-19,1,0,107,0,3,Wommelgem,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid
24055,M,90-100+,1,1,60,17,27,Kortenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
13021,M,10-19,0,0,448,0,0,Meerhout,Antwerpen,Vlaams Gewest,Zuiderkempen
44052,M,30-39,1,0,838,31,18,Oosterzele,Oost-Vlaanderen,Vlaams Gewest,Panacea
41024,M,10-19,0,0,798,0,0,Haaltert,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst
