NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,FULLY_VACCINATED_OTHER_AMT,PARTLY_VACCINATED_OTHER_AMT,POPULATION_NBR
44021,V,30-39,1,0,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent,16109,787,1377,12,7554,191,6999,584,174,5,0,20386
41002,V,90-100+,1,1,Aalst,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,623,18,190,12,411,6,0,0,22,0,0,697
73083,V,60-69,1,1,Tongeren,Limburg,Vlaams Gewest,Zuid-Oost Limburg,1057,5,428,4,622,1,1,0,5,1,0,1102
23038,V,40-49,1,0,Kampenhout,Vlaams-Brabant,Vlaams Gewest,BraViO,750,9,86,0,572,8,12,1,80,0,0,831
45062,V,80-89,1,1,Horebeke,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,77,5,13,3,63,2,1,0,0,0,0,86
42025,M,90-100+,1,1,Wetteren,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,58,2,34,2,24,0,0,0,0,0,0,62
44021,V,60-69,1,1,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent,5550,50,812,11,2156,17,2504,22,78,0,0,6123
71045,M,50-59,1,0,Nieuwerkerken,Limburg,Vlaams Gewest,Haspengouw,532,4,175,1,355,3,0,0,2,0,0,557
36008,M,12-17,0,0,Izegem,West-Vlaanderen,Vlaams Gewest,RITS,526,246,0,0,514,246,0,0,12,0,0,883
23086,V,60-69,1,0,Ternat,Vlaams-Brabant,Vlaams Gewest,Pajottenland,520,4,63,1,432,3,4,0,21,0,0,550
24104,V,30-39,1,0,Tervuren,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,1011,33,64,2,918,30,12,1,17,0,0,1252
