NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,VACCINATED_FIRST_DOSIS_NBR,VACCINATED_SECOND_DOSIS_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE
13019,V,40-49,1,0,1076,143,59,Lille,Antwerpen,Vlaams Gewest,Middenkempen
41027,V,20-29,1,0,995,63,53,Herzele,Oost-Vlaanderen,Vlaams Gewest,Panacea
23032,V,40-49,1,0,441,45,24,Herne,Vlaams-Brabant,Vlaams Gewest,Pajottenland
24059,V,50-59,1,0,1198,94,78,Landen,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
72018,M,30-39,1,0,683,12,4,Kinrooi,Limburg,Vlaams Gewest,Maasland
72039,V,50-59,1,0,2282,141,96,Houthalen-Helchteren,Limburg,Vlaams Gewest,MidWestLim
23050,V,40-49,1,0,1224,89,43,Meise,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
71045,M,60-69,1,0,239,6,4,Nieuwerkerken,Limburg,Vlaams Gewest,Haspengouw
13014,V,80-89,1,1,502,22,50,Hoogstraten,Antwerpen,Vlaams Gewest,Kempenland
34040,M,20-29,1,0,2351,52,15,Waregem,West-Vlaanderen,Vlaams Gewest,Regio Waregem
33011,M,60-69,1,0,1193,42,24,Ieper,West-Vlaanderen,Vlaams Gewest,Westhoek
71011,V,20-29,1,0,1105,76,53,Diepenbeek,Limburg,Vlaams Gewest,Herkenrode
35011,M,40-49,1,0,999,28,20,Middelkerke,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
11023,M,90-100+,1,1,116,17,34,Kapellen,Antwerpen,Vlaams Gewest,Noorderkempen
13001,M,80-89,1,1,263,2,21,Arendonk,Antwerpen,Vlaams Gewest,Kempenland
44084,V,30-39,1,0,1665,207,105,Aalter,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland
11001,M,70-79,1,1,799,2,15,Aartselaar,Antwerpen,Vlaams Gewest,RupeLaar
23045,V,60-69,1,1,533,6,10,Londerzeel,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
24009,M,50-59,1,0,709,23,18,Bertem,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
44021,M,90-100+,1,1,757,20,276,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent
33040,M,40-49,1,0,510,10,10,Langemark-Poelkapelle,West-Vlaanderen,Vlaams Gewest,Westhoek
24048,M,30-39,1,0,552,16,9,Keerbergen,Vlaams-Brabant,Vlaams Gewest,Leuven Noord
31033,M,80-89,1,1,492,8,24,Torhout,West-Vlaanderen,Vlaams Gewest,Houtland en Polder
23052,V,90-100+,1,1,134,3,93,Merchtem,Vlaams-Brabant,Vlaams Gewest,AMALO
11055,V,90-100+,1,1,146,20,79,Zoersel,Antwerpen,Vlaams Gewest,Voorkempen
11018,V,30-39,1,0,828,43,34,Hemiksem,Antwerpen,Vlaams Gewest,RupeLaar
11001,M,30-39,1,0,772,19,16,Aartselaar,Antwerpen,Vlaams Gewest,RupeLaar
13008,M,20-29,1,0,2414,51,27,Geel,Antwerpen,Vlaams Gewest,Zuiderkempen
41081,V,20-29,1,0,1452,108,85,Zottegem,Oost-Vlaanderen,Vlaams Gewest,Panacea
23062,M,80-89,1,1,549,9,28,Overijse,Vlaams-Brabant,Vlaams Gewest,Druivenstreek
46025,V,60-69,1,1,798,7,13,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
43014,M,90-100+,1,1,25,2,8,Sint-Laureins,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland
12041,V,30-39,1,0,1645,122,89,Puurs-Sint-Amands,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland
71053,M,60-69,1,1,1277,26,25,Sint-Truiden,Limburg,Vlaams Gewest,Haspengouw
23009,V,90-100+,1,1,13,1,0,Bever,Vlaams-Brabant,Vlaams Gewest,Pajottenland
38016,V,30-39,1,0,498,34,35,Nieuwpoort,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
35013,M,70-79,1,1,3957,55,89,Oostende,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene
23039,M,40-49,1,0,604,13,10,Kapelle-op-den-Bos,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
23105,M,40-49,1,0,934,46,13,Affligem,Vlaams-Brabant,Vlaams Gewest,AMALO
11023,V,60-69,1,0,940,44,34,Kapellen,Antwerpen,Vlaams Gewest,Noorderkempen
11050,M,50-59,1,0,704,16,13,Wijnegem,Antwerpen,Vlaams Gewest,Voorkempen
11022,M,40-49,1,0,1117,21,16,Kalmthout,Antwerpen,Vlaams Gewest,Noorderkempen
43018,M,90-100+,1,1,44,2,16,Zelzate,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland
23047,M,10-19,1,0,187,1,1,Machelen,Vlaams-Brabant,Vlaams Gewest,BraViO
13017,V,0-9,0,0,890,0,0,Kasterlee,Antwerpen,Vlaams Gewest,Middenkempen
24007,M,80-89,1,1,243,2,9,Begijnendijk,Vlaams-Brabant,Vlaams Gewest,Demerland
37020,V,40-49,1,0,518,37,51,Ardooie,West-Vlaanderen,Vlaams Gewest,Midden WVL
73040,M,40-49,1,0,564,14,7,Kortessem,Limburg,Vlaams Gewest,Haspengouw
11053,M,90-100+,1,1,44,2,18,Wuustwezel,Antwerpen,Vlaams Gewest,Noorderkempen
35029,M,80-89,1,1,436,7,26,De Haan,West-Vlaanderen,Vlaams Gewest,Oostkust
31004,M,90-100+,1,1,75,5,31,Blankenberge,West-Vlaanderen,Vlaams Gewest,Oostkust
45059,V,10-19,0,0,638,0,1,Brakel,Oost-Vlaanderen,Vlaams Gewest,Panacea
33016,V,90-100+,1,1,1,0,0,Mesen,West-Vlaanderen,Vlaams Gewest,Westhoek
34003,M,30-39,1,0,674,14,8,Avelgem,West-Vlaanderen,Vlaams Gewest,Regio Waregem
12035,V,80-89,1,1,722,49,95,Sint-Katelijne-Waver,Antwerpen,Vlaams Gewest,Mechelen - Katelijne
41081,M,20-29,1,0,1378,41,15,Zottegem,Oost-Vlaanderen,Vlaams Gewest,Panacea
72038,V,90-100+,1,1,68,3,27,Hechtel-Eksel,Limburg,Vlaams Gewest,Noord-Limburg
32010,M,60-69,1,1,257,4,4,Koekelare,West-Vlaanderen,Vlaams Gewest,Houtland en Polder
12040,M,80-89,1,1,505,4,52,Willebroek,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland
33029,V,10-19,1,0,185,1,18,Wervik,West-Vlaanderen,Vlaams Gewest,Regio Menen
44045,V,10-19,0,0,317,1,2,Moerbeke,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
46003,V,60-69,1,1,1544,28,40,Beveren,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland
45059,V,60-69,1,0,513,22,28,Brakel,Oost-Vlaanderen,Vlaams Gewest,Panacea
13006,M,90-100+,1,1,30,4,12,Dessel,Antwerpen,Vlaams Gewest,Baldemore
32006,M,80-89,1,1,188,6,18,Houthulst,West-Vlaanderen,Vlaams Gewest,Westhoek
35002,M,20-29,1,0,945,27,13,Bredene,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene
42006,M,10-19,1,0,497,5,9,Dendermonde,Oost-Vlaanderen,Vlaams Gewest,Dender
12035,V,60-69,1,1,613,10,7,Sint-Katelijne-Waver,Antwerpen,Vlaams Gewest,Mechelen - Katelijne
72018,V,30-39,1,0,681,58,26,Kinrooi,Limburg,Vlaams Gewest,Maasland
46025,M,20-29,1,0,1767,32,29,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
35014,V,60-69,1,0,316,9,17,Oudenburg,West-Vlaanderen,Vlaams Gewest,Houtland en Polder
24008,V,50-59,1,0,465,56,27,Bekkevoort,Vlaams-Brabant,Vlaams Gewest,Demerland
13031,M,80-89,1,1,323,9,32,Oud-Turnhout,Antwerpen,Vlaams Gewest,Kempenland
45064,V,10-19,1,0,57,1,1,Maarkedal,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
73107,M,80-89,1,1,696,1,37,Maasmechelen,Limburg,Vlaams Gewest,Maasland
13017,M,50-59,1,0,1597,47,15,Kasterlee,Antwerpen,Vlaams Gewest,Middenkempen
72003,V,90-100+,1,1,67,1,41,Bocholt,Limburg,Vlaams Gewest,Noord-Limburg
72030,M,40-49,1,0,1051,27,11,Peer,Limburg,Vlaams Gewest,Noord-Limburg
45041,M,0-9,0,0,1674,0,0,Ronse,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
24135,M,10-19,1,0,129,0,2,Tielt-Winge,Vlaams-Brabant,Vlaams Gewest,Demerland
13011,V,0-9,0,0,1291,0,0,Herentals,Antwerpen,Vlaams Gewest,Middenkempen
13013,M,80-89,1,1,386,4,38,Herselt,Antwerpen,Vlaams Gewest,Zuiderkempen
46021,M,20-29,1,0,4701,89,47,Sint-Niklaas,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
72041,M,40-49,1,0,1379,50,5,Dilsen-Stokkem,Limburg,Vlaams Gewest,Maasland
23099,M,10-19,1,0,204,1,0,Kraainem,Vlaams-Brabant,Vlaams Gewest,Druivenstreek
24038,V,70-79,1,1,958,24,44,Herent,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
32011,V,40-49,1,0,765,91,57,Kortemark,West-Vlaanderen,Vlaams Gewest,Houtland en Polder
11023,M,60-69,1,0,953,22,18,Kapellen,Antwerpen,Vlaams Gewest,Noorderkempen
32003,M,60-69,1,0,559,12,9,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
33039,V,60-69,1,1,215,2,4,Heuvelland,West-Vlaanderen,Vlaams Gewest,Westhoek
72042,M,60-69,1,0,851,11,6,Oudsbergen,Limburg,Vlaams Gewest,Kemp en Duin
13012,V,80-89,1,1,297,24,42,Herenthout,Antwerpen,Vlaams Gewest,Middenkempen
13049,M,40-49,1,0,1705,35,23,Westerlo,Antwerpen,Vlaams Gewest,Zuiderkempen
13011,M,80-89,1,1,637,6,47,Herentals,Antwerpen,Vlaams Gewest,Middenkempen
11021,M,20-29,1,0,460,15,6,Hove,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
73098,V,60-69,1,1,236,2,6,Wellen,Limburg,Vlaams Gewest,Haspengouw
71016,V,10-19,0,0,3049,0,3,Genk,Limburg,Vlaams Gewest,Kemp en Duin
37018,M,10-19,1,0,172,0,2,Wingene,West-Vlaanderen,Vlaams Gewest,RITS
33021,M,0-9,0,0,963,0,0,Poperinge,West-Vlaanderen,Vlaams Gewest,Westhoek
45059,M,10-19,0,0,665,0,0,Brakel,Oost-Vlaanderen,Vlaams Gewest,Panacea
46021,V,70-79,1,1,3576,42,130,Sint-Niklaas,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
33040,V,80-89,1,1,266,0,32,Langemark-Poelkapelle,West-Vlaanderen,Vlaams Gewest,Westhoek
71034,V,10-19,1,0,156,0,7,Leopoldsburg,Limburg,Vlaams Gewest,West-Limburg
11024,V,80-89,1,1,693,32,70,Kontich,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
42006,M,70-79,1,1,1846,8,51,Dendermonde,Oost-Vlaanderen,Vlaams Gewest,Dender
72030,V,90-100+,1,1,78,3,39,Peer,Limburg,Vlaams Gewest,Noord-Limburg
45035,V,60-69,1,0,1061,54,55,Oudenaarde,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
37020,M,90-100+,1,1,44,4,13,Ardooie,West-Vlaanderen,Vlaams Gewest,Midden WVL
11040,M,30-39,1,0,1984,45,20,Schoten,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid
23096,V,30-39,1,0,1453,78,60,Zemst,Vlaams-Brabant,Vlaams Gewest,BraViO
41081,M,60-69,1,0,921,15,26,Zottegem,Oost-Vlaanderen,Vlaams Gewest,Panacea
32030,V,70-79,1,1,122,2,10,Lo-Reninge,West-Vlaanderen,Vlaams Gewest,Westhoek
34025,V,20-29,1,0,296,32,17,Lendelede,West-Vlaanderen,Vlaams Gewest,RITS
13019,V,30-39,1,0,973,107,59,Lille,Antwerpen,Vlaams Gewest,Middenkempen
46025,V,10-19,0,0,1382,2,0,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
37017,V,20-29,1,0,583,37,36,Wielsbeke,West-Vlaanderen,Vlaams Gewest,Regio Waregem
23025,M,60-69,1,1,887,9,23,Grimbergen,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
45063,V,10-19,1,0,69,0,0,Lierde,Oost-Vlaanderen,Vlaams Gewest,Panacea
45068,V,10-19,0,0,727,0,1,Kruisem,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
34023,V,10-19,0,0,563,0,1,Kuurne,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk
71034,M,10-19,0,0,673,0,0,Leopoldsburg,Limburg,Vlaams Gewest,West-Limburg
44073,M,70-79,1,1,382,29,14,Wachtebeke,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht
13040,V,30-39,1,0,2910,196,105,Turnhout,Antwerpen,Vlaams Gewest,Kempenland
34042,V,50-59,1,0,1743,146,172,Zwevegem,West-Vlaanderen,Vlaams Gewest,Regio Waregem
23045,M,30-39,1,0,1111,24,23,Londerzeel,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
11057,V,10-19,1,0,171,2,5,Malle,Antwerpen,Vlaams Gewest,Voorkempen
31004,V,30-39,1,0,917,72,49,Blankenberge,West-Vlaanderen,Vlaams Gewest,Oostkust
44043,V,60-69,1,1,670,12,19,Merelbeke,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht
45064,V,80-89,1,1,279,13,62,Maarkedal,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
36008,M,50-59,1,0,1988,54,27,Izegem,West-Vlaanderen,Vlaams Gewest,RITS
24045,V,60-69,1,0,341,15,17,Huldenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
11039,V,10-19,0,0,858,1,0,Schilde,Antwerpen,Vlaams Gewest,Voorkempen
44083,M,80-89,1,1,984,27,48,Deinze,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie
44081,M,20-29,1,0,908,19,8,Zulte,Oost-Vlaanderen,Vlaams Gewest,Schelde-Leie
36006,M,20-29,1,0,577,20,4,Hooglede,West-Vlaanderen,Vlaams Gewest,Midden WVL
12021,V,70-79,1,1,1764,8,62,Lier,Antwerpen,Vlaams Gewest,Pallieterland
45068,M,90-100+,1,1,52,1,17,Kruisem,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
31022,M,60-69,1,0,754,19,21,Oostkamp,West-Vlaanderen,Vlaams Gewest,WE40
44045,M,80-89,1,1,120,1,5,Moerbeke,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
44085,V,20-29,1,0,1376,108,79,Lievegem,Oost-Vlaanderen,Vlaams Gewest,West-Meetjesland
71037,V,30-39,1,0,984,111,47,Lummen,Limburg,Vlaams Gewest,MidWestLim
11055,V,60-69,1,0,908,76,55,Zoersel,Antwerpen,Vlaams Gewest,Voorkempen
11004,M,30-39,1,0,712,22,10,Boechout,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
38016,V,40-49,1,0,536,31,22,Nieuwpoort,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
45059,M,20-29,1,0,763,19,13,Brakel,Oost-Vlaanderen,Vlaams Gewest,Panacea
45062,V,40-49,1,0,123,10,9,Horebeke,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen
44045,M,20-29,1,0,359,6,5,Moerbeke,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
24134,M,30-39,1,0,1322,15,28,Scherpenheuvel-Zichem,Vlaams-Brabant,Vlaams Gewest,Demerland
32003,V,60-69,1,1,486,11,16,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder
24038,M,40-49,1,0,1342,68,26,Herent,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid
23062,M,90-100+,1,1,103,2,25,Overijse,Vlaams-Brabant,Vlaams Gewest,Druivenstreek
34025,V,50-59,1,0,370,30,19,Lendelede,West-Vlaanderen,Vlaams Gewest,RITS
24109,M,10-19,1,0,134,2,2,Tremelo,Vlaams-Brabant,Vlaams Gewest,Leuven Noord
71070,V,60-69,1,0,1186,66,34,Heusden-Zolder,Limburg,Vlaams Gewest,MidWestLim
24137,V,20-29,1,0,279,27,8,Glabbeek,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
34009,M,40-49,1,0,788,22,3,Deerlijk,West-Vlaanderen,Vlaams Gewest,Regio Waregem
36010,V,60-69,1,1,274,2,9,Ledegem,West-Vlaanderen,Vlaams Gewest,Midden WVL
24134,V,20-29,1,0,1155,80,76,Scherpenheuvel-Zichem,Vlaams-Brabant,Vlaams Gewest,Demerland
11057,M,10-19,1,0,192,4,1,Malle,Antwerpen,Vlaams Gewest,Voorkempen
44052,M,30-39,1,0,838,34,12,Oosterzele,Oost-Vlaanderen,Vlaams Gewest,Panacea
46025,M,40-49,1,0,1917,34,33,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland
23096,V,90-100+,1,1,177,15,99,Zemst,Vlaams-Brabant,Vlaams Gewest,BraViO
24014,V,70-79,1,1,566,2,12,Boortmeerbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Noord
41027,V,90-100+,1,1,138,2,56,Herzele,Oost-Vlaanderen,Vlaams Gewest,Panacea
31006,M,10-19,1,0,104,1,2,Damme,West-Vlaanderen,Vlaams Gewest,Oostkust
11054,M,40-49,1,0,757,18,15,Zandhoven,Antwerpen,Vlaams Gewest,Voorkempen
73040,V,20-29,1,0,410,34,22,Kortessem,Limburg,Vlaams Gewest,Haspengouw
13036,V,30-39,1,0,712,64,36,Retie,Antwerpen,Vlaams Gewest,Baldemore
11016,M,50-59,1,0,1512,17,17,Essen,Antwerpen,Vlaams Gewest,Noorderkempen
41011,V,20-29,1,0,1168,59,47,Denderleeuw,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst
23039,V,20-29,1,0,531,31,21,Kapelle-op-den-Bos,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen
